ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,COPG1,RTN4,ARF6,SEC24C,ADAM17,APBA2,BIN1,SYK,TMED10,APBA1,PICALM,PREB,MAPK14,TMED2,OSBP,AP4M1,COPE,COPA,SEC23B,AP2B1,VLDLR,ECE1,AP2A1,HSPA5,SEC13,SAR1B,IDE,EIF2S1,VDAC1,SAR1A,RAB1A,SEC24B,SEC16A,HSPA9,SEC24D,SNX6,GGA2,GGA3,NCSTN,COPZ1,PLCG2,MAPKAPK2,APOE,SNX4,AP4E1,VPS26A,AP4S1,COPG2,ITPR1,PLG,PSEN1,VPS35,AP4B1,LRP1,SEC23A,SIGMAR1,RTN3,AP3B2,TMED9,ABCA7,GGA1,AP1G1,SORT1,COPB1,VPS29,MIA3,RAB1B,SORL1,MAP2K3,MFN2,SEC24A,ADAM10,ITPR2,SREBF2,BACE1,COPB2,SEC31A,GORASP1,APP,CLU
1,SNX6,SORT1,OSBP,ARF6,LRP1,BIN1,MFN2,SYK,ECE1,VDAC1,APBA1,AP4M1,GGA3,RAB1A,COPZ1,ADAM10,SAR1A,COPE,SNX4,RTN3,VLDLR,COPG2,SAR1B,PLG,EIF2S1,PLCG2,SEC16A,AP2A1,SEC13,SEC24C,PREB,COPA,TMED10,AP4S1,GGA2,SIGMAR1,VPS26A,ADAM17,APBA2,AP3B2,NCSTN,SEC23B,RTN4,AP2B1,SEC24B,MAPK14,ITPR1,PICALM,HSPA9,PSEN1,VPS29,IDE,AP1G1,COPB1,COPG1,TMED9,APOE,SEC24D,ITPR2,ABCA7,MAP2K3,AP4E1,SEC23A,RAB1B,GORASP1,COPB2,SEC24A,SORL1,MIA3,GGA1,SEC31A,MAPKAPK2,VPS35,AP4B1,CLU,BACE1,HSPA5,APP,SREBF2,TMED2
2,RTN3,RTN4,ARF6,BIN1,MFN2,COPG1,AP4S1,VLDLR,PICALM,VPS26A,LRP1,SEC24C,OSBP,PREB,SNX6,SEC23B,RAB1B,RAB1A,IDE,COPZ1,APOE,AP4M1,SORT1,SNX4,PLCG2,HSPA9,APBA1,ADAM17,COPE,AP4E1,SEC24B,SYK,VPS29,MAPK14,ITPR1,PSEN1,AP2B1,VDAC1,GGA3,NCSTN,AP2A1,PLG,ECE1,AP1G1,ITPR2,SEC16A,SIGMAR1,GGA2,SAR1B,SEC24D,COPG2,SEC23A,TMED2,SEC13,APBA2,TMED9,COPB1,HSPA5,TMED10,SEC31A,VPS35,MAP2K3,CLU,SEC24A,COPA,ABCA7,MAPKAPK2,SAR1A,MIA3,GORASP1,COPB2,AP4B1,GGA1,SORL1,ADAM10,BACE1,APP,SREBF2,EIF2S1,AP3B2
3,HSPA5,VPS35,RAB1A,SAR1A,GGA2,APBA1,ARF6,MAPK14,EIF2S1,ADAM17,VLDLR,ECE1,AP4S1,TMED9,COPZ1,SNX6,PICALM,PREB,AP2A1,PSEN1,GGA3,IDE,SYK,TMED10,APBA2,SAR1B,OSBP,AP2B1,AP4M1,VDAC1,LRP1,MIA3,SIGMAR1,SEC24B,APOE,ITPR1,COPE,SEC16A,MFN2,COPG2,RTN3,SEC24C,AP4B1,SNX4,ABCA7,SEC13,BIN1,COPG1,PLG,AP1G1,HSPA9,SORT1,NCSTN,SEC24A,AP3B2,COPB2,SEC23B,ITPR2,COPB1,GGA1,RTN4,COPA,SEC24D,AP4E1,VPS29,CLU,ADAM10,VPS26A,SORL1,SEC23A,MAP2K3,PLCG2,RAB1B,SEC31A,SREBF2,TMED2,GORASP1,BACE1,APP,MAPKAPK2
4,SEC13,VPS26A,AP2A1,AP2B1,TMED2,AP4M1,ARF6,RTN3,RAB1A,GGA3,ITPR1,ADAM17,RTN4,SORT1,AP4S1,SEC23B,PICALM,APBA2,APOE,APBA1,COPA,COPG2,ECE1,SNX6,COPE,AP1G1,LRP1,COPG1,MFN2,IDE,MAPK14,SEC24C,TMED9,ABCA7,PLG,TMED10,BIN1,NCSTN,SEC16A,VLDLR,SAR1A,SYK,SEC24B,HSPA9,SNX4,PSEN1,RAB1B,GGA2,COPZ1,VPS35,AP4E1,SIGMAR1,PREB,MAPKAPK2,MIA3,OSBP,SEC24D,VPS29,CLU,AP3B2,SEC23A,PLCG2,SAR1B,ADAM10,HSPA5,SORL1,EIF2S1,MAP2K3,AP4B1,SREBF2,SEC31A,GGA1,COPB2,BACE1,ITPR2,COPB1,SEC24A,GORASP1,APP,VDAC1
5,PREB,RTN3,AP2B1,SNX6,MAPK14,VLDLR,SYK,SAR1A,BIN1,GGA3,ADAM17,RTN4,RAB1A,PLCG2,SEC24B,COPE,ECE1,AP4M1,AP2A1,COPG1,IDE,SEC23B,PICALM,SORT1,LRP1,ARF6,ITPR1,SIGMAR1,COPZ1,MFN2,APBA1,APOE,GGA2,ABCA7,SEC24C,TMED2,AP4E1,PSEN1,OSBP,COPG2,PLG,SAR1B,MIA3,HSPA5,AP3B2,VPS26A,APBA2,RAB1B,TMED10,AP4S1,SEC16A,EIF2S1,CLU,SEC24A,COPB1,SEC24D,AP4B1,ITPR2,MAPKAPK2,GGA1,COPA,VPS29,HSPA9,SEC23A,VPS35,MAP2K3,SNX4,COPB2,SEC13,TMED9,BACE1,VDAC1,GORASP1,ADAM10,NCSTN,AP1G1,APP,SREBF2,SORL1,SEC31A
6,MAPKAPK2,AP2B1,LRP1,ADAM10,APBA1,COPZ1,SNX4,SNX6,SEC23B,OSBP,PREB,ECE1,SORT1,PSEN1,PICALM,SEC24B,RTN3,ITPR1,GGA2,TMED2,COPE,AP4M1,VDAC1,MAPK14,RTN4,NCSTN,EIF2S1,GGA3,ARF6,RAB1A,VPS26A,SIGMAR1,TMED10,VPS29,APOE,SYK,SEC16A,PLG,SAR1A,HSPA5,AP4E1,AP1G1,SEC24C,ABCA7,AP2A1,VLDLR,MFN2,APBA2,IDE,SEC23A,COPG1,BIN1,COPA,ADAM17,AP4B1,PLCG2,SEC13,SAR1B,MIA3,GGA1,HSPA9,VPS35,CLU,BACE1,MAP2K3,COPB1,RAB1B,SEC24D,COPG2,AP4S1,SEC24A,SORL1,ITPR2,COPB2,SREBF2,SEC31A,AP3B2,TMED9,APP,GORASP1
7,AP2A1,APBA1,AP2B1,COPE,GGA3,MAPKAPK2,PLG,EIF2S1,TMED10,SNX4,SORT1,VPS26A,PLCG2,SEC23B,VPS29,BIN1,APOE,MAPK14,PREB,GGA2,PSEN1,OSBP,LRP1,APBA2,SEC13,RTN4,SYK,ITPR1,COPZ1,PICALM,ECE1,VDAC1,RAB1A,ARF6,SNX6,SEC24C,RTN3,TMED9,MFN2,SIGMAR1,TMED2,AP4M1,ADAM17,NCSTN,SAR1A,SEC16A,COPG2,COPB1,HSPA5,VLDLR,AP4S1,IDE,CLU,ADAM10,COPA,HSPA9,COPG1,VPS35,ITPR2,AP3B2,SEC24B,AP4E1,SEC24D,COPB2,MAP2K3,GORASP1,BACE1,SREBF2,AP1G1,GGA1,SAR1B,ABCA7,AP4B1,SORL1,SEC24A,SEC23A,MIA3,SEC31A,RAB1B,APP
8,AP3B2,OSBP,SNX4,PLG,MFN2,AP4M1,SAR1A,RTN4,COPG1,MAPK14,LRP1,TMED2,VPS29,GGA2,RAB1A,AP2B1,SYK,TMED10,APBA2,NCSTN,PSEN1,IDE,SEC16A,APOE,SEC24C,COPZ1,ECE1,SEC24B,MIA3,ABCA7,PICALM,COPE,RTN3,SNX6,ARF6,BIN1,SORT1,APBA1,GGA3,ADAM17,EIF2S1,PREB,ITPR1,TMED9,PLCG2,VLDLR,SEC23B,COPB1,SIGMAR1,VPS35,AP1G1,MAPKAPK2,VDAC1,SEC13,RAB1B,HSPA9,HSPA5,AP4E1,AP2A1,ADAM10,SORL1,SEC24A,SAR1B,COPA,CLU,SEC24D,ITPR2,MAP2K3,COPB2,COPG2,SEC23A,VPS26A,BACE1,AP4S1,SEC31A,AP4B1,GGA1,SREBF2,GORASP1,APP
9,NCSTN,TMED2,ADAM17,HSPA5,SAR1A,GGA3,SEC16A,VPS26A,VLDLR,OSBP,AP3B2,SNX6,ARF6,ITPR1,COPA,RAB1A,PLCG2,SYK,SEC23B,AP2A1,MFN2,AP4E1,APBA1,COPZ1,PREB,AP4M1,GGA2,BIN1,EIF2S1,LRP1,COPE,RTN3,SNX4,ECE1,COPG1,RTN4,VPS35,AP4S1,VPS29,PICALM,TMED9,IDE,ABCA7,MAPK14,SIGMAR1,APBA2,AP2B1,HSPA9,APOE,SEC24B,SEC23A,VDAC1,MAPKAPK2,COPG2,SAR1B,AP4B1,PLG,AP1G1,SORT1,CLU,ADAM10,SEC13,GGA1,MIA3,SEC31A,SEC24C,SEC24A,RAB1B,SREBF2,ITPR2,PSEN1,TMED10,MAP2K3,COPB1,SORL1,GORASP1,SEC24D,COPB2,BACE1,APP
10,SNX6,RAB1A,AP2A1,GGA3,SAR1B,AP2B1,AP4M1,TMED2,SIGMAR1,RTN4,RTN3,EIF2S1,ITPR1,PSEN1,SNX4,TMED10,VLDLR,MFN2,COPG1,PICALM,BIN1,COPB1,PLCG2,COPE,COPZ1,APBA1,ECE1,ARF6,SORT1,IDE,OSBP,RAB1B,LRP1,SEC24B,SYK,SEC24C,MAPK14,APBA2,SEC16A,HSPA5,PREB,COPG2,GGA2,ABCA7,HSPA9,APOE,VDAC1,SEC23B,PLG,TMED9,ADAM17,SAR1A,CLU,AP4E1,MAPKAPK2,SEC13,VPS29,SEC24D,NCSTN,SEC24A,VPS35,ITPR2,AP4S1,SEC23A,ADAM10,AP1G1,SEC31A,COPA,AP4B1,SREBF2,AP3B2,BACE1,GORASP1,GGA1,MAP2K3,VPS26A,APP,SORL1,COPB2,MIA3
11,ITPR1,BIN1,TMED10,COPE,SEC23B,SEC16A,SNX4,AP4M1,PICALM,PSEN1,COPG2,MAPKAPK2,RTN3,VPS26A,ADAM17,ABCA7,AP1G1,COPG1,RTN4,SEC13,MFN2,HSPA9,AP3B2,AP2B1,SORT1,APOE,ECE1,GGA2,PLCG2,SYK,LRP1,IDE,RAB1A,GGA3,APBA1,SAR1B,COPZ1,AP2A1,ARF6,MAPK14,SNX6,SAR1A,VDAC1,NCSTN,SEC24B,PLG,AP4E1,SEC24C,HSPA5,VPS29,SIGMAR1,OSBP,AP4S1,VLDLR,TMED9,AP4B1,APBA2,MIA3,VPS35,PREB,TMED2,COPA,GGA1,ITPR2,SEC23A,COPB2,RAB1B,BACE1,SREBF2,SEC24A,CLU,ADAM10,COPB1,SEC24D,MAP2K3,SEC31A,APP,EIF2S1,SORL1,GORASP1
