ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,AP3B2,SEC13,COPB1,PREB,EIF2S1,HSPA5,VDAC1,BACE1,VPS26A,APOE,ARF6,SEC23A,RTN3,SORL1,MIA3,APP,RAB1A,COPB2,COPG2,RAB1B,SEC24D,SEC16A,TMED9,PICALM,AP2A1,ADAM10,GGA2,AP1G1,TMED10,ITPR2,LRP1,TMED2,HSPA9,MAPKAPK2,RTN4,IDE,PSEN1,NCSTN,SORT1,PLCG2,SNX6,GGA1,SYK,BIN1,APBA1,VPS29,GGA3,ADAM17,VPS35,GORASP1,MFN2,SAR1A,MAPK14,ECE1,SAR1B,AP2B1,APBA2,SNX4,PLG,AP4B1,MAP2K3,COPG1,AP4S1,OSBP,COPA,CLU,COPE,COPZ1,SEC23B,SEC24A,AP4M1,SEC24C,SREBF2,ITPR1,ABCA7,SIGMAR1,SEC24B,SEC31A,AP4E1,VLDLR
1,LRP1,ITPR2,AP3B2,SORL1,APP,APOE,COPG1,COPA,BIN1,SYK,COPG2,SEC31A,PLCG2,MIA3,NCSTN,VDAC1,ADAM17,HSPA9,TMED10,TMED9,IDE,GGA2,ADAM10,AP2B1,SEC23B,SAR1B,VPS26A,SAR1A,RTN4,MAPK14,PREB,SNX6,AP1G1,CLU,APBA2,VPS29,SEC24D,SEC24B,ABCA7,MAPKAPK2,TMED2,SNX4,COPB2,SEC24A,GORASP1,GGA3,RTN3,RAB1B,COPB1,ITPR1,VPS35,SEC23A,AP2A1,SEC24C,ARF6,RAB1A,COPZ1,OSBP,SEC16A,MFN2,HSPA5,SREBF2,GGA1,APBA1,PSEN1,SEC13,BACE1,PLG,AP4S1,AP4B1,EIF2S1,SORT1,AP4M1,PICALM,COPE,MAP2K3,SIGMAR1,ECE1,VLDLR,AP4E1
2,APP,APOE,VDAC1,GGA1,RAB1A,COPB1,COPA,TMED2,HSPA5,RTN4,ITPR1,SORT1,SAR1A,CLU,SYK,MFN2,SEC23A,NCSTN,SORL1,RAB1B,SEC24D,HSPA9,PICALM,SAR1B,ARF6,SEC24C,COPB2,GGA2,SEC23B,MIA3,ABCA7,SEC24A,TMED10,ADAM17,RTN3,APBA1,AP2A1,COPG2,MAPK14,COPG1,AP3B2,SNX4,AP1G1,OSBP,TMED9,SEC31A,PLCG2,VPS35,VPS29,SNX6,PREB,BACE1,ITPR2,GORASP1,SEC16A,VPS26A,APBA2,BIN1,IDE,MAPKAPK2,AP4M1,COPE,AP2B1,PSEN1,MAP2K3,COPZ1,SEC24B,GGA3,SEC13,PLG,AP4B1,EIF2S1,LRP1,AP4S1,AP4E1,SREBF2,ECE1,VLDLR,SIGMAR1,ADAM10
3,SEC16A,SAR1B,TMED2,COPB2,COPA,RTN4,SEC24B,COPB1,SNX6,COPG1,BIN1,TMED10,IDE,CLU,SYK,SEC23A,PLCG2,SORL1,ADAM17,APP,RAB1A,MIA3,GGA3,AP3B2,COPE,AP2A1,VDAC1,PSEN1,APBA1,RAB1B,NCSTN,AP2B1,VPS26A,ITPR2,SNX4,ADAM10,PICALM,PREB,HSPA5,ECE1,APBA2,SEC24A,AP1G1,SEC24D,COPG2,SEC24C,SEC13,MAPK14,APOE,MAP2K3,VPS29,GGA1,HSPA9,MAPKAPK2,COPZ1,SEC31A,ITPR1,LRP1,GGA2,PLG,VPS35,AP4B1,GORASP1,BACE1,RTN3,ABCA7,AP4S1,EIF2S1,OSBP,SORT1,SAR1A,ARF6,AP4M1,SREBF2,TMED9,SIGMAR1,MFN2,VLDLR,SEC23B,AP4E1
4,APBA1,SNX4,RAB1A,APP,LRP1,SEC31A,SEC23A,APOE,ADAM10,SYK,COPB1,VPS26A,HSPA9,MAPK14,PLCG2,SEC24C,MIA3,RAB1B,ITPR1,AP2B1,GGA2,SEC24D,SORT1,COPG2,COPG1,VDAC1,HSPA5,RTN4,AP3B2,PICALM,VPS29,SEC13,CLU,COPA,AP2A1,ADAM17,MAPKAPK2,TMED2,ARF6,AP1G1,TMED10,SEC16A,MFN2,BIN1,EIF2S1,GGA1,OSBP,VPS35,ITPR2,COPB2,BACE1,COPZ1,TMED9,SAR1B,GGA3,GORASP1,NCSTN,COPE,SEC23B,APBA2,RTN3,PREB,AP4B1,IDE,SAR1A,SEC24A,SREBF2,ABCA7,SORL1,MAP2K3,AP4S1,PLG,SEC24B,ECE1,VLDLR,AP4M1,PSEN1,SIGMAR1,SNX6,AP4E1
5,SEC13,HSPA5,VPS26A,ITPR1,GGA2,PICALM,MAPKAPK2,SNX6,SEC23A,HSPA9,AP3B2,COPB2,BIN1,MFN2,SEC31A,SORT1,VPS29,EIF2S1,APOE,RTN3,APP,CLU,SEC16A,ADAM17,VPS35,GGA1,COPB1,SORL1,SEC24A,COPA,RAB1A,SNX4,APBA1,AP2B1,NCSTN,COPG2,SEC24D,COPG1,PSEN1,SAR1A,VDAC1,RTN4,LRP1,ECE1,COPE,SEC24C,ADAM10,TMED9,TMED2,TMED10,ARF6,IDE,AP4S1,APBA2,BACE1,AP2A1,MAP2K3,PLG,AP4B1,PLCG2,SAR1B,ABCA7,ITPR2,SYK,COPZ1,MAPK14,AP1G1,GGA3,PREB,RAB1B,OSBP,GORASP1,AP4M1,SIGMAR1,SEC23B,SREBF2,SEC24B,MIA3,VLDLR,AP4E1
6,MAPKAPK2,COPB1,RAB1B,SEC23A,LRP1,SNX6,MAPK14,SEC31A,HSPA5,COPB2,SORT1,COPA,SEC13,RAB1A,BIN1,VPS29,SAR1B,SAR1A,ITPR2,SEC16A,IDE,NCSTN,SEC23B,HSPA9,COPZ1,RTN4,PSEN1,BACE1,GORASP1,AP2B1,VPS26A,SEC24C,GGA2,COPE,EIF2S1,COPG2,COPG1,CLU,AP2A1,APP,MFN2,RTN3,AP3B2,SEC24D,AP1G1,GGA3,ADAM10,TMED9,SEC24A,VDAC1,TMED10,SNX4,PLCG2,OSBP,MIA3,MAP2K3,PREB,GGA1,SEC24B,ITPR1,SYK,APBA2,VLDLR,ADAM17,ABCA7,APBA1,PLG,SREBF2,ARF6,SORL1,AP4M1,TMED2,PICALM,AP4B1,SIGMAR1,ECE1,AP4S1,VPS35,AP4E1,APOE
7,SAR1A,AP1G1,IDE,EIF2S1,AP3B2,NCSTN,ARF6,ITPR2,HSPA9,COPB1,GGA2,TMED9,SNX4,LRP1,APP,COPG1,VPS29,BACE1,SEC31A,MIA3,RTN3,TMED2,APBA2,COPE,MFN2,MAPKAPK2,SAR1B,RAB1A,SORL1,BIN1,ADAM17,APOE,SEC24D,SEC24A,SEC24C,MAPK14,SEC13,RAB1B,AP2A1,PREB,SORT1,VPS26A,APBA1,GGA1,COPB2,ADAM10,ITPR1,PSEN1,GGA3,GORASP1,VPS35,COPA,SNX6,TMED10,SEC23B,HSPA5,PLCG2,COPG2,ECE1,SYK,CLU,VDAC1,AP2B1,COPZ1,RTN4,OSBP,PICALM,PLG,SEC24B,AP4M1,AP4B1,SEC23A,SREBF2,VLDLR,SEC16A,MAP2K3,ABCA7,SIGMAR1,AP4S1,AP4E1
8,PICALM,BIN1,SORT1,RTN4,RAB1B,MAPK14,ITPR2,RAB1A,APP,APOE,SYK,TMED2,LRP1,SEC23A,COPB2,TMED9,ADAM17,RTN3,APBA2,SAR1B,CLU,ADAM10,SEC24C,PLCG2,EIF2S1,AP3B2,COPB1,COPE,VDAC1,MFN2,VPS29,AP1G1,ARF6,PREB,GGA3,SEC23B,AP2B1,MIA3,GORASP1,NCSTN,ITPR1,AP2A1,SEC16A,MAPKAPK2,SNX4,HSPA5,VPS35,OSBP,APBA1,SORL1,IDE,COPZ1,VPS26A,VLDLR,SEC24D,COPG2,SEC31A,COPG1,AP4M1,PSEN1,PLG,AP4B1,COPA,GGA2,MAP2K3,AP4S1,SAR1A,BACE1,SEC24A,TMED10,SNX6,ECE1,GGA1,SREBF2,HSPA9,SEC24B,ABCA7,SEC13,SIGMAR1,AP4E1
9,BACE1,ITPR2,LRP1,VLDLR,SORL1,APOE,PREB,APBA1,CLU,PLCG2,NCSTN,SYK,MIA3,EIF2S1,COPZ1,AP1G1,SEC16A,SNX6,SEC23A,TMED10,TMED2,COPB1,SAR1B,GGA1,VPS35,MFN2,SAR1A,SEC31A,RAB1B,IDE,RAB1A,SEC24C,APP,ARF6,ADAM17,SNX4,COPE,OSBP,VPS26A,AP2B1,MAPKAPK2,HSPA9,VDAC1,ADAM10,AP2A1,COPA,COPB2,GGA3,GORASP1,SEC23B,BIN1,GGA2,HSPA5,COPG2,COPG1,APBA2,MAPK14,PSEN1,SORT1,RTN3,ITPR1,SEC24A,RTN4,PLG,SEC13,AP4B1,VPS29,PICALM,TMED9,SEC24D,ABCA7,AP4M1,MAP2K3,SEC24B,SREBF2,AP3B2,AP4S1,ECE1,SIGMAR1,AP4E1
