ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,OSBP,MIA3,HSPA5,EIF2S1,VPS26A,MAP2K3,ADAM10,APBA1,SEC13,ITPR1,AP2B1,TMED10,GGA2,VPS35,GGA1,RTN4,COPG1,LRP1,TMED9,ARF6,BIN1,SORT1,IDE,MFN2,SORL1,RTN3,AP3B2,SAR1A,TMED2,SAR1B,VDAC1,COPA,RAB1A,SEC31A,SEC23A,NCSTN,SEC24B,ITPR2,APP,SNX6,VPS29,COPG2,COPB1,BACE1,MAPKAPK2,SNX4,PICALM,COPZ1,COPB2,MAPK14,VLDLR,GGA3,RAB1B,AP4B1,ECE1,COPE,SREBF2,AP2A1,ADAM17,CLU,PREB,SEC24A,SYK,AP1G1,PLCG2,SEC23B,SEC16A,APOE,GORASP1,PLG,SIGMAR1,APBA2,SEC24C,SEC24D,ABCA7,AP4E1,HSPA9,AP4S1,AP4M1,PSEN1
1,VPS29,LRP1,AP4E1,AP4M1,PICALM,SYK,PLCG2,AP1G1,EIF2S1,SEC31A,APBA1,HSPA5,ARF6,COPG1,BIN1,SEC24C,COPZ1,COPG2,SNX6,ADAM10,SAR1A,RTN4,VLDLR,GGA2,SEC23A,PREB,MIA3,AP2B1,AP2A1,SAR1B,BACE1,ITPR1,APOE,SEC24D,APBA2,VPS26A,MFN2,AP3B2,SEC16A,MAPKAPK2,MAP2K3,GGA3,SNX4,SEC23B,COPB2,AP4S1,ECE1,TMED9,RAB1B,COPA,VDAC1,SORT1,RTN3,ITPR2,SREBF2,SEC13,RAB1A,SORL1,OSBP,TMED10,PLG,ADAM17,COPE,VPS35,COPB1,ABCA7,CLU,NCSTN,MAPK14,SEC24B,HSPA9,GGA1,TMED2,SIGMAR1,IDE,SEC24A,AP4B1,PSEN1,APP,GORASP1
2,PLCG2,SYK,ADAM10,VPS29,APOE,ITPR2,MFN2,SEC23A,MAPKAPK2,SEC31A,BIN1,APP,COPB1,MAPK14,SNX6,MIA3,ADAM17,SORT1,SEC24C,GGA2,VPS26A,LRP1,APBA2,RAB1B,TMED10,GGA3,SEC23B,SAR1B,SEC16A,COPA,SNX4,OSBP,CLU,RAB1A,BACE1,COPG2,SEC13,PREB,RTN3,ECE1,EIF2S1,NCSTN,COPG1,VDAC1,VPS35,SEC24B,SEC24A,AP2A1,SAR1A,TMED2,ITPR1,AP3B2,VLDLR,HSPA9,HSPA5,MAP2K3,APBA1,PLG,PSEN1,TMED9,PICALM,AP4B1,AP2B1,SREBF2,AP1G1,IDE,SIGMAR1,RTN4,ABCA7,AP4E1,COPE,SORL1,AP4S1,AP4M1,ARF6,COPZ1,COPB2,SEC24D,GGA1,GORASP1
3,VDAC1,SNX4,VPS29,MAPK14,NCSTN,SORT1,PICALM,SEC31A,RAB1A,TMED9,SAR1B,PLCG2,CLU,AP1G1,MIA3,COPE,COPA,ADAM10,COPB1,APBA1,SEC13,SYK,RTN4,SEC23A,ITPR2,BIN1,TMED10,GGA2,SEC23B,APOE,HSPA9,SEC16A,COPZ1,OSBP,COPB2,COPG2,COPG1,EIF2S1,RTN3,SNX6,SEC24B,GGA3,ITPR1,MAP2K3,APBA2,ARF6,APP,SEC24C,MAPKAPK2,VPS26A,PREB,AP4B1,ADAM17,SORL1,AP2A1,PLG,VPS35,AP2B1,VLDLR,GGA1,IDE,TMED2,AP3B2,BACE1,MFN2,LRP1,AP4E1,AP4M1,SIGMAR1,PSEN1,HSPA5,AP4S1,SEC24D,ABCA7,SAR1A,RAB1B,SEC24A,ECE1,GORASP1,SREBF2
4,ARF6,AP1G1,ITPR1,LRP1,GGA1,NCSTN,RTN4,SNX4,SEC23B,SEC31A,MAPK14,BACE1,HSPA9,MIA3,MFN2,PICALM,RAB1A,APP,AP2B1,VPS35,SNX6,RTN3,COPZ1,VDAC1,AP2A1,ADAM10,SEC16A,IDE,PLCG2,CLU,GGA3,SEC24C,COPA,SYK,SEC23A,SEC13,VPS29,ECE1,HSPA5,SORT1,APBA1,MAPKAPK2,PREB,SORL1,SAR1A,COPB1,PLG,MAP2K3,EIF2S1,BIN1,SEC24B,AP3B2,AP4S1,APBA2,OSBP,COPB2,AP4M1,SREBF2,VPS26A,APOE,COPE,ABCA7,TMED2,AP4E1,ITPR2,TMED10,SIGMAR1,SEC24D,SEC24A,VLDLR,COPG2,GGA2,PSEN1,COPG1,TMED9,AP4B1,ADAM17,SAR1B,RAB1B,GORASP1
5,HSPA5,VPS35,SNX4,MFN2,AP2A1,VPS26A,RAB1B,COPE,LRP1,APP,SEC16A,AP2B1,COPB2,HSPA9,PLG,SEC24D,PICALM,MAP2K3,SEC31A,SAR1A,MAPK14,BACE1,SAR1B,SORT1,COPA,PREB,COPG1,AP3B2,APOE,TMED2,VLDLR,TMED10,SEC24C,TMED9,GGA3,SIGMAR1,NCSTN,PSEN1,APBA1,CLU,ECE1,MAPKAPK2,PLCG2,SYK,GGA2,RTN3,VPS29,SREBF2,SEC24A,SNX6,COPB1,ARF6,COPG2,SEC23B,RAB1A,IDE,SEC24B,ITPR2,GGA1,AP4M1,ITPR1,ADAM10,SEC23A,OSBP,SEC13,APBA2,VDAC1,AP4B1,EIF2S1,ADAM17,AP1G1,ABCA7,AP4E1,COPZ1,MIA3,AP4S1,SORL1,BIN1,GORASP1,RTN4
6,APP,CLU,AP2A1,APBA1,COPA,PICALM,LRP1,APOE,SYK,SEC23B,COPG1,IDE,HSPA9,GGA2,VPS26A,APBA2,SEC16A,MAPK14,SEC24D,OSBP,AP2B1,ARF6,VPS35,ADAM10,PREB,SORT1,SEC23A,SAR1B,TMED10,PLCG2,COPG2,MAP2K3,AP1G1,ECE1,PLG,SIGMAR1,NCSTN,GGA1,SEC24C,SEC24B,COPE,ADAM17,TMED9,SAR1A,RTN4,SNX4,ITPR2,HSPA5,PSEN1,SEC31A,SORL1,MIA3,VPS29,GGA3,SNX6,VLDLR,AP3B2,COPZ1,SEC13,COPB2,BIN1,RAB1A,EIF2S1,COPB1,ABCA7,BACE1,AP4B1,AP4E1,VDAC1,RTN3,MFN2,AP4S1,ITPR1,MAPKAPK2,AP4M1,RAB1B,SEC24A,TMED2,SREBF2,GORASP1
7,RTN3,SEC24B,AP2A1,COPB1,GGA1,NCSTN,SORL1,VDAC1,SAR1A,SAR1B,COPA,LRP1,SNX6,ECE1,RTN4,CLU,SEC24C,SEC31A,VPS29,OSBP,ADAM10,AP2B1,APBA1,SEC23A,BACE1,MIA3,VPS26A,SORT1,SYK,PLCG2,TMED2,TMED10,ARF6,RAB1B,APOE,AP3B2,SNX4,MFN2,AP4E1,MAPK14,IDE,PLG,TMED9,SEC24D,COPZ1,SEC16A,COPE,MAPKAPK2,HSPA9,MAP2K3,COPG2,COPG1,PICALM,SEC13,EIF2S1,BIN1,GGA3,ITPR1,PREB,ABCA7,AP4S1,SEC24A,AP4M1,VLDLR,GGA2,VPS35,RAB1A,APP,COPB2,ADAM17,SREBF2,APBA2,AP1G1,ITPR2,SIGMAR1,PSEN1,GORASP1,HSPA5,SEC23B,AP4B1
8,ARF6,SAR1B,SNX6,SEC24D,AP2A1,HSPA9,PLCG2,APBA2,RAB1A,VPS29,VDAC1,SEC24C,COPB1,TMED2,HSPA5,SYK,SNX4,AP3B2,APP,PICALM,RTN3,BIN1,GGA2,CLU,MAP2K3,LRP1,BACE1,NCSTN,COPZ1,SEC24B,TMED9,RTN4,OSBP,VLDLR,ECE1,TMED10,COPE,MFN2,AP2B1,MAPK14,SEC23B,RAB1B,SORT1,AP1G1,SEC24A,VPS35,PREB,SEC23A,VPS26A,COPG2,COPG1,SEC31A,SEC16A,SIGMAR1,EIF2S1,SEC13,PSEN1,IDE,ADAM10,COPB2,GGA1,MIA3,AP4B1,ITPR1,SREBF2,GGA3,COPA,ADAM17,ABCA7,AP4E1,PLG,AP4S1,AP4M1,APBA1,GORASP1,SORL1,APOE,MAPKAPK2,ITPR2,SAR1A
9,SNX4,SEC16A,COPB1,VPS29,TMED9,RAB1A,APBA1,CLU,SEC23A,SEC24C,COPE,AP2A1,RAB1B,COPG1,TMED2,SAR1B,SORT1,SAR1A,VDAC1,ITPR2,SEC24D,PICALM,BIN1,LRP1,COPA,VPS35,SYK,SEC23B,BACE1,HSPA5,APP,TMED10,COPB2,NCSTN,MAPKAPK2,MAP2K3,SEC13,ADAM10,AP3B2,ARF6,RTN4,PLCG2,AP1G1,IDE,COPG2,PREB,RTN3,SNX6,PLG,VPS26A,MFN2,SIGMAR1,COPZ1,EIF2S1,PSEN1,ITPR1,GGA2,APOE,AP2B1,VLDLR,ADAM17,AP4S1,AP4B1,SEC31A,SEC24B,OSBP,GGA3,ABCA7,AP4E1,MIA3,SREBF2,HSPA9,SEC24A,AP4M1,MAPK14,GORASP1,APBA2,SORL1,GGA1,ECE1
