ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,COPA,MIA3,MAPKAPK2,BACE1,ITPR2,SEC24B,EIF2S1,BIN1,AP1G1,AP2A1,ADAM10,COPG2,PLG,SYK,RAB1A,APBA1,COPE,SAR1A,GORASP1,GGA2,SNX6,APP,PLCG2,TMED10,MAP2K3,OSBP,TMED2,VDAC1,LRP1,GGA1,PSEN1,SAR1B,AP3B2,SEC24D,COPB2,GGA3,SEC24C,SEC23A,RTN3,IDE,TMED9,COPG1,NCSTN,SEC24A,ECE1,ARF6,VLDLR,AP4B1,SIGMAR1,AP2B1,RTN4,ADAM17,CLU,RAB1B,PICALM,SEC31A,SEC16A,SORT1,SEC13,AP4M1,MFN2,APBA2,HSPA9,VPS35,MAPK14,SEC23B,AP4S1,VPS26A,APOE,SORL1,ITPR1,SNX4,AP4E1,HSPA5,SREBF2,COPB1,VPS29,ABCA7,COPZ1,PREB
1,RTN3,VPS35,ECE1,CLU,GGA2,GGA3,COPE,ITPR1,MFN2,AP3B2,SEC16A,GGA1,APBA1,SORL1,PICALM,VPS26A,APOE,SAR1A,OSBP,HSPA9,VPS29,PSEN1,AP2B1,VDAC1,RTN4,SEC24C,COPG1,MAP2K3,SIGMAR1,AP4S1,AP4E1,SEC31A,BIN1,TMED2,TMED9,APP,IDE,COPB2,GORASP1,MAPK14,TMED10,SEC23B,NCSTN,SEC23A,SAR1B,RAB1A,SNX4,SEC13,ARF6,VLDLR,SEC24A,BACE1,PLCG2,MAPKAPK2,AP4B1,COPA,AP1G1,PREB,SEC24D,SYK,PLG,SNX6,ITPR2,COPG2,ADAM10,AP2A1,SEC24B,COPB1,SREBF2,ADAM17,APBA2,COPZ1,RAB1B,AP4M1,SORT1,MIA3,EIF2S1,HSPA5,LRP1,ABCA7
2,PSEN1,RTN4,MAPKAPK2,SEC31A,RAB1A,HSPA5,AP2B1,LRP1,RAB1B,COPZ1,AP3B2,APBA1,SEC13,SEC16A,ARF6,VPS26A,NCSTN,AP2A1,SEC23A,SYK,VDAC1,ECE1,MIA3,MFN2,COPG1,SNX4,SORT1,ITPR1,SEC24B,GGA3,TMED10,COPB1,VPS35,GORASP1,GGA2,TMED9,RTN3,IDE,SEC24D,SNX6,OSBP,MAPK14,HSPA9,COPB2,CLU,AP1G1,APOE,SAR1B,PREB,APP,AP4M1,PLG,SORL1,COPG2,ADAM10,SAR1A,SEC24C,AP4E1,TMED2,MAP2K3,SEC24A,ADAM17,ITPR2,PLCG2,APBA2,BACE1,GGA1,BIN1,VLDLR,EIF2S1,AP4B1,SIGMAR1,VPS29,COPA,SREBF2,SEC23B,COPE,ABCA7,AP4S1,PICALM
3,SEC23B,LRP1,EIF2S1,COPE,ITPR1,HSPA9,RAB1A,ECE1,RAB1B,APOE,AP4M1,COPG2,APP,SNX4,AP2A1,HSPA5,TMED9,ARF6,APBA1,COPG1,SAR1B,SEC13,SEC24A,SEC23A,BACE1,SEC24D,MAPKAPK2,ADAM10,COPA,AP4B1,IDE,VLDLR,PSEN1,GORASP1,GGA2,SORL1,SYK,SEC16A,VPS35,NCSTN,PLG,SIGMAR1,VPS29,PICALM,SNX6,VPS26A,ITPR2,BIN1,CLU,SEC31A,MAPK14,TMED10,AP4E1,MAP2K3,GGA3,VDAC1,PLCG2,GGA1,AP3B2,MIA3,OSBP,SEC24B,AP4S1,COPZ1,AP2B1,ADAM17,RTN3,SAR1A,TMED2,APBA2,RTN4,AP1G1,COPB1,SORT1,COPB2,ABCA7,MFN2,PREB,SEC24C,SREBF2
4,RTN3,SEC23A,SORL1,MIA3,RAB1B,IDE,SEC24D,HSPA9,VPS35,RTN4,SEC24B,PLG,AP2A1,APBA1,GGA1,AP3B2,ITPR2,OSBP,TMED2,ADAM10,GGA3,GGA2,AP2B1,SEC31A,ITPR1,SIGMAR1,SAR1A,CLU,APOE,HSPA5,NCSTN,COPB1,MAP2K3,COPE,PLCG2,SYK,ADAM17,AP1G1,SREBF2,RAB1A,MFN2,COPA,AP4M1,AP4B1,AP4S1,GORASP1,VDAC1,PICALM,SEC23B,SNX6,LRP1,COPB2,VPS26A,ECE1,TMED9,APP,SAR1B,SNX4,VLDLR,VPS29,BIN1,SEC13,SEC24A,TMED10,COPG1,MAPK14,APBA2,PREB,COPG2,SORT1,PSEN1,ARF6,AP4E1,SEC24C,MAPKAPK2,BACE1,SEC16A,COPZ1,EIF2S1,ABCA7
5,AP1G1,LRP1,MIA3,APBA1,COPG1,COPA,COPB2,HSPA9,BACE1,TMED10,PREB,RTN3,MAP2K3,SORT1,ITPR1,ADAM10,GORASP1,GGA2,RTN4,SAR1B,SNX6,ITPR2,VDAC1,RAB1A,PSEN1,MFN2,ARF6,PLG,TMED9,SNX4,COPB1,ADAM17,GGA3,AP4S1,SEC23B,TMED2,COPG2,APP,APOE,HSPA5,ECE1,VPS35,PICALM,SREBF2,VPS26A,IDE,SEC31A,COPZ1,EIF2S1,VPS29,SEC23A,MAPK14,CLU,NCSTN,SEC24C,SEC24A,AP2B1,AP2A1,RAB1B,COPE,SAR1A,GGA1,SEC24B,AP3B2,BIN1,SIGMAR1,SYK,OSBP,VLDLR,SEC24D,SEC16A,MAPKAPK2,SORL1,AP4B1,AP4M1,AP4E1,APBA2,SEC13,PLCG2,ABCA7
6,TMED2,TMED10,MAPKAPK2,AP3B2,SEC16A,COPG2,ECE1,AP2B1,ITPR1,GGA1,APOE,SNX4,COPE,COPB1,RAB1B,TMED9,SORL1,PICALM,APBA1,SAR1B,CLU,SEC24D,SEC31A,HSPA9,COPA,RAB1A,RTN3,SYK,ARF6,MIA3,AP2A1,ADAM10,SEC23A,SEC13,SAR1A,HSPA5,APBA2,PLCG2,BIN1,MAPK14,GGA2,MFN2,AP1G1,SEC24B,APP,COPZ1,VPS26A,PLG,GGA3,COPB2,SNX6,LRP1,SREBF2,VDAC1,ADAM17,RTN4,VPS35,EIF2S1,SEC23B,SORT1,MAP2K3,BACE1,AP4M1,VLDLR,SIGMAR1,AP4E1,PSEN1,VPS29,AP4B1,GORASP1,OSBP,SEC24C,AP4S1,NCSTN,SEC24A,IDE,COPG1,ABCA7,PREB,ITPR2
7,APP,VPS35,MAPKAPK2,COPB2,RTN3,SEC16A,COPG1,ITPR2,NCSTN,ECE1,COPZ1,COPG2,MFN2,VDAC1,CLU,AP4M1,AP2A1,APBA1,SEC23A,GGA1,VPS26A,ADAM10,TMED9,SEC24A,SEC23B,AP1G1,PLG,SEC24B,SEC24D,PREB,HSPA5,SNX6,AP4S1,SAR1A,APOE,TMED2,IDE,HSPA9,SNX4,MIA3,SYK,MAP2K3,AP4B1,SAR1B,AP3B2,VPS29,TMED10,PSEN1,SEC31A,AP4E1,BIN1,COPB1,SEC13,VLDLR,AP2B1,OSBP,SEC24C,EIF2S1,SORL1,RAB1B,SORT1,ARF6,ADAM17,APBA2,PLCG2,RTN4,GGA2,LRP1,GORASP1,PICALM,COPA,BACE1,COPE,SIGMAR1,ITPR1,GGA3,MAPK14,RAB1A,SREBF2,ABCA7
8,ADAM17,COPB2,GGA3,VPS29,SEC31A,SEC23A,VDAC1,SEC16A,AP4S1,AP2B1,LRP1,MAPK14,SAR1A,EIF2S1,GGA2,RAB1A,COPG1,OSBP,BACE1,NCSTN,GORASP1,ADAM10,SEC23B,SEC24B,SAR1B,APBA2,RTN3,CLU,ECE1,PREB,SYK,AP4M1,VPS26A,MFN2,SEC24D,SEC24A,APOE,SREBF2,GGA1,SORL1,COPA,HSPA9,SIGMAR1,VLDLR,SNX6,MIA3,AP2A1,APP,TMED10,PSEN1,MAP2K3,AP4E1,SEC24C,PICALM,IDE,COPG2,COPZ1,ITPR2,APBA1,COPE,TMED9,HSPA5,AP4B1,AP3B2,SEC13,SORT1,ARF6,PLCG2,RAB1B,TMED2,COPB1,MAPKAPK2,ITPR1,RTN4,VPS35,PLG,BIN1,SNX4,AP1G1,ABCA7
9,SEC24D,MIA3,IDE,RAB1B,AP2B1,VDAC1,APBA1,SEC24C,RAB1A,CLU,APBA2,VPS26A,PLCG2,SAR1A,APOE,SYK,MAPKAPK2,SAR1B,SEC23B,AP3B2,MAPK14,SEC31A,HSPA9,BIN1,LRP1,SORL1,ITPR1,ADAM10,SNX6,COPG1,HSPA5,COPB2,SEC16A,BACE1,ITPR2,SORT1,ECE1,SEC23A,TMED2,RTN3,PREB,GGA3,AP1G1,AP4B1,PSEN1,GORASP1,GGA1,COPG2,NCSTN,GGA2,PLG,COPA,APP,MFN2,VLDLR,OSBP,AP4S1,COPZ1,ADAM17,TMED10,PICALM,EIF2S1,COPB1,AP2A1,SEC24A,COPE,VPS35,VPS29,SEC13,TMED9,SREBF2,SEC24B,RTN4,ARF6,AP4M1,SNX4,SIGMAR1,AP4E1,MAP2K3,ABCA7
