ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,SEC24C,TMED2,LRP1,EIF2S1,COPA,BIN1,COPZ1,VLDLR,SNX6,SEC31A,VPS29,COPG1,APBA2,TMED10,BACE1,COPE,AP4E1,OSBP,AP4M1,AP1G1,COPG2,ITPR1,CLU,RAB1B,SEC23A,RAB1A,PREB,PLG,SEC24D,PSEN1,APP,SEC13,SIGMAR1,SEC24B,AP3B2,ARF6,GGA1,PICALM,SEC24A,SORL1,ADAM10,PLCG2,COPB2,ITPR2,SEC23B,SAR1B,RTN4,APOE,AP4S1,GORASP1,AP2A1,MAP2K3,AP2B1,HSPA9,NCSTN,AP4B1,HSPA5,IDE,APBA1,MFN2,VDAC1,MAPK14,RTN3,ADAM17,SEC16A,SREBF2,TMED9,VPS26A,SYK,ECE1,ABCA7,MIA3,COPB1,SORT1,GGA2,SNX4,VPS35,SAR1A,MAPKAPK2,GGA3
1,SEC23B,COPG1,VLDLR,SEC13,SEC24B,SEC24A,COPZ1,SEC24C,COPB1,AP1G1,ITPR1,APOE,CLU,PLG,MAPK14,RAB1B,SNX6,COPE,IDE,AP4S1,MIA3,COPG2,ITPR2,TMED10,AP4M1,APP,PLCG2,VDAC1,ARF6,AP2B1,BACE1,SEC31A,SORL1,SEC23A,MAP2K3,APBA1,LRP1,SIGMAR1,APBA2,SEC24D,HSPA5,OSBP,AP4E1,BIN1,SNX4,RAB1A,ADAM10,AP3B2,COPA,HSPA9,COPB2,RTN4,EIF2S1,SREBF2,AP2A1,TMED2,PSEN1,GGA2,PREB,RTN3,GORASP1,ECE1,GGA1,SYK,SORT1,SEC16A,MFN2,NCSTN,PICALM,SAR1B,AP4B1,ABCA7,GGA3,VPS26A,TMED9,VPS35,ADAM17,SAR1A,MAPKAPK2,VPS29
2,APBA1,ITPR2,SORL1,SEC16A,SEC13,ITPR1,SEC24A,AP1G1,MIA3,LRP1,SIGMAR1,TMED10,SEC31A,RAB1B,APBA2,SAR1B,SEC24B,EIF2S1,VPS29,NCSTN,COPE,AP4E1,ARF6,PLCG2,APP,COPZ1,SEC24C,SNX6,SEC23B,OSBP,RAB1A,MFN2,COPB2,SEC23A,PREB,GGA2,APOE,SNX4,COPA,CLU,COPG1,BIN1,BACE1,AP4S1,TMED2,AP3B2,TMED9,VLDLR,HSPA5,AP4M1,SEC24D,COPG2,AP2A1,MAP2K3,SORT1,SREBF2,MAPK14,RTN3,GORASP1,IDE,ADAM17,ECE1,PLG,AP2B1,ADAM10,HSPA9,SYK,GGA1,GGA3,PICALM,VPS26A,ABCA7,AP4B1,RTN4,SAR1A,VDAC1,VPS35,COPB1,PSEN1,MAPKAPK2
3,TMED10,EIF2S1,APOE,BIN1,SNX4,SORL1,SEC31A,RAB1A,SEC24A,SEC13,LRP1,APP,SEC23B,COPG1,AP3B2,ITPR1,RAB1B,AP4E1,SNX6,APBA1,OSBP,COPA,MFN2,COPZ1,ARF6,VLDLR,SEC24D,CLU,MIA3,SEC24B,SIGMAR1,SEC23A,BACE1,COPE,SEC24C,HSPA9,APBA2,PLCG2,COPB2,PSEN1,IDE,ADAM10,AP4M1,NCSTN,VPS29,HSPA5,COPG2,ITPR2,MAPK14,AP4S1,PREB,SEC16A,GGA1,PLG,COPB1,RTN3,AP1G1,AP2B1,VDAC1,SORT1,SREBF2,GGA2,GGA3,AP4B1,TMED2,ECE1,AP2A1,SYK,RTN4,MAP2K3,GORASP1,VPS26A,SAR1B,PICALM,ADAM17,MAPKAPK2,SAR1A,ABCA7,VPS35,TMED9
4,VPS29,LRP1,AP1G1,SEC24A,SEC23A,AP3B2,RAB1A,APOE,PLG,SEC31A,PSEN1,COPG1,SORL1,ARF6,SEC23B,SNX6,AP4E1,SNX4,HSPA9,SEC24C,SEC13,SEC24B,SEC16A,VDAC1,CLU,EIF2S1,ITPR1,BACE1,RAB1B,VLDLR,MAPK14,PLCG2,APP,SEC24D,COPZ1,ADAM10,AP2B1,ADAM17,GGA2,MIA3,COPB2,TMED2,AP4S1,AP2A1,SIGMAR1,APBA2,RTN3,BIN1,MAP2K3,RTN4,GORASP1,MFN2,AP4M1,COPG2,IDE,COPA,OSBP,NCSTN,APBA1,PREB,COPE,ECE1,PICALM,SAR1B,SAR1A,GGA1,HSPA5,SREBF2,COPB1,TMED9,ITPR2,ABCA7,SORT1,TMED10,GGA3,MAPKAPK2,AP4B1,SYK,VPS26A,VPS35
5,APBA1,SEC31A,RAB1B,SEC23B,COPG1,TMED10,CLU,HSPA9,SEC13,SEC24C,PLCG2,LRP1,APBA2,SIGMAR1,SEC24B,COPB2,COPZ1,BIN1,AP4B1,SNX6,COPA,TMED9,OSBP,ITPR1,MFN2,COPB1,VLDLR,COPE,SAR1B,AP3B2,PREB,MAP2K3,SEC24A,SEC23A,GGA2,APP,AP4S1,RAB1A,PLG,ARF6,SORL1,MAPK14,SEC24D,SREBF2,ITPR2,AP2B1,NCSTN,APOE,ADAM17,BACE1,SEC16A,ADAM10,GGA1,ABCA7,PSEN1,PICALM,IDE,TMED2,AP4E1,RTN3,VPS29,EIF2S1,RTN4,ECE1,GORASP1,AP1G1,VPS26A,MIA3,AP2A1,SAR1A,HSPA5,SNX4,AP4M1,GGA3,SYK,VPS35,MAPKAPK2,SORT1,COPG2,VDAC1
6,TMED10,SEC24D,CLU,APBA1,SNX4,COPZ1,SEC24A,BIN1,LRP1,NCSTN,SEC24C,ITPR2,PLCG2,MIA3,SEC23B,EIF2S1,APOE,COPG2,RAB1A,OSBP,ARF6,RAB1B,VLDLR,COPE,SEC13,BACE1,HSPA9,AP4E1,PICALM,SNX6,SIGMAR1,APBA2,AP4M1,MFN2,SEC24B,SEC16A,TMED2,VPS29,COPA,COPB2,MAPK14,COPG1,SEC31A,AP4S1,AP3B2,GGA3,PLG,AP4B1,APP,SEC23A,ITPR1,AP2A1,SORT1,SORL1,AP1G1,MAP2K3,GORASP1,SREBF2,ADAM10,VDAC1,IDE,RTN3,HSPA5,SYK,GGA2,SAR1B,AP2B1,PSEN1,GGA1,ADAM17,PREB,ECE1,ABCA7,RTN4,SAR1A,COPB1,MAPKAPK2,TMED9,VPS35,VPS26A
7,MAP2K3,APP,ITPR1,COPE,RAB1A,MFN2,COPG1,APOE,SEC24A,SNX6,AP1G1,CLU,SEC13,ARF6,SORL1,NCSTN,BIN1,PREB,VPS29,AP4E1,MIA3,SIGMAR1,LRP1,APBA1,SEC24D,SEC23A,ITPR2,BACE1,RAB1B,APBA2,COPB2,COPZ1,COPG2,SEC31A,EIF2S1,HSPA9,AP4S1,TMED10,COPA,AP4M1,PLG,VLDLR,SEC16A,SEC24B,SEC23B,SEC24C,TMED2,SNX4,SORT1,PICALM,GORASP1,PSEN1,PLCG2,AP2A1,ADAM17,AP4B1,RTN4,AP2B1,TMED9,OSBP,GGA2,MAPK14,GGA3,GGA1,IDE,VPS26A,SAR1A,COPB1,AP3B2,ECE1,ADAM10,SREBF2,SAR1B,ABCA7,RTN3,HSPA5,MAPKAPK2,SYK,VPS35,VDAC1
8,EIF2S1,APP,SEC13,SEC24C,COPG1,ITPR2,COPZ1,TMED2,NCSTN,ARF6,SEC24A,SNX6,SEC24B,OSBP,SIGMAR1,SEC31A,COPE,AP4E1,CLU,MAPK14,AP1G1,RAB1A,APOE,HSPA9,SEC24D,SNX4,AP2B1,MAP2K3,COPG2,ADAM10,BACE1,VPS29,RAB1B,RTN3,APBA2,AP4M1,SAR1B,APBA1,AP2A1,SEC23B,PSEN1,AP4S1,VLDLR,MFN2,MIA3,VDAC1,IDE,BIN1,SORL1,PLCG2,PREB,SEC16A,COPA,TMED9,SORT1,TMED10,HSPA5,LRP1,RTN4,PLG,SEC23A,SREBF2,GORASP1,AP3B2,ECE1,ITPR1,ADAM17,COPB2,GGA3,GGA2,SAR1A,GGA1,SYK,ABCA7,VPS35,COPB1,AP4B1,MAPKAPK2,VPS26A,PICALM
9,COPZ1,SEC24C,SEC13,BIN1,SNX6,EIF2S1,CLU,SNX4,AP4E1,RTN4,SORL1,LRP1,SEC31A,SEC23A,APP,COPE,RAB1A,VPS29,COPG1,HSPA9,BACE1,SEC23B,SEC24B,APOE,TMED10,RAB1B,SEC24A,VLDLR,SEC24D,NCSTN,COPA,ITPR1,ITPR2,MFN2,ARF6,COPB1,APBA1,SEC16A,SREBF2,PLCG2,PREB,SIGMAR1,APBA2,COPB2,AP4S1,MIA3,PLG,AP3B2,AP4B1,AP1G1,ADAM10,COPG2,AP2B1,HSPA5,SORT1,TMED2,GORASP1,MAP2K3,ADAM17,AP4M1,IDE,PICALM,VDAC1,GGA1,GGA3,PSEN1,MAPK14,SAR1A,RTN3,ECE1,VPS26A,SYK,GGA2,SAR1B,VPS35,TMED9,OSBP,MAPKAPK2,AP2A1,ABCA7
