ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,OSBP,SEC16A,HSPA9,SIGMAR1,GGA2,SEC24C,SYK,SEC13,TMED9,SAR1B,APP,COPG1,PLG,SORL1,ABCA7,VPS26A,GORASP1,RAB1B,MAP2K3,AP4S1,SORT1,ECE1,LRP1,SNX6,VLDLR,SAR1A,SEC24D,SEC23A,COPB1,APBA1,COPE,MAPKAPK2,SEC23B,MAPK14,SREBF2,PSEN1,AP4B1,ITPR2,AP4E1,AP1G1,APBA2,BIN1,PREB,NCSTN,PLCG2,SEC24B,IDE,GGA1,MIA3,ADAM10,RTN4,PICALM,TMED2,SEC24A,COPB2,SNX4,TMED10,SEC31A,APOE,EIF2S1,COPG2,ARF6,ADAM17,VPS29,HSPA5,BACE1,COPA,AP3B2,CLU,VPS35,AP4M1,VDAC1,ITPR1,COPZ1,MFN2,RTN3,AP2B1,AP2A1,GGA3,RAB1A
1,MIA3,BACE1,ABCA7,SREBF2,VLDLR,SEC24D,BIN1,PLG,IDE,EIF2S1,TMED10,TMED9,VPS35,SAR1B,LRP1,PICALM,SEC23A,SEC13,MAPKAPK2,RTN4,SEC23B,SAR1A,OSBP,TMED2,ITPR1,ADAM10,SNX4,PSEN1,GORASP1,COPB2,ITPR2,COPE,AP1G1,VPS26A,SYK,COPZ1,SEC31A,ECE1,SNX6,AP4E1,AP4M1,COPB1,PLCG2,AP4S1,SORL1,MAPK14,SEC24A,GGA2,APBA1,VPS29,SEC24C,RAB1B,SEC16A,ARF6,AP3B2,MAP2K3,APOE,COPA,HSPA5,CLU,VDAC1,SIGMAR1,AP4B1,SORT1,ADAM17,NCSTN,COPG1,GGA1,PREB,RTN3,APBA2,AP2B1,MFN2,APP,SEC24B,GGA3,RAB1A,AP2A1,COPG2,HSPA9
2,APBA1,BIN1,SEC23B,SEC24A,NCSTN,SAR1A,SEC16A,SEC13,ITPR2,CLU,PSEN1,SNX6,COPZ1,LRP1,MAPK14,RTN4,TMED10,MIA3,MAP2K3,VPS35,GGA2,SAR1B,RAB1B,ABCA7,SREBF2,SORT1,AP4B1,OSBP,SEC23A,AP4M1,BACE1,TMED9,GORASP1,GGA1,ARF6,COPE,ECE1,TMED2,COPG1,AP4S1,ITPR1,COPB2,EIF2S1,SYK,VPS26A,PLG,AP4E1,VLDLR,SEC24D,SIGMAR1,PREB,SEC24B,COPA,SEC31A,COPG2,COPB1,APP,IDE,APOE,SORL1,APBA2,SEC24C,ADAM17,MAPKAPK2,ADAM10,PICALM,HSPA9,PLCG2,HSPA5,VPS29,AP1G1,RTN3,VDAC1,SNX4,AP3B2,GGA3,MFN2,AP2B1,AP2A1,RAB1A
3,IDE,COPZ1,COPG1,SYK,SEC13,COPG2,PREB,SIGMAR1,GGA2,CLU,ECE1,SNX6,SEC24D,OSBP,SEC23B,SNX4,MAP2K3,ITPR1,APP,SEC16A,SEC31A,SAR1A,GORASP1,SORT1,COPB1,PSEN1,TMED10,MAPKAPK2,AP4M1,COPA,COPE,SREBF2,AP4B1,APBA1,TMED2,RAB1B,AP4E1,BACE1,EIF2S1,BIN1,HSPA5,SEC24B,AP4S1,TMED9,SAR1B,SORL1,PLCG2,SEC24C,VLDLR,APOE,SEC23A,AP3B2,ABCA7,NCSTN,LRP1,VPS29,COPB2,VPS35,SEC24A,RTN4,PLG,APBA2,PICALM,AP2A1,ITPR2,HSPA9,ADAM10,ADAM17,VDAC1,MIA3,AP1G1,ARF6,AP2B1,MFN2,VPS26A,RTN3,RAB1A,MAPK14,GGA3,GGA1
4,SEC24A,SAR1A,PSEN1,IDE,RTN4,ITPR2,NCSTN,PICALM,COPG2,COPG1,TMED9,MIA3,SEC23B,SIGMAR1,ADAM17,PREB,COPZ1,ITPR1,VPS35,LRP1,COPA,MAP2K3,APBA1,MAPKAPK2,TMED2,SORT1,OSBP,VPS26A,APOE,VLDLR,MAPK14,SEC24C,SORL1,AP4E1,BACE1,HSPA5,BIN1,AP4B1,SEC13,GORASP1,COPE,EIF2S1,SREBF2,VPS29,SEC24D,COPB1,SNX6,RAB1B,TMED10,SEC24B,PLG,PLCG2,ABCA7,APP,GGA2,GGA1,AP1G1,MFN2,SEC16A,HSPA9,SYK,AP4S1,ARF6,VDAC1,ECE1,RTN3,APBA2,CLU,SEC31A,AP2A1,SNX4,SEC23A,GGA3,SAR1B,COPB2,AP4M1,RAB1A,AP2B1,ADAM10,AP3B2
5,COPZ1,PREB,HSPA5,ECE1,EIF2S1,ADAM10,SAR1A,VLDLR,TMED10,APBA2,PSEN1,APOE,MIA3,COPG2,SEC23A,AP4M1,GORASP1,MAP2K3,CLU,SORL1,GGA1,SEC24D,ABCA7,RTN4,AP4S1,AP1G1,COPE,TMED9,PICALM,ITPR2,BACE1,TMED2,GGA2,MAPK14,SEC31A,APBA1,SEC24C,PLG,AP4B1,COPB1,ITPR1,NCSTN,SNX6,SORT1,SEC24B,VPS29,IDE,ADAM17,SIGMAR1,SEC13,SYK,COPG1,RAB1B,SEC16A,COPA,SEC23B,ARF6,SAR1B,SEC24A,SREBF2,VPS26A,BIN1,MAPKAPK2,HSPA9,MFN2,LRP1,AP4E1,SNX4,COPB2,AP3B2,APP,OSBP,AP2A1,GGA3,VPS35,AP2B1,RTN3,VDAC1,RAB1A,PLCG2
6,GGA2,TMED2,MIA3,COPA,SNX4,MAP2K3,SORL1,APBA1,SEC23B,ITPR2,EIF2S1,COPZ1,CLU,PICALM,VPS29,HSPA9,MAPK14,VLDLR,PLG,SAR1B,SEC23A,SEC24B,SNX6,BACE1,APOE,AP4E1,APP,AP4M1,PREB,GGA1,NCSTN,TMED10,TMED9,SEC24D,SEC13,COPE,AP1G1,OSBP,GORASP1,SIGMAR1,ADAM10,HSPA5,RTN4,COPG1,PLCG2,PSEN1,SEC24A,ABCA7,COPB2,MAPKAPK2,SEC24C,SEC16A,SORT1,AP4S1,IDE,AP4B1,SYK,AP3B2,VDAC1,SREBF2,VPS26A,ECE1,APBA2,SEC31A,LRP1,ARF6,SAR1A,COPB1,ADAM17,RTN3,COPG2,RAB1B,MFN2,ITPR1,AP2B1,BIN1,VPS35,RAB1A,GGA3,AP2A1
7,SAR1A,SEC23A,GGA2,SREBF2,SEC24D,COPB1,MFN2,VLDLR,PICALM,SYK,AP4S1,SNX4,RAB1B,SAR1B,ITPR2,ECE1,IDE,PREB,COPB2,TMED2,SNX6,MAPKAPK2,SEC24A,SEC31A,COPG1,AP4B1,OSBP,AP4E1,COPZ1,BACE1,BIN1,GORASP1,HSPA5,COPE,ABCA7,ITPR1,VPS26A,MAP2K3,EIF2S1,TMED10,NCSTN,COPA,SEC23B,SEC13,PLG,PSEN1,TMED9,HSPA9,RTN4,MAPK14,SIGMAR1,VDAC1,AP1G1,MIA3,APBA1,APP,AP4M1,ARF6,SEC16A,ADAM17,SORT1,AP3B2,SEC24B,CLU,APOE,LRP1,PLCG2,COPG2,VPS35,SORL1,AP2B1,SEC24C,VPS29,APBA2,GGA3,RTN3,ADAM10,GGA1,RAB1A,AP2A1
8,SEC24D,VPS29,COPA,SNX6,COPG1,COPB1,GGA2,PICALM,MAP2K3,VLDLR,RAB1B,IDE,COPZ1,ITPR1,SORT1,ADAM17,PSEN1,COPB2,SIGMAR1,SEC24A,MIA3,TMED2,GORASP1,SEC24B,SORL1,BIN1,MAPKAPK2,AP4B1,NCSTN,ITPR2,CLU,PREB,SYK,APBA2,OSBP,GGA1,LRP1,SNX4,PLG,ARF6,APBA1,SREBF2,AP4E1,AP3B2,SEC23B,TMED10,SEC16A,MAPK14,BACE1,HSPA5,AP1G1,AP4M1,AP4S1,APP,SEC13,SAR1A,COPE,SAR1B,ABCA7,ADAM10,HSPA9,APOE,PLCG2,SEC24C,EIF2S1,MFN2,RTN4,TMED9,VPS26A,SEC23A,ECE1,SEC31A,VPS35,VDAC1,RTN3,AP2B1,COPG2,AP2A1,GGA3,RAB1A
9,COPG1,SNX6,ABCA7,AP4S1,TMED2,SNX4,VPS26A,AP4M1,SEC23B,COPA,AP1G1,PICALM,MAPKAPK2,COPE,ECE1,OSBP,SAR1A,ADAM10,SEC13,COPG2,COPB1,PSEN1,TMED9,GGA1,PREB,HSPA5,CLU,COPB2,LRP1,SEC23A,SEC16A,ITPR1,MIA3,MAP2K3,SEC24A,AP4E1,ADAM17,SEC31A,SORT1,BACE1,NCSTN,SIGMAR1,HSPA9,APP,EIF2S1,ITPR2,SAR1B,RTN4,PLG,SEC24D,SYK,SREBF2,RAB1B,BIN1,IDE,SORL1,SEC24C,SEC24B,GGA2,APBA1,AP2B1,VLDLR,PLCG2,GORASP1,TMED10,APBA2,VPS29,AP3B2,MAPK14,APOE,AP4B1,MFN2,VPS35,RTN3,GGA3,RAB1A,COPZ1,AP2A1,VDAC1,ARF6
10,SORT1,OSBP,EIF2S1,AP4S1,PREB,SEC13,GORASP1,HSPA5,APP,SEC23B,PICALM,VDAC1,AP1G1,AP4M1,BIN1,SEC24A,VLDLR,COPE,SEC24C,MAPKAPK2,SAR1B,SNX4,COPB2,GGA2,RTN4,COPZ1,TMED9,RAB1B,BACE1,TMED10,SAR1A,SEC16A,MIA3,ITPR2,AP3B2,ADAM17,APBA1,APOE,APBA2,VPS26A,IDE,NCSTN,PLCG2,ADAM10,AP4B1,ABCA7,SEC23A,COPG1,ARF6,AP2B1,SIGMAR1,PLG,ITPR1,COPA,AP4E1,COPB1,MAP2K3,LRP1,SEC24D,SEC24B,SNX6,PSEN1,CLU,SREBF2,SEC31A,SYK,VPS35,TMED2,VPS29,COPG2,ECE1,RTN3,GGA1,HSPA9,SORL1,AP2A1,GGA3,RAB1A,MFN2,MAPK14
11,HSPA5,COPB1,ADAM10,APP,SEC24A,SEC13,IDE,SAR1A,VPS26A,AP4S1,SEC23A,SIGMAR1,PLG,SREBF2,VLDLR,SEC24D,ABCA7,MAPKAPK2,COPB2,SEC24B,MAPK14,SAR1B,TMED2,CLU,VDAC1,COPA,GORASP1,AP4B1,COPZ1,TMED9,HSPA9,GGA2,SEC16A,SEC31A,AP1G1,AP4E1,ITPR2,SYK,COPE,TMED10,SNX6,AP4M1,ADAM17,APOE,AP3B2,PREB,MAP2K3,COPG1,SORL1,APBA2,SEC24C,RAB1B,ARF6,EIF2S1,APBA1,ITPR1,NCSTN,PSEN1,GGA1,MIA3,SEC23B,VPS29,BIN1,SNX4,PLCG2,MFN2,RTN4,BACE1,SORT1,LRP1,OSBP,GGA3,PICALM,AP2A1,ECE1,RTN3,COPG2,AP2B1,RAB1A,VPS35
12,SEC24D,RTN3,VPS26A,SEC24C,COPZ1,PREB,HSPA9,HSPA5,EIF2S1,GGA2,VPS35,SEC16A,TMED10,AP4M1,TMED2,PLG,SREBF2,ADAM10,SEC13,MAP2K3,COPB2,LRP1,OSBP,ADAM17,SORL1,TMED9,AP1G1,SNX4,SAR1B,RTN4,SEC23B,AP4E1,COPB1,COPA,COPG2,CLU,NCSTN,SEC24B,SORT1,VLDLR,SIGMAR1,SYK,AP4B1,SAR1A,GORASP1,AP4S1,APOE,SEC31A,SEC23A,COPE,MAPKAPK2,SEC24A,BACE1,APP,GGA1,ITPR2,IDE,MAPK14,APBA2,SNX6,ITPR1,RAB1B,ARF6,COPG1,AP2A1,BIN1,MFN2,VDAC1,ABCA7,GGA3,PICALM,APBA1,ECE1,VPS29,PSEN1,AP3B2,MIA3,PLCG2,AP2B1,RAB1A
13,VPS29,COPA,SEC24B,SORL1,MAP2K3,VLDLR,SREBF2,COPE,BACE1,COPB1,PICALM,COPG1,AP4S1,OSBP,SYK,SORT1,APBA2,SEC24D,ABCA7,AP4B1,MIA3,MFN2,SEC24A,MAPKAPK2,CLU,GORASP1,SAR1B,SIGMAR1,ITPR1,SEC23B,SNX6,SEC16A,IDE,EIF2S1,PLG,SEC13,AP4E1,COPB2,LRP1,HSPA5,GGA2,BIN1,COPZ1,TMED10,COPG2,ARF6,APP,SAR1A,TMED9,RTN4,MAPK14,AP1G1,ADAM17,APBA1,APOE,TMED2,PLCG2,AP4M1,VDAC1,PREB,ECE1,SEC24C,RAB1B,VPS26A,PSEN1,SNX4,ADAM10,SEC31A,HSPA9,AP2A1,ITPR2,NCSTN,AP3B2,AP2B1,SEC23A,VPS35,RTN3,GGA3,GGA1,RAB1A
14,GGA2,LRP1,AP4S1,APOE,VPS26A,APP,SEC24D,SNX6,IDE,SEC13,PLG,COPB1,SEC24B,SEC31A,APBA1,ITPR2,SEC24A,TMED9,SREBF2,PLCG2,ABCA7,PICALM,HSPA5,COPA,SEC23A,TMED2,COPE,BACE1,SORT1,PSEN1,AP1G1,RTN4,MAPKAPK2,AP2A1,GGA1,MAPK14,SEC24C,COPZ1,COPB2,NCSTN,TMED10,AP4M1,BIN1,EIF2S1,SEC16A,AP4B1,ADAM10,SORL1,MAP2K3,VLDLR,SAR1A,SAR1B,OSBP,CLU,VDAC1,ARF6,AP4E1,COPG1,SIGMAR1,GGA3,MFN2,AP3B2,GORASP1,SEC23B,SYK,RAB1B,APBA2,AP2B1,ECE1,HSPA9,VPS35,MIA3,RTN3,SNX4,COPG2,ADAM17,VPS29,PREB,RAB1A,ITPR1
15,ARF6,COPA,LRP1,COPE,SEC23A,ECE1,CLU,ITPR2,BIN1,IDE,SEC16A,AP1G1,MAPK14,PREB,SORL1,EIF2S1,RTN4,SAR1B,AP4E1,AP4M1,APP,NCSTN,VPS29,SEC24B,PLG,COPG1,SYK,MFN2,HSPA5,SEC13,GORASP1,AP4B1,SNX6,ABCA7,SIGMAR1,SNX4,COPZ1,PSEN1,ADAM10,VPS26A,COPB2,GGA2,SAR1A,SEC24D,SEC24A,APBA1,SEC31A,AP4S1,ADAM17,TMED2,ITPR1,HSPA9,SEC23B,TMED10,MAP2K3,TMED9,OSBP,AP2A1,COPG2,PLCG2,COPB1,SREBF2,PICALM,SORT1,SEC24C,BACE1,AP3B2,VLDLR,GGA1,VPS35,MIA3,RAB1B,AP2B1,APBA2,RTN3,APOE,MAPKAPK2,RAB1A,GGA3,VDAC1
16,COPB2,OSBP,AP4M1,SEC31A,APP,PSEN1,SEC24D,VPS35,MAPKAPK2,SAR1B,COPZ1,HSPA5,COPE,VPS26A,SYK,ABCA7,PICALM,MIA3,EIF2S1,NCSTN,AP1G1,AP4E1,COPG1,SEC13,APBA2,GGA2,PLCG2,SEC16A,BACE1,PLG,SEC23A,MAP2K3,TMED9,COPG2,TMED2,SORL1,SEC24A,SIGMAR1,RTN4,ADAM10,HSPA9,ITPR1,COPA,IDE,SNX4,SAR1A,VPS29,GGA3,SEC24B,SNX6,APOE,MAPK14,GGA1,LRP1,SREBF2,ITPR2,GORASP1,TMED10,AP4B1,ARF6,VDAC1,AP4S1,SORT1,RTN3,CLU,AP3B2,COPB1,APBA1,ECE1,SEC24C,VLDLR,SEC23B,AP2A1,AP2B1,PREB,RAB1B,MFN2,ADAM17,BIN1,RAB1A
