ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,HSPA5,MIA3,GGA2,AP3B2,SEC13,RAB1A,COPB1,BIN1,ADAM10,VPS29,GORASP1,SREBF2,GGA1,SEC24C,COPG1,EIF2S1,RAB1B,SAR1A,CLU,RTN3,SEC24A,AP4B1,COPB2,AP2A1,AP4M1,SAR1B,SEC23A,SNX6,TMED10,APBA1,SORL1,LRP1,OSBP,SORT1,COPA,APP,SEC31A,MFN2,PLG,VDAC1,HSPA9,IDE,PLCG2,SYK,TMED2,AP1G1,COPG2,SEC23B,COPE,AP2B1,ADAM17,APOE,ABCA7,MAP2K3,BACE1,ITPR1,SEC16A,ARF6,VLDLR,VPS26A,SEC24D,TMED9,MAPKAPK2,AP4S1,MAPK14,APBA2,GGA3,SNX4,ECE1,NCSTN,VPS35,RTN4,PREB,PICALM,SIGMAR1,COPZ1,AP4E1,ITPR2,PSEN1,SEC24B
1,VPS29,AP2A1,RTN3,RTN4,CLU,MFN2,VPS26A,SORL1,AP1G1,APOE,LRP1,OSBP,SNX6,AP3B2,SAR1A,RAB1B,TMED9,HSPA5,APBA1,IDE,VPS35,RAB1A,SAR1B,SNX4,SEC13,COPB1,MAPK14,ADAM10,COPA,BIN1,HSPA9,VDAC1,BACE1,APBA2,AP4B1,GORASP1,COPB2,ITPR1,TMED10,COPE,MIA3,GGA2,SREBF2,ECE1,AP4M1,SEC24B,COPG2,PICALM,SEC24A,PSEN1,AP4S1,GGA1,SEC16A,COPG1,SEC31A,MAP2K3,APP,AP2B1,SEC23B,SEC24C,PLCG2,SORT1,PREB,PLG,EIF2S1,VLDLR,ITPR2,ABCA7,SYK,TMED2,NCSTN,SEC24D,MAPKAPK2,SEC23A,COPZ1,AP4E1,ARF6,ADAM17,GGA3,SIGMAR1
2,SNX4,VPS35,RAB1A,OSBP,RAB1B,RTN3,SEC24B,GGA1,GORASP1,PICALM,COPE,AP1G1,SAR1A,SEC23A,SEC13,AP2B1,ADAM10,COPA,APOE,SEC31A,SEC16A,MAP2K3,NCSTN,ADAM17,ABCA7,IDE,BACE1,COPG2,COPB1,AP4S1,VDAC1,LRP1,AP2A1,RTN4,COPZ1,SYK,VPS29,HSPA9,SIGMAR1,PLCG2,MAPK14,TMED10,CLU,PREB,MIA3,HSPA5,COPG1,APBA2,VPS26A,SAR1B,AP3B2,EIF2S1,MAPKAPK2,SORL1,SREBF2,ITPR2,ARF6,TMED2,APBA1,SEC24C,GGA2,PLG,TMED9,AP4M1,SORT1,BIN1,ECE1,VLDLR,ITPR1,MFN2,COPB2,SNX6,GGA3,SEC24A,AP4B1,PSEN1,AP4E1,SEC24D,SEC23B,APP
3,COPZ1,HSPA5,COPB2,PLCG2,APBA1,GGA2,AP2A1,OSBP,SORT1,BACE1,RAB1A,MFN2,VPS26A,SEC16A,AP4S1,ITPR2,TMED10,COPG2,BIN1,SEC31A,VPS29,ADAM10,HSPA9,GORASP1,ADAM17,SNX4,RTN3,ABCA7,SEC23B,COPG1,AP2B1,VDAC1,GGA1,TMED9,APP,SYK,COPB1,MIA3,COPA,APBA2,AP1G1,AP4B1,SEC13,AP4M1,IDE,SAR1B,SAR1A,MAPKAPK2,SEC24C,NCSTN,SORL1,SEC24B,TMED2,PLG,AP3B2,VLDLR,SNX6,LRP1,SEC23A,MAPK14,RTN4,MAP2K3,RAB1B,GGA3,AP4E1,APOE,ARF6,SEC24D,EIF2S1,ITPR1,COPE,PICALM,CLU,SEC24A,ECE1,SIGMAR1,VPS35,PREB,SREBF2,PSEN1
4,COPA,RTN3,AP2B1,COPG2,VPS29,RTN4,VPS35,BACE1,SORL1,ADAM17,BIN1,LRP1,AP3B2,SYK,TMED10,SEC31A,AP2A1,HSPA5,MFN2,PLCG2,AP1G1,VPS26A,SEC13,OSBP,SAR1A,SEC23B,RAB1A,EIF2S1,APBA1,GGA1,COPB2,COPG1,SNX6,SORT1,COPB1,SEC23A,SEC24C,ECE1,SEC24B,APBA2,MAPK14,SEC16A,GGA2,TMED9,AP4B1,GORASP1,RAB1B,ABCA7,NCSTN,COPZ1,COPE,SREBF2,AP4M1,SAR1B,MIA3,ADAM10,VDAC1,PICALM,APOE,AP4S1,TMED2,MAPKAPK2,ITPR1,SEC24A,APP,CLU,SIGMAR1,SEC24D,ARF6,VLDLR,PREB,SNX4,IDE,MAP2K3,PSEN1,AP4E1,HSPA9,GGA3,PLG,ITPR2
5,VPS29,RAB1A,AP1G1,RTN4,RTN3,ABCA7,GGA2,SAR1A,SEC23A,TMED2,OSBP,GGA1,SAR1B,PLCG2,SYK,VPS35,APOE,BIN1,CLU,HSPA5,SORT1,COPA,COPB2,SEC13,COPE,PLG,APBA1,SNX4,VDAC1,COPG2,MFN2,SNX6,NCSTN,AP2B1,ITPR1,MAP2K3,SEC24A,IDE,COPG1,MAPK14,BACE1,APBA2,SEC24C,ECE1,HSPA9,RAB1B,ITPR2,VPS26A,LRP1,AP2A1,AP4B1,GORASP1,ADAM10,ARF6,ADAM17,SEC24D,AP3B2,MIA3,COPB1,SEC24B,PICALM,GGA3,TMED9,SEC16A,COPZ1,VLDLR,APP,SEC31A,SREBF2,AP4S1,PSEN1,TMED10,EIF2S1,PREB,SIGMAR1,SORL1,SEC23B,MAPKAPK2,AP4M1,AP4E1
6,SNX4,APBA1,AP3B2,SEC13,MFN2,SORL1,COPB1,BIN1,SORT1,AP4M1,SAR1B,AP1G1,COPZ1,ADAM17,OSBP,TMED10,LRP1,TMED2,AP2A1,GGA2,HSPA9,SEC31A,CLU,HSPA5,COPG2,GGA1,AP2B1,SEC23B,APOE,MAPKAPK2,SEC24D,RAB1A,SEC24A,VPS29,ADAM10,COPB2,AP4B1,GORASP1,SEC23A,ARF6,PLCG2,SNX6,RTN3,COPA,SYK,VDAC1,TMED9,PLG,SEC16A,ECE1,ITPR1,RTN4,ABCA7,SREBF2,MIA3,MAP2K3,APBA2,VLDLR,BACE1,AP4S1,ITPR2,VPS26A,PICALM,IDE,SIGMAR1,MAPK14,SAR1A,GGA3,PREB,EIF2S1,SEC24C,SEC24B,NCSTN,VPS35,COPG1,COPE,APP,RAB1B,AP4E1,PSEN1
7,ADAM10,AP2A1,VPS35,VPS26A,COPZ1,APBA1,BIN1,SORT1,GORASP1,TMED9,RTN3,AP3B2,TMED10,SNX4,RAB1A,APOE,VPS29,SEC13,SEC24B,SEC24A,HSPA5,PREB,COPG2,COPB2,ECE1,COPB1,SEC23B,SREBF2,EIF2S1,APBA2,VDAC1,SEC16A,MIA3,SEC23A,CLU,MAPK14,AP4M1,SAR1B,RAB1B,COPG1,HSPA9,AP4B1,SYK,PLCG2,COPA,GGA1,IDE,SORL1,BACE1,SEC24D,LRP1,OSBP,ABCA7,TMED2,AP1G1,SEC31A,MAPKAPK2,AP2B1,MAP2K3,MFN2,SAR1A,SNX6,ITPR2,COPE,SEC24C,AP4S1,NCSTN,ARF6,AP4E1,GGA2,RTN4,PICALM,ITPR1,PSEN1,GGA3,PLG,APP,VLDLR,SIGMAR1,ADAM17
8,LRP1,COPE,SNX6,MIA3,ADAM10,RTN3,TMED9,TMED10,APBA1,VPS26A,RAB1A,AP2A1,AP1G1,SEC31A,SEC23B,MAPK14,SYK,SAR1A,ECE1,VPS29,PLCG2,OSBP,CLU,SORL1,RAB1B,AP4M1,SAR1B,TMED2,SEC13,APOE,SEC24B,VDAC1,GGA2,APBA2,VPS35,SEC16A,AP4S1,COPA,COPB2,SEC23A,ITPR1,COPB1,SEC24C,ABCA7,SREBF2,IDE,BIN1,MAP2K3,COPG2,ITPR2,SNX4,COPG1,HSPA5,RTN4,EIF2S1,PREB,COPZ1,SEC24D,GGA1,SIGMAR1,PICALM,BACE1,AP2B1,SEC24A,MFN2,APP,PSEN1,AP3B2,PLG,ARF6,MAPKAPK2,NCSTN,SORT1,GGA3,ADAM17,VLDLR,AP4E1,HSPA9,AP4B1,GORASP1
9,RAB1B,HSPA5,BIN1,MFN2,SORT1,TMED2,TMED10,COPG1,RAB1A,EIF2S1,AP2B1,GGA2,ARF6,AP3B2,COPB2,SYK,PLCG2,AP2A1,RTN3,COPA,HSPA9,PICALM,SEC23A,VPS26A,COPG2,MIA3,SNX4,COPB1,GGA3,ADAM17,TMED9,LRP1,CLU,SEC23B,MAPK14,SORL1,VDAC1,VPS29,OSBP,NCSTN,VPS35,SEC24D,ECE1,IDE,AP1G1,ABCA7,SEC24C,COPE,GGA1,SIGMAR1,SEC16A,AP4M1,BACE1,AP4B1,APP,GORASP1,MAPKAPK2,APBA1,SEC31A,COPZ1,VLDLR,PLG,MAP2K3,SAR1B,SAR1A,SEC13,RTN4,APBA2,SEC24B,PREB,SEC24A,SREBF2,APOE,AP4S1,ADAM10,SNX6,ITPR1,PSEN1,AP4E1,ITPR2
