ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,MIA3,HSPA9,SEC31A,COPA,ECE1,MFN2,VPS35,AP3B2,VDAC1,SEC13,RTN3,RTN4,PLCG2,GGA3,COPB2,SNX6,MAPKAPK2,COPG1,VPS26A,BIN1,TMED9,SEC24A,CLU,APOE,SYK,SEC24C,SEC16A,ITPR1,AP4M1,TMED2,APBA1,SEC24B,RAB1A,RAB1B,AP4B1,GGA1,PREB,AP2A1,AP4E1,APP,ADAM10,SEC24D,SAR1B,BACE1,AP2B1,SREBF2,SNX4,HSPA5,COPZ1,PSEN1,APBA2,LRP1,NCSTN,IDE,TMED10,ITPR2,AP1G1,PICALM,COPG2,SORL1,SEC23B,SEC23A,ARF6,COPB1,SAR1A,AP4S1,PLG,GGA2,ADAM17,SORT1,MAPK14,VPS29,MAP2K3,GORASP1,SIGMAR1,VLDLR,COPE,OSBP,EIF2S1,ABCA7
1,HSPA5,BACE1,EIF2S1,COPG1,SEC13,COPA,SEC16A,MAPKAPK2,APBA1,RAB1A,VPS26A,BIN1,TMED9,SNX4,PREB,SAR1B,TMED2,RTN4,SEC31A,AP3B2,PSEN1,AP4M1,SORT1,MIA3,COPB2,APOE,COPB1,MAPK14,SEC24A,NCSTN,VPS29,APP,CLU,SEC23A,AP1G1,ECE1,AP4E1,VPS35,AP4S1,GORASP1,COPE,SIGMAR1,IDE,AP4B1,SREBF2,MFN2,SYK,SEC24D,COPZ1,PICALM,SEC24C,ITPR2,RAB1B,ADAM10,GGA3,ITPR1,RTN3,TMED10,GGA1,VLDLR,SAR1A,APBA2,SORL1,VDAC1,ADAM17,LRP1,ARF6,PLCG2,AP2B1,SNX6,OSBP,COPG2,GGA2,HSPA9,SEC24B,AP2A1,ABCA7,SEC23B,MAP2K3,PLG
2,AP2B1,VPS29,SEC24C,ECE1,SEC23A,RTN3,MAPK14,RTN4,MFN2,COPA,APOE,ADAM17,AP3B2,COPB2,LRP1,SEC16A,SAR1B,APP,SEC24A,BACE1,COPE,ITPR1,PREB,SEC13,SAR1A,TMED2,BIN1,RAB1B,AP4M1,SREBF2,SNX4,ARF6,VPS26A,AP1G1,APBA2,PLCG2,TMED9,SYK,SEC24B,GGA3,OSBP,COPG1,SNX6,SORT1,AP4S1,SEC24D,HSPA5,TMED10,SEC31A,GGA1,AP4E1,AP2A1,AP4B1,SEC23B,EIF2S1,MAPKAPK2,COPZ1,VPS35,GORASP1,PLG,APBA1,NCSTN,PICALM,COPB1,ADAM10,VDAC1,RAB1A,ITPR2,MIA3,HSPA9,PSEN1,COPG2,CLU,VLDLR,SORL1,GGA2,SIGMAR1,MAP2K3,IDE,ABCA7
3,SORT1,ADAM17,CLU,SEC24B,ADAM10,SNX4,AP2A1,VPS29,PICALM,APBA2,APP,SEC16A,LRP1,RAB1B,SEC13,TMED9,COPA,AP4S1,VPS26A,BIN1,TMED2,RTN3,PREB,GGA3,ECE1,COPB2,MAPK14,VPS35,BACE1,COPB1,NCSTN,SNX6,COPZ1,PSEN1,PLCG2,RAB1A,SEC24A,COPG1,SAR1B,MIA3,IDE,ARF6,GGA2,SORL1,MFN2,SYK,COPE,ITPR2,VDAC1,AP4E1,OSBP,SAR1A,SEC31A,HSPA5,SEC24C,SEC23A,PLG,APBA1,MAPKAPK2,ITPR1,AP2B1,APOE,GGA1,SREBF2,SEC24D,EIF2S1,HSPA9,TMED10,SEC23B,AP1G1,AP4M1,GORASP1,RTN4,COPG2,AP3B2,AP4B1,SIGMAR1,MAP2K3,ABCA7,VLDLR
4,RAB1A,ITPR2,RTN3,ITPR1,SORL1,SEC31A,COPZ1,AP3B2,VPS35,RAB1B,SEC23A,AP2A1,COPE,ECE1,COPB2,VDAC1,LRP1,AP2B1,MAPKAPK2,MAPK14,APOE,APP,RTN4,GGA3,BIN1,MFN2,APBA1,PREB,GGA1,COPG1,SYK,AP4E1,NCSTN,SEC13,COPA,AP1G1,PLCG2,SNX4,COPB1,TMED9,TMED2,CLU,VPS26A,VPS29,GGA2,PSEN1,SNX6,SREBF2,SEC23B,AP4B1,ARF6,SEC16A,ADAM10,APBA2,EIF2S1,HSPA5,SEC24C,SEC24B,SAR1A,SEC24A,PICALM,SEC24D,GORASP1,COPG2,OSBP,AP4S1,TMED10,HSPA9,VLDLR,BACE1,SAR1B,MIA3,MAP2K3,IDE,PLG,ADAM17,AP4M1,SORT1,ABCA7,SIGMAR1
5,MAPK14,GGA2,TMED2,VPS26A,AP2B1,TMED9,GGA1,COPB1,APP,CLU,VDAC1,BIN1,AP1G1,COPB2,EIF2S1,BACE1,APOE,SNX6,SNX4,COPG1,SAR1A,SAR1B,AP4E1,AP3B2,AP4B1,HSPA5,SYK,PLCG2,ADAM10,RAB1A,OSBP,TMED10,SORL1,MIA3,COPE,COPZ1,APBA1,SEC23A,COPG2,RAB1B,AP4S1,NCSTN,ITPR2,MFN2,ITPR1,ARF6,AP2A1,ECE1,PICALM,RTN3,AP4M1,PREB,APBA2,SEC13,IDE,ADAM17,MAPKAPK2,PLG,SORT1,SEC24A,GGA3,RTN4,HSPA9,SEC16A,SREBF2,COPA,SEC24D,MAP2K3,LRP1,SEC24C,PSEN1,VPS35,VLDLR,GORASP1,SEC24B,ABCA7,SEC31A,SEC23B,VPS29,SIGMAR1
6,RAB1B,SEC24A,TMED9,COPZ1,AP2B1,HSPA5,SORT1,SAR1B,VPS35,SEC24B,NCSTN,RTN3,ADAM10,PSEN1,VDAC1,AP4S1,IDE,BACE1,COPB1,TMED10,PREB,TMED2,RAB1A,MAPKAPK2,AP3B2,GGA2,MIA3,VPS26A,PLG,COPA,AP4B1,BIN1,AP4M1,VPS29,SNX6,APP,COPG1,AP1G1,GGA3,ARF6,APBA2,COPE,SEC16A,APOE,MFN2,MAPK14,COPG2,HSPA9,SEC13,APBA1,SEC23A,CLU,SAR1A,VLDLR,AP2A1,PICALM,GGA1,SEC24C,RTN4,SNX4,EIF2S1,SIGMAR1,ADAM17,ITPR2,SEC31A,ECE1,LRP1,OSBP,SORL1,SYK,SEC23B,PLCG2,SREBF2,SEC24D,AP4E1,COPB2,GORASP1,ITPR1,ABCA7,MAP2K3
7,AP2B1,GGA3,RAB1A,SEC31A,SORL1,RTN4,PREB,RTN3,HSPA9,AP4B1,COPB1,SAR1B,NCSTN,SEC16A,SEC23A,APOE,PSEN1,BACE1,COPG1,VPS35,AP4E1,APP,RAB1B,CLU,COPE,APBA2,VPS26A,TMED2,SEC24D,SEC24A,SEC24B,SEC24C,ARF6,MFN2,PLCG2,AP4S1,SNX6,SYK,VDAC1,COPB2,MAPK14,AP3B2,SREBF2,GGA1,AP2A1,GGA2,AP1G1,SEC13,OSBP,TMED10,COPZ1,AP4M1,COPA,IDE,BIN1,ECE1,PICALM,MIA3,ITPR1,ADAM17,SAR1A,HSPA5,COPG2,SEC23B,ADAM10,SORT1,MAPKAPK2,VLDLR,TMED9,SNX4,VPS29,LRP1,SIGMAR1,EIF2S1,PLG,ITPR2,MAP2K3,APBA1,GORASP1,ABCA7
8,RTN3,RTN4,PICALM,COPA,APBA1,SEC16A,VPS29,MAPKAPK2,COPB2,COPZ1,PSEN1,NCSTN,COPE,GGA1,MAPK14,SEC13,APOE,CLU,TMED2,ADAM10,RAB1A,VPS26A,TMED10,TMED9,SEC23A,GGA2,AP3B2,PREB,AP2B1,AP1G1,AP2A1,BIN1,ITPR1,SORT1,ECE1,PLCG2,HSPA9,SNX4,IDE,VDAC1,EIF2S1,VPS35,BACE1,MFN2,OSBP,RAB1B,SEC24B,ITPR2,COPB1,AP4S1,SAR1A,AP4B1,ADAM17,AP4E1,ARF6,SAR1B,SEC24C,SREBF2,SYK,HSPA5,SEC24D,COPG1,COPG2,VLDLR,AP4M1,LRP1,PLG,SEC31A,SEC23B,APP,SEC24A,SNX6,MIA3,APBA2,SIGMAR1,SORL1,GORASP1,GGA3,ABCA7,MAP2K3
9,TMED9,RTN4,MFN2,SEC24D,SEC16A,APBA1,GGA1,LRP1,SNX4,MAPK14,ITPR1,SEC24A,VPS35,RAB1B,PICALM,TMED10,ITPR2,MIA3,SEC24B,SORT1,RAB1A,AP2A1,VDAC1,SNX6,COPE,AP3B2,SAR1A,EIF2S1,SAR1B,NCSTN,AP1G1,CLU,ADAM17,APP,PLCG2,AP4E1,IDE,HSPA5,AP4B1,ECE1,VPS29,SEC13,HSPA9,TMED2,SEC31A,GGA2,ADAM10,BACE1,COPB1,COPG1,OSBP,AP4M1,SREBF2,APOE,SYK,MAPKAPK2,VLDLR,AP4S1,COPZ1,AP2B1,COPA,SORL1,SEC24C,PSEN1,BIN1,SEC23B,PLG,COPG2,RTN3,ARF6,APBA2,PREB,SIGMAR1,COPB2,GORASP1,GGA3,VPS26A,ABCA7,MAP2K3,SEC23A
