ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,LRP1,VPS35,AP3B2,TMED10,SEC23B,MIA3,PICALM,TMED2,RAB1B,GGA1,VPS29,MAPKAPK2,AP4S1,SNX6,ITPR2,BACE1,SORT1,SEC16A,SEC24C,SEC24A,GGA2,NCSTN,MFN2,PREB,COPB2,HSPA9,SYK,COPB1,AP4M1,PSEN1,RTN4,SEC24D,APP,ARF6,SNX4,SAR1B,ADAM10,SORL1,APBA1,APOE,PLCG2,SEC24B,VPS26A,COPG1,ECE1,APBA2,IDE,BIN1,AP2A1,ITPR1,HSPA5,SEC13,RTN3,RAB1A,AP2B1,OSBP,SEC23A,VLDLR,COPZ1,COPG2,GORASP1,COPE,SREBF2,AP1G1,MAPK14,CLU,AP4B1,AP4E1,SAR1A,EIF2S1,VDAC1,SEC31A,ABCA7,COPA,PLG,GGA3,MAP2K3,TMED9,SIGMAR1,ADAM17
1,GGA2,SNX6,COPB2,AP2B1,PREB,COPB1,CLU,RTN4,ITPR1,HSPA9,RTN3,PLCG2,SEC24C,MAPK14,SYK,BIN1,SEC24D,LRP1,PSEN1,NCSTN,RAB1B,MFN2,COPG1,APP,SEC24B,SEC23A,AP4B1,SORL1,SORT1,AP4E1,VPS35,ARF6,AP1G1,COPA,SEC13,AP2A1,AP3B2,MAPKAPK2,ITPR2,SEC23B,HSPA5,OSBP,MIA3,APBA1,SNX4,GGA1,VPS29,APOE,SEC31A,SEC24A,VDAC1,COPZ1,TMED9,TMED10,SEC16A,ECE1,VPS26A,COPE,ADAM10,TMED2,COPG2,GGA3,BACE1,AP4M1,RAB1A,IDE,SAR1B,SREBF2,MAP2K3,ADAM17,PICALM,EIF2S1,SAR1A,VLDLR,APBA2,SIGMAR1,AP4S1,GORASP1,PLG,ABCA7
2,GGA1,AP3B2,COPB1,COPG2,GGA2,VDAC1,PICALM,ITPR2,SAR1B,MFN2,ADAM10,ARF6,AP1G1,VPS35,APP,LRP1,RTN3,RAB1B,RAB1A,TMED2,COPG1,HSPA9,COPB2,GGA3,SEC24B,ITPR1,SEC24A,CLU,SAR1A,SEC24C,TMED10,COPA,MIA3,SNX6,SEC24D,BIN1,IDE,COPZ1,SEC23B,SORT1,SEC23A,APBA1,AP4S1,VPS29,SEC13,AP2B1,ECE1,AP4M1,PSEN1,NCSTN,SEC16A,AP4B1,TMED9,EIF2S1,PREB,PLCG2,AP4E1,RTN4,BACE1,SYK,SEC31A,COPE,APBA2,MAPKAPK2,MAPK14,MAP2K3,SREBF2,GORASP1,VPS26A,VLDLR,AP2A1,HSPA5,SORL1,SIGMAR1,APOE,SNX4,OSBP,PLG,ADAM17,ABCA7
3,CLU,COPA,ECE1,VPS29,VPS35,PLCG2,MAPKAPK2,BIN1,COPZ1,GGA1,HSPA9,TMED9,RAB1B,TMED10,OSBP,COPB1,TMED2,AP1G1,SEC24D,SEC13,SORL1,APBA1,SEC24A,AP2B1,AP4M1,APOE,SYK,RTN4,SORT1,LRP1,ITPR2,PICALM,SAR1B,RAB1A,SNX4,AP2A1,NCSTN,ADAM17,SEC31A,PSEN1,ADAM10,APP,SEC23A,PREB,SAR1A,SEC24C,MFN2,GGA2,BACE1,GGA3,COPB2,AP4B1,APBA2,ITPR1,IDE,AP3B2,HSPA5,SNX6,SEC16A,COPE,AP4E1,RTN3,MAPK14,COPG2,SEC23B,VLDLR,PLG,VDAC1,SEC24B,VPS26A,MAP2K3,MIA3,ARF6,ABCA7,AP4S1,SREBF2,EIF2S1,COPG1,GORASP1,SIGMAR1
4,BACE1,COPG1,SEC13,MAPKAPK2,HSPA9,APBA1,AP3B2,SEC31A,COPE,TMED10,SORL1,MIA3,VPS35,COPG2,SAR1A,COPB1,SNX4,TMED2,NCSTN,VPS26A,GGA2,VPS29,LRP1,COPA,GGA3,RTN3,COPB2,AP4B1,SORT1,VDAC1,AP4E1,SAR1B,TMED9,APOE,CLU,PICALM,AP4S1,SEC16A,IDE,MAPK14,RTN4,AP2A1,ADAM10,APP,GGA1,EIF2S1,AP1G1,MFN2,SEC24A,OSBP,SEC24B,ECE1,SYK,PLCG2,SEC24C,RAB1A,SREBF2,SEC24D,BIN1,APBA2,ADAM17,HSPA5,PSEN1,RAB1B,AP2B1,AP4M1,ITPR2,ARF6,SEC23A,COPZ1,SEC23B,PREB,ITPR1,VLDLR,SIGMAR1,PLG,ABCA7,MAP2K3,SNX6,GORASP1
5,MFN2,AP2A1,APBA1,VPS26A,RTN3,NCSTN,PSEN1,SEC13,SEC24B,SAR1A,OSBP,BACE1,ITPR1,VPS35,TMED10,MAPKAPK2,SORT1,GGA3,AP4M1,AP4S1,SEC16A,SEC24A,SEC23A,COPA,SNX6,IDE,VDAC1,AP2B1,ITPR2,VPS29,SEC31A,SAR1B,ARF6,SEC23B,COPZ1,MIA3,APP,RAB1A,BIN1,GGA1,ECE1,TMED9,ADAM10,MAPK14,SORL1,PICALM,SEC24C,ADAM17,RAB1B,AP3B2,CLU,TMED2,AP1G1,HSPA9,GGA2,LRP1,COPB1,RTN4,COPG2,VLDLR,AP4E1,SNX4,SREBF2,PREB,COPB2,SEC24D,AP4B1,APOE,COPE,MAP2K3,APBA2,SYK,PLCG2,SIGMAR1,HSPA5,EIF2S1,COPG1,PLG,ABCA7,GORASP1
6,CLU,MFN2,SORT1,HSPA9,COPB1,ADAM17,SEC16A,SEC23B,SEC23A,NCSTN,ADAM10,AP4B1,SAR1B,PSEN1,SEC24C,AP4E1,AP1G1,COPB2,SNX6,AP2A1,BIN1,MAPKAPK2,AP2B1,VPS35,MAPK14,SNX4,SORL1,AP4S1,PICALM,AP3B2,APBA1,VPS29,RAB1A,ARF6,ITPR1,SAR1A,RTN3,ITPR2,SEC13,LRP1,SYK,VDAC1,GGA2,OSBP,PREB,GGA1,TMED9,ECE1,HSPA5,COPZ1,GGA3,VPS26A,APOE,COPG1,MIA3,APP,SEC31A,RAB1B,SEC24B,RTN4,TMED10,COPE,TMED2,APBA2,PLG,AP4M1,SEC24A,MAP2K3,IDE,COPA,PLCG2,COPG2,ABCA7,EIF2S1,SREBF2,VLDLR,BACE1,SIGMAR1,SEC24D,GORASP1
7,ITPR1,OSBP,SEC13,SNX4,TMED9,GGA2,VDAC1,RTN3,AP1G1,SORL1,HSPA5,BACE1,SAR1A,APBA1,SEC31A,PSEN1,ECE1,NCSTN,TMED10,GGA1,PREB,SNX6,AP2A1,MAPK14,SEC24C,BIN1,HSPA9,MIA3,COPB2,TMED2,RTN4,RAB1A,AP3B2,SORT1,APP,MFN2,ITPR2,GGA3,SEC23B,SEC23A,VPS29,COPB1,IDE,ADAM10,APOE,COPZ1,GORASP1,EIF2S1,ARF6,MAPKAPK2,PICALM,SYK,SEC16A,ADAM17,COPG1,COPE,VPS26A,AP4S1,SEC24D,SEC24A,LRP1,COPA,VLDLR,VPS35,RAB1B,SAR1B,APBA2,PLCG2,AP4E1,CLU,ABCA7,AP4M1,SREBF2,AP4B1,AP2B1,MAP2K3,PLG,COPG2,SEC24B,SIGMAR1
8,SEC24B,SNX4,AP1G1,VPS29,RAB1B,LRP1,APBA2,PSEN1,NCSTN,SEC24A,SORL1,PLCG2,VPS35,RTN3,RTN4,SEC23A,SYK,GGA3,APP,CLU,APOE,COPB2,ADAM10,BIN1,TMED10,ITPR1,AP3B2,AP2A1,MAPK14,VPS26A,APBA1,MIA3,ITPR2,VDAC1,AP2B1,MFN2,SEC13,RAB1A,TMED9,SEC31A,PICALM,OSBP,COPB1,SEC24D,SNX6,AP4B1,COPA,SEC24C,TMED2,COPG1,IDE,ARF6,AP4E1,EIF2S1,HSPA9,HSPA5,ADAM17,AP4M1,SORT1,GGA1,SEC16A,SAR1A,SAR1B,SEC23B,COPZ1,GGA2,MAPKAPK2,BACE1,COPG2,ABCA7,SREBF2,VLDLR,AP4S1,GORASP1,COPE,PREB,MAP2K3,SIGMAR1,PLG,ECE1
9,MAPK14,AP2B1,SAR1B,VPS26A,HSPA9,MAPKAPK2,ITPR1,SNX6,SEC23B,SORL1,SORT1,GGA1,RAB1B,APP,APBA1,OSBP,SEC24B,HSPA5,SEC16A,RAB1A,MFN2,CLU,TMED2,LRP1,TMED10,SEC24A,VPS29,SEC24C,APOE,GGA2,MIA3,RTN3,ADAM10,SEC31A,AP2A1,BACE1,VPS35,BIN1,PICALM,RTN4,SAR1A,NCSTN,COPZ1,PSEN1,VDAC1,COPB2,GGA3,SEC24D,GORASP1,ARF6,IDE,SNX4,COPB1,SEC13,AP1G1,ITPR2,COPG1,TMED9,AP4B1,AP3B2,COPE,COPG2,SEC23A,AP4E1,SYK,AP4S1,SREBF2,PREB,APBA2,AP4M1,COPA,ECE1,ADAM17,MAP2K3,EIF2S1,ABCA7,PLCG2,PLG,SIGMAR1,VLDLR
