ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,AP2B1,LRP1,AP1G1,ADAM10,COPB1,COPG1,SEC23B,SEC24C,COPG2,COPE,ITPR2,MAP2K3,VPS26A,TMED2,CLU,NCSTN,SORL1,SREBF2,VLDLR,BIN1,AP3B2,SYK,PLCG2,APBA1,RTN4,SEC24D,TMED9,SEC23A,COPZ1,SNX4,SNX6,MFN2,GGA1,IDE,MIA3,BACE1,APBA2,MAPKAPK2,SEC16A,SORT1,SAR1B,AP4M1,HSPA5,RTN3,SAR1A,AP2A1,PREB,TMED10,VPS29,AP4S1,EIF2S1,MAPK14,GGA3,VDAC1,ITPR1,PICALM,GORASP1,VPS35,ECE1,SEC31A,RAB1B,ARF6,RAB1A,AP4B1,SEC24A,HSPA9,ADAM17,APOE,PSEN1,OSBP,COPB2,SIGMAR1,GGA2,PLG,ABCA7,SEC13,SEC24B,COPA,APP,AP4E1
1,HSPA9,HSPA5,TMED10,RAB1B,ARF6,TMED2,VPS35,SEC24C,PREB,SORL1,VPS29,SORT1,VPS26A,COPZ1,COPA,MFN2,SNX6,SEC23B,SEC16A,SREBF2,LRP1,RAB1A,BIN1,MAPK14,MIA3,PLCG2,VLDLR,EIF2S1,MAPKAPK2,SEC31A,RTN3,SAR1A,AP3B2,SEC23A,TMED9,COPG2,APOE,SEC13,AP4B1,APP,COPB1,AP2B1,IDE,CLU,COPE,RTN4,ITPR2,MAP2K3,ECE1,SEC24D,BACE1,GORASP1,ADAM10,SEC24B,SYK,VDAC1,AP1G1,PSEN1,SAR1B,SIGMAR1,COPB2,AP2A1,PLG,APBA1,SNX4,GGA3,GGA1,SEC24A,AP4S1,ABCA7,COPG1,GGA2,OSBP,AP4M1,ITPR1,PICALM,APBA2,ADAM17,NCSTN,AP4E1
2,RAB1B,COPG1,RAB1A,COPB1,APBA1,AP2B1,SEC31A,VLDLR,AP2A1,ADAM10,APP,CLU,HSPA9,SAR1B,TMED9,COPZ1,MIA3,SEC24C,IDE,TMED2,AP4S1,NCSTN,SNX4,AP4B1,AP4M1,BIN1,VPS35,COPB2,AP3B2,VDAC1,ITPR2,SNX6,SAR1A,COPG2,SEC24D,RTN4,HSPA5,SEC23B,VPS26A,ECE1,SREBF2,BACE1,PSEN1,GGA1,APOE,MAP2K3,RTN3,SORL1,COPE,ITPR1,EIF2S1,PLCG2,GGA2,AP1G1,PREB,TMED10,ADAM17,MAPK14,GGA3,SEC16A,PLG,SORT1,VPS29,MFN2,LRP1,SEC24B,SEC24A,SIGMAR1,MAPKAPK2,SEC23A,OSBP,GORASP1,SYK,COPA,APBA2,ABCA7,SEC13,ARF6,PICALM,AP4E1
3,APBA1,AP2A1,GGA3,BIN1,SEC16A,TMED10,MAPKAPK2,GGA2,OSBP,SNX6,PREB,HSPA9,SORT1,GGA1,MFN2,SEC23B,SEC23A,PICALM,SEC24C,AP2B1,TMED9,GORASP1,SEC31A,SIGMAR1,RTN4,AP4M1,HSPA5,NCSTN,CLU,VDAC1,VPS29,TMED2,COPE,VLDLR,COPZ1,EIF2S1,MIA3,APP,APBA2,SEC13,RTN3,COPG2,PLCG2,AP3B2,SNX4,AP4S1,RAB1B,APOE,ADAM17,ITPR2,COPG1,SREBF2,ARF6,AP4B1,SORL1,IDE,SYK,SEC24D,LRP1,AP1G1,ECE1,PLG,VPS35,PSEN1,BACE1,VPS26A,ADAM10,COPB1,ITPR1,SAR1B,SAR1A,RAB1A,COPA,SEC24B,MAP2K3,SEC24A,MAPK14,COPB2,ABCA7,AP4E1
4,LRP1,VDAC1,GGA1,SYK,HSPA5,ITPR2,COPZ1,MAPKAPK2,RAB1A,SORL1,COPB1,ITPR1,SEC13,PLCG2,AP3B2,IDE,VPS29,MAP2K3,MAPK14,GGA3,GORASP1,MIA3,CLU,GGA2,APOE,SNX4,COPA,TMED2,TMED9,EIF2S1,AP4B1,APBA2,SAR1B,SEC23B,NCSTN,VPS26A,SIGMAR1,PICALM,SEC16A,PLG,COPG1,SEC24C,COPB2,TMED10,VLDLR,SAR1A,VPS35,ECE1,ADAM10,BIN1,AP2A1,COPE,AP1G1,ABCA7,AP4S1,RAB1B,HSPA9,SEC31A,PREB,ADAM17,APP,OSBP,SREBF2,SEC24D,SEC23A,RTN4,MFN2,BACE1,ARF6,COPG2,PSEN1,RTN3,SEC24B,AP4M1,SEC24A,AP2B1,SORT1,SNX6,APBA1,AP4E1
5,SNX6,PICALM,SAR1B,TMED9,MFN2,VPS26A,VPS29,MAPKAPK2,VPS35,ECE1,AP2B1,EIF2S1,TMED2,ITPR2,BACE1,IDE,COPG2,COPB1,RTN4,SORL1,VDAC1,COPG1,AP2A1,APBA2,AP1G1,RTN3,MIA3,SIGMAR1,HSPA9,SORT1,SEC24B,AP4B1,RAB1B,SNX4,MAPK14,SYK,GGA1,ABCA7,GGA2,PREB,SEC31A,VLDLR,SEC24C,GORASP1,SREBF2,APOE,RAB1A,PLCG2,SEC23A,NCSTN,SEC23B,ADAM10,CLU,APP,COPB2,SEC16A,APBA1,GGA3,MAP2K3,SAR1A,HSPA5,SEC24D,COPA,SEC13,OSBP,COPZ1,ADAM17,TMED10,AP4S1,AP3B2,ARF6,ITPR1,AP4M1,PSEN1,PLG,LRP1,COPE,BIN1,SEC24A,AP4E1
6,ITPR2,HSPA9,SNX4,SEC13,APBA2,APBA1,VPS29,ECE1,AP4B1,SEC31A,RTN4,IDE,EIF2S1,SAR1B,COPZ1,PICALM,SYK,VPS26A,SEC16A,PLCG2,LRP1,APP,SEC24C,GGA3,CLU,RAB1A,AP3B2,SNX6,AP1G1,ADAM10,SEC23A,AP2B1,TMED9,SAR1A,AP2A1,COPE,SEC24D,ARF6,BACE1,COPG1,GGA1,TMED2,COPB1,SORT1,MIA3,RTN3,PREB,MAPKAPK2,TMED10,BIN1,RAB1B,OSBP,MAP2K3,VPS35,SIGMAR1,COPA,PLG,AP4S1,SORL1,APOE,NCSTN,MAPK14,MFN2,GORASP1,SEC23B,HSPA5,VDAC1,AP4M1,PSEN1,ITPR1,COPB2,COPG2,ADAM17,SREBF2,SEC24B,SEC24A,ABCA7,AP4E1,GGA2,VLDLR
7,COPB1,COPG2,VPS29,VPS35,SEC16A,MAPK14,ITPR2,CLU,SEC31A,LRP1,AP2B1,AP3B2,ECE1,APBA2,MIA3,RTN3,HSPA9,GGA2,RAB1A,HSPA5,RTN4,SIGMAR1,SYK,AP1G1,PLCG2,ABCA7,SEC24D,SNX4,MAP2K3,BACE1,SEC23B,SEC23A,APOE,VDAC1,BIN1,SORT1,SNX6,VLDLR,AP4B1,SEC13,NCSTN,APP,RAB1B,SEC24B,COPB2,TMED9,IDE,COPG1,TMED10,MAPKAPK2,APBA1,TMED2,SAR1B,GGA3,GGA1,VPS26A,GORASP1,AP2A1,ARF6,AP4S1,ADAM10,MFN2,PREB,SAR1A,EIF2S1,AP4M1,PICALM,SREBF2,SORL1,COPZ1,ITPR1,PLG,COPE,SEC24C,PSEN1,OSBP,ADAM17,COPA,SEC24A,AP4E1
8,RTN4,VPS29,AP1G1,COPB1,GGA1,SEC24C,TMED2,SAR1A,PREB,ITPR2,APOE,COPB2,SEC13,IDE,MAPK14,EIF2S1,SEC16A,RTN3,ECE1,GGA3,SNX6,AP2B1,MAPKAPK2,SEC31A,MAP2K3,SYK,VPS26A,SNX4,SORT1,AP3B2,APP,MFN2,CLU,TMED10,SEC24B,BACE1,SIGMAR1,HSPA9,ITPR1,GORASP1,SEC23A,COPE,ABCA7,GGA2,COPG2,PLCG2,APBA2,AP4M1,COPZ1,TMED9,SEC23B,RAB1A,SORL1,BIN1,PLG,NCSTN,APBA1,LRP1,SEC24A,SREBF2,VLDLR,ADAM10,PICALM,VPS35,AP4B1,VDAC1,COPA,ADAM17,SAR1B,MIA3,RAB1B,AP4S1,SEC24D,COPG1,ARF6,PSEN1,OSBP,AP2A1,HSPA5,AP4E1
9,AP2B1,VDAC1,SNX4,VPS26A,VPS29,GGA3,APP,SAR1A,RAB1A,COPZ1,CLU,SAR1B,MAPK14,SORT1,VPS35,ADAM10,TMED10,TMED2,COPA,EIF2S1,SEC23A,AP4S1,HSPA5,PLCG2,IDE,BACE1,ITPR1,COPG2,ECE1,GGA1,AP1G1,SNX6,ITPR2,SEC16A,LRP1,MFN2,MAP2K3,SIGMAR1,MIA3,COPG1,SEC24C,APBA1,COPB2,APBA2,APOE,RTN4,RTN3,SYK,SEC13,RAB1B,PLG,AP4M1,PICALM,AP2A1,SREBF2,NCSTN,SEC24D,AP4B1,ARF6,ADAM17,VLDLR,TMED9,SEC24B,PSEN1,ABCA7,SEC23B,AP3B2,GGA2,MAPKAPK2,PREB,COPB1,SEC31A,GORASP1,BIN1,HSPA9,SEC24A,OSBP,COPE,SORL1,AP4E1
