ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,TMED10,COPB2,CLU,SEC16A,PSEN1,SNX6,SEC23B,APP,SEC23A,SEC24B,AP1G1,GGA2,SNX4,VPS29,TMED9,SIGMAR1,VDAC1,HSPA5,AP3B2,ADAM10,ARF6,RTN3,PICALM,ECE1,TMED2,COPB1,MAPK14,RAB1A,COPZ1,COPA,SYK,SEC31A,LRP1,ABCA7,AP4M1,AP2A1,SAR1B,GGA3,AP2B1,VPS26A,MIA3,VPS35,PLCG2,MAP2K3,AP4E1,ADAM17,APOE,ITPR2,ITPR1,COPG2,SEC13,AP4S1,APBA1,MAPKAPK2,OSBP,RAB1B,SAR1A,SEC24C,COPE,RTN4,NCSTN,VLDLR,BACE1,GORASP1,SORL1,IDE,PREB,SORT1,AP4B1,MFN2,APBA2,SEC24A,BIN1,HSPA9,COPG1,GGA1,PLG,EIF2S1,SREBF2,SEC24D
1,SORT1,ITPR1,ARF6,SNX6,VDAC1,MIA3,GGA3,OSBP,BIN1,COPA,LRP1,SYK,ITPR2,SNX4,AP4S1,AP1G1,SORL1,RAB1B,SAR1B,AP3B2,VPS26A,AP4B1,ADAM17,SEC24A,SEC24B,COPG1,VLDLR,VPS29,PLCG2,COPB1,AP2B1,MAP2K3,APBA2,HSPA5,APBA1,PSEN1,PREB,SEC16A,ABCA7,AP4E1,NCSTN,EIF2S1,MAPK14,VPS35,ECE1,GGA1,TMED2,RAB1A,AP4M1,BACE1,AP2A1,SREBF2,RTN3,SEC24D,TMED9,COPG2,PICALM,GGA2,COPB2,SEC23B,TMED10,IDE,MAPKAPK2,GORASP1,HSPA9,SEC31A,SIGMAR1,COPE,COPZ1,RTN4,APP,ADAM10,APOE,SEC24C,SEC13,SAR1A,SEC23A,MFN2,PLG,CLU
2,AP1G1,AP2A1,COPZ1,MFN2,VLDLR,COPB2,OSBP,ITPR2,RAB1A,AP2B1,IDE,LRP1,SEC24C,HSPA5,RTN4,MIA3,GGA1,MAPK14,PICALM,VPS29,SEC31A,SEC23B,VPS35,CLU,BIN1,AP4S1,ECE1,ADAM10,PLCG2,SYK,SAR1B,COPG1,EIF2S1,RTN3,SORT1,AP4B1,COPG2,SORL1,AP3B2,APBA1,SEC23A,GGA3,ADAM17,SEC16A,ITPR1,COPB1,HSPA9,VDAC1,RAB1B,VPS26A,COPA,APP,SNX4,ABCA7,TMED9,ARF6,AP4M1,SEC24D,SEC24A,TMED2,PSEN1,SNX6,BACE1,MAPKAPK2,MAP2K3,NCSTN,SAR1A,SEC13,GGA2,SEC24B,AP4E1,APBA2,SREBF2,PREB,COPE,APOE,GORASP1,PLG,SIGMAR1,TMED10
3,LRP1,VDAC1,MAPKAPK2,CLU,ITPR2,ECE1,SNX4,RAB1A,SEC31A,COPZ1,TMED2,COPB2,TMED9,MAPK14,SEC13,SORT1,SEC24A,NCSTN,SORL1,COPA,RTN4,COPE,APOE,SNX6,SAR1B,APP,ARF6,GGA3,RTN3,APBA1,SEC24B,AP2A1,AP2B1,MFN2,VLDLR,COPG1,VPS29,ITPR1,MIA3,SEC23B,VPS26A,COPB1,VPS35,PICALM,COPG2,EIF2S1,ABCA7,HSPA9,IDE,PLCG2,SYK,BACE1,MAP2K3,AP4E1,ADAM10,ADAM17,SAR1A,PSEN1,AP1G1,GGA1,AP3B2,OSBP,SEC23A,GGA2,PREB,HSPA5,RAB1B,AP4M1,SIGMAR1,PLG,SEC24D,SEC24C,AP4S1,SREBF2,TMED10,BIN1,AP4B1,GORASP1,APBA2,SEC16A
4,VDAC1,ITPR2,SEC13,SEC24A,SEC31A,MAPK14,COPB2,ITPR1,ECE1,SNX4,VPS35,VPS26A,MFN2,HSPA9,RTN3,NCSTN,SORL1,OSBP,COPE,SYK,AP4E1,MAP2K3,SEC24B,SEC24C,RAB1A,SAR1B,EIF2S1,TMED2,GGA3,ARF6,IDE,SEC23B,TMED9,MAPKAPK2,PSEN1,AP4S1,LRP1,PLCG2,ADAM10,AP1G1,APBA2,AP2A1,APOE,SORT1,COPA,AP2B1,TMED10,ABCA7,ADAM17,SIGMAR1,VLDLR,GGA1,AP4M1,APBA1,RTN4,SNX6,COPB1,GORASP1,APP,PICALM,SEC23A,RAB1B,PREB,VPS29,COPG2,HSPA5,COPG1,GGA2,BACE1,SAR1A,SEC16A,MIA3,PLG,SEC24D,BIN1,SREBF2,AP3B2,CLU,AP4B1,COPZ1
5,ARF6,COPB2,RTN4,ITPR2,ECE1,MFN2,SNX4,VLDLR,AP4B1,RAB1B,BACE1,HSPA9,RTN3,PICALM,SEC24C,MAPK14,ADAM10,VPS29,SEC23A,ABCA7,AP4E1,GGA3,COPB1,VPS26A,APBA1,PREB,MAP2K3,AP2B1,COPA,ITPR1,TMED10,SEC16A,TMED2,SORL1,APOE,AP4S1,COPZ1,AP1G1,APP,COPG2,SNX6,CLU,MIA3,SEC31A,GGA1,RAB1A,AP2A1,EIF2S1,MAPKAPK2,PLCG2,AP3B2,SEC24B,SORT1,SEC23B,HSPA5,TMED9,AP4M1,GORASP1,SYK,OSBP,SEC13,SEC24D,ADAM17,PSEN1,VPS35,SAR1B,APBA2,IDE,SIGMAR1,NCSTN,SAR1A,SEC24A,PLG,BIN1,COPG1,LRP1,VDAC1,GGA2,COPE,SREBF2
6,LRP1,ADAM10,AP3B2,AP2B1,BIN1,MFN2,TMED10,RAB1A,SEC24A,VPS29,ARF6,VDAC1,VPS35,VLDLR,ITPR1,AP2A1,TMED9,COPZ1,AP4S1,ITPR2,SEC24B,SEC23B,TMED2,ECE1,AP4B1,SORL1,SEC16A,COPG1,COPB2,MAPKAPK2,NCSTN,SNX4,APP,VPS26A,COPA,SAR1B,GGA1,SYK,ADAM17,OSBP,APOE,GGA3,HSPA9,AP1G1,PLCG2,SEC13,COPG2,RTN4,EIF2S1,SEC31A,COPB1,ABCA7,AP4M1,SEC24C,BACE1,GGA2,SORT1,SNX6,PICALM,CLU,RTN3,COPE,GORASP1,SEC24D,APBA2,MAPK14,IDE,HSPA5,MAP2K3,AP4E1,SEC23A,RAB1B,PSEN1,APBA1,PREB,MIA3,SIGMAR1,SREBF2,PLG,SAR1A
7,HSPA9,SNX6,TMED9,HSPA5,GGA2,ARF6,SNX4,COPG1,SEC23A,TMED2,VPS26A,SORL1,GGA3,ADAM10,RTN3,EIF2S1,GGA1,AP2A1,MAP2K3,VPS29,ABCA7,NCSTN,AP4E1,COPA,MFN2,AP4S1,LRP1,SORT1,APOE,AP4M1,SAR1B,COPB2,MAPK14,RTN4,SIGMAR1,BIN1,ECE1,COPB1,SEC24C,TMED10,APP,PICALM,AP1G1,VPS35,ITPR1,MAPKAPK2,SAR1A,RAB1A,OSBP,SEC24A,AP4B1,PLCG2,PREB,COPZ1,ADAM17,SEC13,SYK,AP3B2,GORASP1,SEC16A,BACE1,SEC23B,ITPR2,CLU,VDAC1,MIA3,COPE,PSEN1,COPG2,VLDLR,APBA2,SEC24B,RAB1B,SREBF2,SEC24D,SEC31A,PLG,AP2B1,IDE,APBA1
8,SEC24C,AP4S1,PREB,SORT1,LRP1,SNX4,ADAM10,COPB1,BACE1,HSPA9,AP2A1,AP4B1,RAB1B,MFN2,SAR1B,VPS35,COPB2,SEC31A,SEC16A,AP1G1,COPA,SORL1,TMED2,TMED10,TMED9,PSEN1,GGA3,GGA1,HSPA5,VPS26A,APBA1,ITPR2,MAPK14,BIN1,ECE1,MAPKAPK2,COPG2,APP,ABCA7,MAP2K3,AP4E1,SEC24D,APBA2,NCSTN,RTN3,SEC23A,VLDLR,COPG1,VPS29,RTN4,VDAC1,GGA2,ARF6,IDE,RAB1A,COPE,SEC13,OSBP,SNX6,APOE,ITPR1,AP3B2,SAR1A,SEC23B,PLCG2,ADAM17,SREBF2,SIGMAR1,EIF2S1,SEC24A,CLU,AP2B1,AP4M1,PLG,SEC24B,GORASP1,COPZ1,PICALM,SYK,MIA3
9,ADAM10,SEC31A,COPG2,MAPK14,ITPR2,MFN2,COPG1,PICALM,HSPA9,SNX4,AP2B1,VDAC1,SORT1,RTN3,TMED9,HSPA5,COPZ1,RTN4,ITPR1,APBA1,ADAM17,ECE1,OSBP,APOE,APP,AP2A1,COPB1,SORL1,NCSTN,VPS26A,RAB1A,COPE,BACE1,SEC16A,SAR1B,LRP1,AP4E1,GGA1,VLDLR,RAB1B,MAP2K3,AP3B2,COPA,COPB2,CLU,EIF2S1,MIA3,SIGMAR1,PLCG2,SYK,SEC24C,TMED2,ARF6,AP4B1,SEC23B,SEC24B,ABCA7,PREB,VPS35,GGA3,GGA2,AP4M1,AP1G1,TMED10,SEC24D,IDE,SEC23A,SEC24A,SEC13,VPS29,SAR1A,MAPKAPK2,GORASP1,SREBF2,SNX6,PSEN1,BIN1,AP4S1,PLG,APBA2
