ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,SEC23A,RAB1B,RTN3,SEC24B,HSPA5,RAB1A,SORL1,COPB1,COPG1,COPB2,PSEN1,VDAC1,ARF6,BACE1,APBA2,ABCA7,AP1G1,GGA3,SEC24D,SORT1,APBA1,SEC23B,SYK,MIA3,NCSTN,SNX4,LRP1,SEC16A,SEC13,TMED2,PREB,ADAM17,APOE,MAP2K3,COPE,SEC31A,SAR1B,GGA1,GORASP1,SREBF2,SNX6,GGA2,CLU,AP4B1,MAPKAPK2,OSBP,VPS35,PICALM,TMED9,SIGMAR1,AP2B1,RTN4,MFN2,VPS26A,APP,COPG2,SAR1A,TMED10,HSPA9,PLCG2,VLDLR,PLG,SEC24A,AP4M1,IDE,COPZ1,ECE1,EIF2S1,ITPR2,BIN1,COPA,AP4E1,MAPK14,ADAM10,AP4S1,ITPR1,AP3B2,SEC24C,VPS29,AP2A1
1,VLDLR,SEC16A,SEC13,APBA2,AP4S1,NCSTN,AP2B1,MFN2,HSPA9,RTN4,VPS35,AP4E1,SEC23B,GORASP1,PSEN1,MAP2K3,PREB,RTN3,SIGMAR1,GGA3,TMED9,APP,ITPR2,BACE1,MIA3,SEC24D,TMED2,COPB1,COPZ1,PLG,PICALM,SEC31A,PLCG2,APOE,VDAC1,RAB1A,GGA2,CLU,GGA1,COPG1,SYK,COPA,SREBF2,SEC23A,AP1G1,SORT1,SAR1B,BIN1,VPS29,TMED10,ECE1,AP4M1,SAR1A,SNX6,ABCA7,SORL1,AP4B1,SEC24A,ADAM10,HSPA5,ADAM17,APBA1,SNX4,LRP1,MAPKAPK2,IDE,COPG2,SEC24B,COPE,ITPR1,VPS26A,AP3B2,ARF6,RAB1B,OSBP,COPB2,SEC24C,EIF2S1,AP2A1,MAPK14
2,SAR1A,VPS29,RTN3,GGA3,CLU,COPA,ADAM10,ABCA7,APP,SNX6,SEC24B,AP4E1,MAPKAPK2,EIF2S1,AP2B1,ADAM17,GGA2,SIGMAR1,NCSTN,PSEN1,TMED10,VPS35,COPZ1,COPB2,MIA3,TMED2,PLCG2,MAP2K3,RTN4,SEC24D,BIN1,HSPA5,COPB1,OSBP,SEC13,AP4S1,LRP1,AP1G1,PREB,GORASP1,SREBF2,SEC23A,PICALM,VPS26A,COPE,AP4B1,SEC23B,MFN2,SEC16A,TMED9,SYK,VDAC1,APOE,ARF6,AP4M1,IDE,APBA1,SEC31A,VLDLR,SORT1,APBA2,COPG2,BACE1,PLG,ITPR2,RAB1B,COPG1,HSPA9,ITPR1,SEC24A,ECE1,SEC24C,RAB1A,GGA1,MAPK14,SORL1,SAR1B,AP3B2,SNX4,AP2A1
3,GGA2,OSBP,SEC13,ECE1,COPB1,VPS26A,APBA2,PLG,RTN3,TMED10,COPB2,AP1G1,VPS29,SEC31A,COPE,RAB1B,SREBF2,PLCG2,SYK,SEC24D,IDE,COPA,AP4E1,NCSTN,RAB1A,AP4S1,TMED2,ARF6,APOE,SEC24B,TMED9,APP,ITPR2,SEC23A,SEC23B,AP4B1,GGA3,GORASP1,SNX4,CLU,LRP1,MFN2,VPS35,ABCA7,SIGMAR1,AP4M1,PSEN1,ITPR1,APBA1,ADAM17,SORT1,PICALM,SORL1,COPG2,AP2B1,EIF2S1,VLDLR,MAP2K3,RTN4,BACE1,SEC24A,SNX6,SEC16A,COPG1,SAR1B,GGA1,PREB,HSPA9,MAPKAPK2,MIA3,COPZ1,HSPA5,AP3B2,ADAM10,BIN1,MAPK14,VDAC1,SEC24C,AP2A1,SAR1A
4,COPA,NCSTN,AP2B1,SEC24D,SEC13,TMED9,COPG1,VPS26A,ADAM17,CLU,GORASP1,AP4S1,AP4B1,VPS29,SYK,LRP1,SEC23A,COPZ1,EIF2S1,TMED2,MAPKAPK2,SEC16A,PLCG2,GGA3,GGA1,VPS35,VLDLR,PSEN1,SNX4,PLG,MFN2,APP,SEC24C,HSPA5,COPB2,COPG2,BACE1,VDAC1,TMED10,MAP2K3,SREBF2,SIGMAR1,SEC31A,SORT1,RTN4,RAB1B,SORL1,COPB1,ARF6,BIN1,AP4M1,AP4E1,SEC24B,COPE,ABCA7,SAR1A,SAR1B,HSPA9,SEC24A,AP1G1,RTN3,GGA2,APBA1,OSBP,IDE,SNX6,ITPR2,MIA3,PREB,RAB1A,APBA2,ITPR1,SEC23B,PICALM,ADAM10,MAPK14,ECE1,APOE,AP2A1,AP3B2
5,OSBP,SEC24D,SEC31A,PICALM,COPE,PLCG2,COPB2,RTN4,IDE,GGA2,AP4S1,MFN2,BIN1,APBA2,APBA1,RTN3,GORASP1,SYK,VPS35,ADAM10,SAR1B,MIA3,SEC24C,ARF6,COPG2,ITPR1,SREBF2,AP4M1,COPG1,SEC24A,SORL1,TMED9,TMED2,SEC16A,SEC23A,HSPA5,AP1G1,SEC13,VLDLR,GGA3,ITPR2,SNX4,EIF2S1,CLU,RAB1B,APOE,VPS26A,ECE1,NCSTN,COPZ1,RAB1A,LRP1,ABCA7,SNX6,MAPKAPK2,PSEN1,SEC24B,TMED10,BACE1,AP4B1,HSPA9,GGA1,SEC23B,SORT1,AP4E1,ADAM17,VPS29,SAR1A,COPA,COPB1,APP,VDAC1,AP2B1,AP3B2,PREB,MAPK14,MAP2K3,SIGMAR1,AP2A1,PLG
6,AP2B1,LRP1,RTN4,APP,AP4S1,COPB2,ITPR1,SIGMAR1,VPS26A,AP1G1,EIF2S1,VPS29,PLCG2,COPZ1,RAB1B,PLG,ITPR2,TMED10,PREB,MAPKAPK2,RAB1A,SAR1B,VLDLR,COPB1,SYK,TMED9,BACE1,COPE,SEC13,GORASP1,SEC23B,SEC24A,SNX6,PICALM,MIA3,MFN2,AP4M1,SEC24C,SEC24D,SEC16A,TMED2,AP4E1,COPG1,COPA,SEC23A,ARF6,GGA2,PSEN1,BIN1,SREBF2,SORT1,SAR1A,ABCA7,APBA1,CLU,NCSTN,IDE,SEC24B,VDAC1,MAP2K3,VPS35,HSPA5,OSBP,GGA3,SNX4,MAPK14,ECE1,APOE,SEC31A,GGA1,ADAM17,SORL1,AP3B2,AP4B1,APBA2,HSPA9,COPG2,RTN3,ADAM10,AP2A1
7,SEC23B,VPS35,PSEN1,SEC24B,ITPR2,SORT1,EIF2S1,APOE,APP,RTN4,MFN2,COPA,SIGMAR1,SAR1B,AP4E1,AP3B2,PLG,RAB1B,APBA1,NCSTN,OSBP,GGA1,VPS26A,TMED2,AP4M1,RTN3,COPZ1,LRP1,AP4B1,SEC16A,BIN1,MIA3,IDE,APBA2,HSPA9,SEC31A,GGA2,PLCG2,CLU,COPG1,PICALM,PREB,SNX6,ADAM10,SEC24D,GGA3,VPS29,MAP2K3,SEC23A,SEC24C,TMED10,AP1G1,VLDLR,HSPA5,ABCA7,SYK,COPB2,ARF6,SNX4,ECE1,SORL1,TMED9,ADAM17,COPB1,COPG2,SEC13,BACE1,AP4S1,MAPKAPK2,GORASP1,VDAC1,ITPR1,SREBF2,SAR1A,RAB1A,COPE,AP2B1,MAPK14,SEC24A,AP2A1
8,HSPA9,RTN4,HSPA5,APOE,SORT1,TMED2,NCSTN,GGA3,SREBF2,PREB,APBA1,COPZ1,AP3B2,ABCA7,SAR1B,APP,VPS26A,APBA2,SEC16A,MAPK14,SYK,BACE1,ECE1,SEC24D,TMED10,ITPR1,PLCG2,AP4E1,VPS29,AP4B1,AP4S1,ARF6,BIN1,AP2B1,COPG2,SORL1,LRP1,SEC24B,VDAC1,GORASP1,SNX4,RAB1B,COPE,MAP2K3,COPB1,EIF2S1,TMED9,SEC24A,ADAM17,SIGMAR1,PICALM,CLU,MIA3,AP1G1,SEC31A,MFN2,IDE,AP4M1,SNX6,SEC23B,RTN3,COPG1,ITPR2,SAR1A,RAB1A,COPB2,GGA1,VLDLR,ADAM10,GGA2,SEC23A,VPS35,PSEN1,SEC24C,OSBP,SEC13,COPA,PLG,MAPKAPK2,AP2A1
9,SYK,ECE1,TMED2,EIF2S1,SEC24C,MFN2,ADAM10,PICALM,AP4M1,ADAM17,VPS35,PSEN1,GGA3,COPG2,SEC24A,SORL1,VDAC1,SNX4,SEC13,SEC31A,AP2B1,SEC23A,VLDLR,COPE,RTN3,SORT1,COPA,IDE,SNX6,SIGMAR1,LRP1,SEC16A,GORASP1,VPS29,NCSTN,MIA3,APOE,COPG1,COPB2,COPZ1,MAP2K3,MAPKAPK2,HSPA5,AP4E1,ABCA7,PLG,APBA2,COPB1,SEC23B,ARF6,AP4S1,TMED9,ITPR2,BACE1,AP3B2,PLCG2,BIN1,SREBF2,HSPA9,TMED10,SEC24D,PREB,ITPR1,GGA2,RTN4,AP1G1,SAR1B,SEC24B,MAPK14,RAB1B,APP,APBA1,AP4B1,OSBP,SAR1A,VPS26A,CLU,GGA1,AP2A1,RAB1A
