ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,MIA3,SYK,MFN2,OSBP,PLCG2,RTN3,SEC23A,ADAM17,SNX4,VPS26A,VDAC1,COPG1,SEC24A,AP1G1,COPB2,EIF2S1,RTN4,APBA2,SEC23B,COPB1,SORT1,MAPKAPK2,SEC16A,SEC24B,AP4B1,COPG2,ITPR2,TMED2,SNX6,SAR1A,IDE,HSPA9,SEC24C,LRP1,TMED10,SORL1,CLU,NCSTN,COPE,ABCA7,PICALM,MAPK14,APBA1,ADAM10,RAB1B,HSPA5,SEC13,AP2B1,PSEN1,PLG,ARF6,VPS29,AP4M1,AP4S1,VPS35,GGA3,SEC31A,ITPR1,PREB,GGA1,ECE1,COPA,SAR1B,VLDLR,RAB1A,BACE1,AP4E1,APP,SEC24D,TMED9,AP3B2,BIN1,APOE,GGA2,AP2A1,SIGMAR1,MAP2K3,SREBF2,COPZ1,GORASP1
1,ADAM10,RTN4,RTN3,AP1G1,VPS29,TMED9,SEC23A,ARF6,VPS35,COPG1,COPB2,SNX4,MAPKAPK2,COPB1,SORL1,BIN1,TMED10,NCSTN,SEC16A,MAPK14,ITPR2,SORT1,GGA2,PLCG2,AP4B1,ADAM17,LRP1,SEC24A,AP2B1,EIF2S1,TMED2,MIA3,COPG2,AP2A1,APBA1,PICALM,CLU,COPE,RAB1B,MFN2,SEC24D,VDAC1,SEC23B,SAR1B,SEC31A,GGA1,PREB,HSPA5,PSEN1,RAB1A,SEC24C,COPZ1,ITPR1,VPS26A,GORASP1,OSBP,APBA2,SEC13,BACE1,COPA,AP4S1,APP,APOE,SNX6,PLG,HSPA9,SYK,SAR1A,AP4E1,ECE1,MAP2K3,AP4M1,SEC24B,VLDLR,ABCA7,GGA3,SREBF2,IDE,SIGMAR1,AP3B2
2,AP2A1,SEC23A,COPB1,VPS26A,BIN1,HSPA5,ITPR1,EIF2S1,RAB1A,NCSTN,PSEN1,IDE,COPG1,SEC23B,SNX6,ABCA7,CLU,APBA2,COPE,SEC31A,TMED9,HSPA9,GGA3,MFN2,VPS29,PICALM,MAPK14,SORT1,APBA1,ARF6,SAR1A,AP4E1,SNX4,PLCG2,AP3B2,COPZ1,ADAM17,AP4B1,COPA,PLG,SYK,MAP2K3,TMED10,RAB1B,SEC24D,AP1G1,SEC13,MIA3,RTN4,ECE1,COPB2,AP4S1,BACE1,LRP1,SORL1,SEC16A,APP,PREB,RTN3,APOE,ADAM10,AP4M1,SEC24B,VPS35,ITPR2,GGA1,TMED2,COPG2,MAPKAPK2,SEC24A,SAR1B,VDAC1,SEC24C,SREBF2,VLDLR,SIGMAR1,AP2B1,GORASP1,GGA2,OSBP
3,SYK,PLCG2,MIA3,SEC24C,COPB2,COPG2,VDAC1,COPG1,HSPA9,SAR1B,IDE,ABCA7,MAPK14,OSBP,AP4E1,SORL1,TMED10,EIF2S1,SAR1A,ADAM10,GGA3,GGA1,AP3B2,APBA2,ECE1,SEC16A,TMED2,VPS35,APOE,COPZ1,RTN4,AP2B1,VPS29,VLDLR,SEC23A,SEC23B,SORT1,VPS26A,RAB1A,SEC24B,AP1G1,ITPR2,TMED9,HSPA5,LRP1,NCSTN,PLG,COPB1,PREB,GGA2,ITPR1,MAP2K3,COPA,AP4B1,AP2A1,MFN2,BACE1,SREBF2,MAPKAPK2,SEC24A,AP4S1,RAB1B,GORASP1,SIGMAR1,SEC13,PSEN1,SEC24D,AP4M1,SEC31A,RTN3,ARF6,APP,SNX4,COPE,ADAM17,BIN1,PICALM,SNX6,APBA1,CLU
4,RTN3,AP2B1,RAB1A,AP3B2,GGA1,COPB2,LRP1,SAR1B,HSPA9,AP4S1,APBA1,AP1G1,AP4B1,PLCG2,SEC24A,ITPR1,RAB1B,GGA3,SNX4,AP2A1,SEC24C,PSEN1,EIF2S1,APBA2,ADAM17,OSBP,BIN1,TMED9,TMED10,TMED2,MFN2,MAPKAPK2,SORL1,SEC23A,VDAC1,NCSTN,COPZ1,APOE,PICALM,ITPR2,SORT1,COPB1,SEC13,ADAM10,VPS29,SIGMAR1,GGA2,VLDLR,VPS35,HSPA5,SEC24D,PLG,SAR1A,AP4M1,SEC31A,CLU,SEC24B,MAPK14,SEC16A,ABCA7,SEC23B,ARF6,COPG2,AP4E1,SNX6,SYK,VPS26A,COPE,COPG1,APP,MIA3,MAP2K3,SREBF2,GORASP1,BACE1,RTN4,COPA,ECE1,IDE,PREB
5,RTN3,SEC23A,SORT1,ITPR1,AP1G1,ITPR2,COPG1,SEC24A,COPB2,SEC13,ADAM17,VPS35,SAR1B,ADAM10,HSPA9,ARF6,COPB1,MFN2,GGA3,LRP1,SORL1,COPA,VDAC1,SEC23B,TMED2,TMED9,RAB1A,BIN1,SEC24C,COPZ1,TMED10,PLCG2,AP4B1,VPS29,COPE,AP2A1,SAR1A,MAPK14,BACE1,APOE,PICALM,AP4S1,PLG,MAP2K3,HSPA5,IDE,CLU,OSBP,SREBF2,SYK,MIA3,ABCA7,RAB1B,AP4E1,VLDLR,COPG2,EIF2S1,ECE1,MAPKAPK2,APP,PSEN1,SEC16A,NCSTN,RTN4,SNX4,SEC24D,APBA1,AP3B2,SNX6,GGA1,AP2B1,APBA2,GORASP1,SIGMAR1,SEC31A,VPS26A,AP4M1,SEC24B,GGA2,PREB
6,SORT1,APBA1,MAPKAPK2,VPS26A,VDAC1,ITPR2,SORL1,VPS29,MAPK14,RTN4,TMED2,COPB1,BIN1,SEC23A,VPS35,TMED9,APBA2,RAB1A,COPE,GGA3,PSEN1,SEC16A,APP,TMED10,AP1G1,APOE,SEC31A,GGA1,SREBF2,COPZ1,OSBP,SEC24B,COPB2,AP3B2,RAB1B,ARF6,NCSTN,SNX6,SEC24D,EIF2S1,AP4B1,COPA,SAR1A,MIA3,GGA2,AP2A1,SAR1B,ABCA7,HSPA5,ECE1,AP4S1,RTN3,ITPR1,AP4E1,VLDLR,LRP1,PREB,SEC23B,HSPA9,SNX4,IDE,SEC24A,MFN2,CLU,COPG1,PICALM,AP4M1,ADAM17,AP2B1,SYK,MAP2K3,BACE1,SEC13,GORASP1,ADAM10,PLCG2,SIGMAR1,COPG2,SEC24C,PLG
7,APOE,SEC24C,BIN1,GGA3,VPS26A,OSBP,APBA1,AP2B1,HSPA9,APP,RAB1A,MIA3,SORT1,VDAC1,TMED9,COPB1,SORL1,ADAM17,ITPR2,HSPA5,TMED2,ABCA7,COPB2,PICALM,RTN4,AP3B2,MFN2,SNX4,SEC23B,AP4M1,SEC13,NCSTN,SEC23A,RAB1B,ITPR1,COPG2,COPG1,PSEN1,TMED10,SEC31A,VPS29,COPZ1,LRP1,SAR1A,MAPK14,SYK,RTN3,SIGMAR1,AP4S1,ARF6,SEC16A,COPA,AP4E1,SEC24A,SEC24B,MAPKAPK2,SAR1B,SEC24D,PLCG2,PLG,APBA2,SREBF2,PREB,AP1G1,BACE1,CLU,GGA2,EIF2S1,MAP2K3,COPE,VLDLR,ADAM10,SNX6,GORASP1,AP2A1,VPS35,GGA1,ECE1,IDE,AP4B1
8,AP2B1,MAPKAPK2,MIA3,CLU,COPZ1,ARF6,ITPR2,ADAM10,COPE,GGA3,COPA,VPS29,AP3B2,SORL1,EIF2S1,BIN1,AP1G1,GGA2,LRP1,PICALM,COPG1,SEC31A,RAB1B,MFN2,RTN3,SORT1,PREB,RTN4,PLCG2,SNX4,VDAC1,HSPA5,VLDLR,TMED2,APOE,TMED9,SYK,PLG,MAP2K3,SNX6,SAR1B,APP,SEC13,COPB2,BACE1,PSEN1,SEC24D,COPG2,RAB1A,MAPK14,NCSTN,VPS35,COPB1,SREBF2,ADAM17,ITPR1,AP4M1,ABCA7,VPS26A,SAR1A,APBA1,SEC23B,AP4E1,OSBP,HSPA9,SEC16A,TMED10,GGA1,AP2A1,AP4S1,GORASP1,APBA2,SEC24B,SEC23A,IDE,SEC24A,AP4B1,SEC24C,ECE1,SIGMAR1
9,COPB2,MAPKAPK2,ITPR2,VPS26A,SEC31A,RAB1A,ADAM10,MFN2,SEC23A,COPZ1,SNX6,BIN1,SAR1B,COPE,MAPK14,COPB1,SEC24C,AP1G1,VLDLR,SNX4,NCSTN,APBA2,APBA1,GGA1,SYK,PLCG2,MAP2K3,AP3B2,HSPA5,GGA2,COPG1,ITPR1,SORL1,SAR1A,OSBP,AP4E1,RTN4,SEC23B,AP2A1,AP4B1,SEC13,ARF6,PLG,EIF2S1,COPA,SEC24B,COPG2,SEC16A,PICALM,SEC24D,VPS35,PSEN1,RTN3,ADAM17,AP4S1,AP2B1,RAB1B,HSPA9,TMED9,IDE,VPS29,TMED10,APOE,ECE1,TMED2,GORASP1,VDAC1,AP4M1,ABCA7,SEC24A,PREB,SREBF2,MIA3,LRP1,BACE1,GGA3,SIGMAR1,APP,CLU,SORT1
