ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,GGA3,ITPR1,RTN3,SORT1,MAP2K3,ECE1,BACE1,ARF6,BIN1,CLU,APOE,AP2A1,SEC16A,PREB,GGA1,AP4M1,ABCA7,APP,COPA,COPG1,HSPA9,SYK,AP4E1,PLCG2,ADAM10,OSBP,VLDLR,COPE,COPB1,NCSTN,SIGMAR1,TMED9,AP4B1,TMED10,GGA2,HSPA5,TMED2,SEC24B,VPS35,GORASP1,AP2B1,SEC24D,COPG2,AP4S1,EIF2S1,RAB1B,VPS26A,SAR1A,SEC31A,IDE,COPZ1,SEC24C,APBA2,SORL1,PSEN1,RAB1A,LRP1,RTN4,PLG,VPS29,SEC23A,VDAC1,MIA3,SEC24A,MAPK14,APBA1,PICALM,ITPR2,AP1G1,COPB2,SEC13,SNX4,SEC23B,ADAM17,MFN2,SNX6,AP3B2,SREBF2,SAR1B,MAPKAPK2
1,SORT1,ECE1,ARF6,RTN3,BACE1,ITPR1,MAP2K3,BIN1,GGA3,SEC16A,PREB,APOE,CLU,COPA,COPG1,VLDLR,TMED9,TMED10,ADAM10,RTN4,GGA2,SEC24B,APP,NCSTN,SIGMAR1,SYK,TMED2,PLCG2,EIF2S1,AP4S1,COPG2,COPB1,SAR1B,AP4E1,GGA1,ABCA7,SEC24D,RAB1B,VPS26A,APBA2,SEC24A,OSBP,SEC31A,PICALM,MAPK14,VDAC1,GORASP1,COPE,HSPA9,AP4M1,IDE,VPS35,AP1G1,PSEN1,HSPA5,APBA1,LRP1,SAR1A,SREBF2,SEC13,COPB2,SNX4,SORL1,RAB1A,MIA3,COPZ1,AP2A1,SEC24C,ITPR2,VPS29,AP2B1,AP4B1,SEC23B,ADAM17,MFN2,SNX6,PLG,MAPKAPK2,AP3B2,SEC23A
2,ARF6,ITPR1,SORT1,GGA3,BACE1,ECE1,MAP2K3,ADAM10,GGA1,APOE,COPG1,GGA2,PLCG2,PREB,COPA,SEC16A,SEC31A,IDE,ABCA7,SYK,AP4S1,TMED10,APP,RTN3,COPB1,TMED2,NCSTN,SIGMAR1,AP4M1,AP4E1,TMED9,BIN1,AP2A1,COPG2,VLDLR,HSPA9,VPS26A,HSPA5,COPE,AP2B1,PICALM,AP4B1,CLU,VPS35,VDAC1,GORASP1,SEC24D,RAB1B,OSBP,EIF2S1,SAR1A,MAPK14,VPS29,RTN4,SEC23B,SNX4,SAR1B,COPZ1,APBA2,SORL1,SEC24A,SEC24C,PLG,PSEN1,SEC23A,SREBF2,SEC24B,SEC13,COPB2,AP1G1,ADAM17,SNX6,AP3B2,RAB1A,MIA3,APBA1,MAPKAPK2,MFN2,ITPR2,LRP1
3,SORT1,ECE1,RTN3,ITPR1,MAP2K3,ARF6,BACE1,GGA3,BIN1,PREB,SEC16A,AP4S1,GGA1,RTN4,COPG1,COPA,VLDLR,SYK,PLCG2,TMED9,CLU,TMED10,APP,APOE,ABCA7,GGA2,OSBP,AP4M1,HSPA9,ADAM10,AP4E1,TMED2,COPG2,NCSTN,SIGMAR1,SEC24D,AP4B1,MAPK14,APBA2,SEC24A,COPB2,COPE,IDE,EIF2S1,SEC24B,VPS35,LRP1,SORL1,GORASP1,RAB1B,VPS26A,SAR1A,VDAC1,AP1G1,SAR1B,PLG,COPB1,SEC23A,SEC31A,VPS29,ADAM17,ITPR2,COPZ1,SEC13,SEC23B,SEC24C,HSPA5,PSEN1,MIA3,AP2B1,SREBF2,AP3B2,RAB1A,PICALM,AP2A1,MFN2,SNX4,APBA1,MAPKAPK2,SNX6
4,BACE1,MAP2K3,RTN3,SORT1,ITPR1,ARF6,ECE1,BIN1,GGA3,AP4S1,COPG1,GGA1,COPA,PREB,SEC16A,APOE,CLU,COPB1,APP,TMED9,TMED2,TMED10,SYK,PLCG2,EIF2S1,NCSTN,SIGMAR1,ADAM10,ABCA7,HSPA9,SEC24B,OSBP,AP4M1,GGA2,GORASP1,MAPK14,VPS35,SEC24D,SEC24A,VPS26A,AP4B1,COPG2,HSPA5,COPE,IDE,RAB1B,VDAC1,PSEN1,VLDLR,COPB2,APBA1,APBA2,SEC24C,SAR1B,SEC31A,PICALM,SAR1A,AP4E1,AP1G1,RTN4,AP2B1,ADAM17,MIA3,SEC23A,LRP1,SORL1,SEC13,RAB1A,COPZ1,VPS29,SNX4,SREBF2,PLG,AP3B2,SEC23B,ITPR2,AP2A1,MFN2,MAPKAPK2,SNX6
5,SORT1,RTN3,ITPR1,ARF6,MAP2K3,GGA3,ECE1,BACE1,BIN1,PREB,SEC16A,APOE,CLU,GGA1,SYK,PLCG2,TMED10,TMED9,AP2A1,AP4S1,COPB1,COPG1,COPA,ADAM10,ABCA7,HSPA9,AP4M1,MAPK14,AP4E1,IDE,APP,COPZ1,SEC24B,GORASP1,GGA2,SEC31A,VLDLR,AP4B1,RAB1B,VPS26A,SEC24D,PLG,PSEN1,COPE,NCSTN,SEC24A,VPS29,TMED2,VPS35,COPG2,RTN4,VDAC1,SNX4,LRP1,APBA2,SORL1,SIGMAR1,OSBP,PICALM,AP1G1,SEC13,RAB1A,APBA1,COPB2,EIF2S1,HSPA5,MIA3,SEC23A,ADAM17,AP2B1,SREBF2,AP3B2,MFN2,SAR1A,SAR1B,SEC24C,MAPKAPK2,SNX6,SEC23B,ITPR2
6,GGA3,RTN3,ITPR1,SORT1,ARF6,ECE1,BACE1,PREB,SEC16A,MAP2K3,ABCA7,CLU,APOE,BIN1,GGA1,COPG1,COPA,ADAM10,NCSTN,SIGMAR1,TMED9,TMED10,APP,AP4S1,COPB1,AP4M1,SEC24B,GGA2,COPE,SYK,OSBP,MAPK14,TMED2,VPS35,HSPA5,GORASP1,AP4B1,EIF2S1,SEC24D,RAB1B,VPS26A,VLDLR,PLG,HSPA9,IDE,VDAC1,COPG2,AP4E1,APBA2,LRP1,AP2B1,PICALM,SEC31A,VPS29,ADAM17,AP2A1,SEC23A,COPZ1,SAR1A,PLCG2,AP3B2,SEC13,SEC24C,MIA3,SEC24A,SORL1,RTN4,SREBF2,COPB2,PSEN1,SEC23B,MFN2,AP1G1,SAR1B,APBA1,RAB1A,MAPKAPK2,SNX6,ITPR2,SNX4
7,SORT1,RTN3,ITPR1,BACE1,ARF6,AP4S1,SEC16A,ECE1,PREB,GGA3,GGA1,BIN1,APOE,CLU,SYK,PLCG2,COPG1,COPA,ABCA7,TMED9,TMED10,AP2B1,AP4M1,COPB1,COPE,AP4E1,HSPA9,APP,MAP2K3,SEC24B,OSBP,EIF2S1,VPS26A,SIGMAR1,GGA2,GORASP1,SEC24D,NCSTN,VLDLR,RAB1B,AP4B1,ADAM10,MAPK14,VDAC1,RTN4,COPZ1,SORL1,LRP1,HSPA5,VPS35,TMED2,COPG2,SEC31A,SEC24A,IDE,AP3B2,SEC23A,APBA2,APBA1,PLG,PICALM,SAR1B,SEC24C,PSEN1,MAPKAPK2,SEC13,ADAM17,MIA3,SAR1A,COPB2,SNX4,SEC23B,AP2A1,SREBF2,ITPR2,RAB1A,AP1G1,MFN2,VPS29,SNX6
8,ECE1,MAP2K3,BACE1,SORT1,RTN3,ARF6,ITPR1,GGA3,AP4S1,SEC16A,PREB,COPG1,APOE,COPA,CLU,BIN1,NCSTN,SIGMAR1,SYK,PLCG2,COPB1,VLDLR,GGA1,SNX4,TMED2,TMED9,TMED10,SAR1A,APBA2,SEC31A,ADAM10,IDE,APP,AP4E1,SEC24B,GGA2,VPS26A,COPZ1,MAPK14,SORL1,COPG2,OSBP,ABCA7,SEC24D,MIA3,HSPA9,EIF2S1,LRP1,AP4B1,COPE,HSPA5,VPS35,PLG,RTN4,GORASP1,PICALM,AP4M1,COPB2,VDAC1,APBA1,PSEN1,SEC24A,SAR1B,AP2A1,RAB1B,AP2B1,SEC23A,ITPR2,SEC24C,RAB1A,SREBF2,VPS29,MAPKAPK2,SEC13,AP3B2,ADAM17,SEC23B,MFN2,SNX6,AP1G1
9,ARF6,ITPR1,BIN1,RTN3,SORT1,BACE1,MAP2K3,ECE1,GGA3,SEC16A,PREB,CLU,APOE,GGA1,AP2B1,VLDLR,TMED9,COPG1,COPB1,TMED10,APP,COPA,ABCA7,COPG2,SYK,AP4M1,HSPA9,AP4E1,TMED2,PLCG2,SEC24B,RAB1B,OSBP,ADAM10,GGA2,SIGMAR1,SEC24D,AP1G1,MAPK14,VPS26A,COPE,NCSTN,SEC24A,AP4B1,SEC31A,LRP1,EIF2S1,IDE,SORL1,HSPA5,APBA2,GORASP1,SAR1A,RTN4,SEC23B,AP4S1,PICALM,PSEN1,COPB2,ADAM17,MIA3,APBA1,RAB1A,PLG,SEC24C,SAR1B,VPS35,VDAC1,AP2A1,ITPR2,SREBF2,COPZ1,VPS29,SEC23A,MFN2,AP3B2,SNX4,SNX6,MAPKAPK2,SEC13
10,GGA3,ITPR1,SORT1,ARF6,RTN3,ECE1,BACE1,ABCA7,SEC16A,MAP2K3,PREB,GGA1,COPB1,COPG1,EIF2S1,SYK,APOE,PLCG2,TMED10,IDE,ADAM10,AP2A1,SIGMAR1,BIN1,NCSTN,CLU,GGA2,COPG2,MAPK14,AP4E1,RAB1B,VPS26A,TMED9,HSPA9,OSBP,AP4M1,SEC24D,TMED2,AP4S1,SEC31A,VLDLR,GORASP1,VPS35,APP,SEC24A,COPA,AP4B1,COPE,PLG,RAB1A,SAR1B,SEC24B,PICALM,HSPA5,VDAC1,APBA2,SREBF2,SAR1A,MIA3,LRP1,COPB2,APBA1,SEC13,SNX4,RTN4,SORL1,SEC24C,COPZ1,VPS29,PSEN1,AP1G1,MAPKAPK2,SEC23B,ADAM17,AP3B2,ITPR2,SNX6,SEC23A,MFN2,AP2B1
11,SORT1,ITPR1,PREB,ARF6,ECE1,RTN3,BACE1,BIN1,AP4S1,SEC16A,MAP2K3,EIF2S1,COPG1,COPA,CLU,APOE,AP2A1,GGA3,VLDLR,GGA2,GGA1,COPB1,MAPK14,APP,ABCA7,HSPA9,AP4M1,TMED9,TMED10,OSBP,SEC24B,APBA2,COPZ1,IDE,COPE,NCSTN,AP4E1,PLCG2,GORASP1,SYK,SEC31A,SIGMAR1,SEC24D,TMED2,SEC24A,RAB1B,ADAM10,VPS26A,SORL1,COPG2,AP1G1,RTN4,AP4B1,VPS35,SAR1A,VPS29,SEC13,SEC23B,MIA3,PICALM,VDAC1,COPB2,LRP1,APBA1,AP2B1,MAPKAPK2,HSPA5,SEC24C,PSEN1,SEC23A,MFN2,ITPR2,SREBF2,AP3B2,RAB1A,PLG,SNX6,ADAM17,SAR1B,SNX4
12,SORT1,ITPR1,MAP2K3,ARF6,ECE1,RTN3,BACE1,GGA3,AP4S1,BIN1,PREB,GGA1,SEC16A,APOE,CLU,COPG1,COPA,PLCG2,SYK,APP,ABCA7,NCSTN,SIGMAR1,ADAM10,OSBP,MAPK14,AP4E1,COPE,TMED10,IDE,AP4M1,VLDLR,GGA2,SEC24B,HSPA5,SEC31A,TMED9,VPS26A,HSPA9,PICALM,COPB1,RAB1B,VPS35,SAR1B,SEC24D,TMED2,COPG2,SEC24C,GORASP1,EIF2S1,VDAC1,LRP1,AP4B1,VPS29,AP2A1,COPZ1,PSEN1,MFN2,COPB2,SORL1,APBA2,APBA1,AP1G1,RTN4,SEC24A,PLG,SEC13,ADAM17,SEC23A,SEC23B,MAPKAPK2,AP3B2,SNX6,RAB1A,SAR1A,SNX4,MIA3,ITPR2,SREBF2,AP2B1
13,RTN3,ITPR1,SORT1,BACE1,ARF6,GGA3,BIN1,ECE1,ABCA7,PREB,SEC16A,CLU,APOE,AP4S1,GGA1,EIF2S1,MAP2K3,GGA2,OSBP,COPA,TMED10,AP4M1,COPG1,ADAM10,TMED9,AP4B1,SYK,IDE,HSPA9,PLCG2,TMED2,COPB1,VPS26A,AP4E1,SEC24D,VLDLR,NCSTN,SEC31A,SIGMAR1,AP2B1,APP,RTN4,COPE,SEC24B,GORASP1,SEC24A,APBA2,RAB1B,VPS35,HSPA5,SORL1,LRP1,COPG2,ITPR2,SREBF2,SEC23A,VPS29,AP1G1,SAR1B,COPZ1,VDAC1,SEC23B,SNX4,MIA3,MAPK14,SAR1A,PLG,SEC24C,APBA1,MFN2,PICALM,PSEN1,COPB2,AP3B2,AP2A1,MAPKAPK2,RAB1A,ADAM17,SEC13,SNX6
14,RTN3,ECE1,SORT1,ARF6,ITPR1,BIN1,BACE1,VLDLR,GGA3,MAP2K3,APOE,CLU,PREB,COPA,SEC16A,COPG1,SYK,TMED9,PLCG2,TMED10,AP4S1,ADAM10,AP4E1,TMED2,HSPA5,EIF2S1,SIGMAR1,OSBP,GGA2,SEC24D,SEC24B,SEC31A,IDE,ABCA7,HSPA9,COPB1,AP4M1,NCSTN,SAR1B,SEC24A,VPS35,APP,VPS26A,SEC24C,AP1G1,SAR1A,PICALM,AP4B1,COPE,COPB2,PSEN1,GORASP1,LRP1,SORL1,APBA1,RAB1B,AP2B1,COPG2,VPS29,MIA3,APBA2,VDAC1,AP2A1,SEC23A,SEC23B,RTN4,ADAM17,RAB1A,ITPR2,SNX4,SREBF2,MFN2,AP3B2,MAPK14,MAPKAPK2,COPZ1,SNX6,GGA1,PLG,SEC13
15,ARF6,RTN3,SORT1,BACE1,ITPR1,AP4S1,ECE1,BIN1,GGA3,PREB,SEC16A,GGA1,COPG1,COPA,CLU,SYK,PLCG2,APP,ABCA7,APOE,COPB1,AP2B1,COPZ1,HSPA9,AP4M1,EIF2S1,SIGMAR1,ADAM10,NCSTN,VLDLR,GORASP1,SEC24D,GGA2,LRP1,VPS26A,SORL1,RAB1B,SEC24B,APBA1,AP4E1,COPE,HSPA5,VPS35,OSBP,SEC24A,TMED2,TMED9,AP4B1,SEC24C,TMED10,APBA2,PLG,RTN4,MAPKAPK2,COPB2,MAPK14,VDAC1,IDE,MAP2K3,SEC31A,SEC23B,SREBF2,RAB1A,COPG2,AP1G1,AP3B2,ITPR2,ADAM17,PICALM,SEC13,AP2A1,MIA3,SAR1A,PSEN1,SEC23A,MFN2,SNX6,SAR1B,SNX4,VPS29
16,SORT1,BACE1,ARF6,RTN3,ITPR1,MAP2K3,PREB,GGA3,SEC16A,ECE1,BIN1,CLU,APOE,APP,ADAM10,TMED9,GGA1,TMED10,GGA2,SYK,ABCA7,PLCG2,COPB1,COPA,EIF2S1,SEC31A,TMED2,MAPK14,IDE,COPG2,AP4B1,COPZ1,OSBP,NCSTN,VLDLR,SEC24D,VPS35,HSPA9,GORASP1,AP4M1,AP4E1,SIGMAR1,SORL1,HSPA5,COPG1,COPE,APBA2,VDAC1,ITPR2,LRP1,RTN4,AP4S1,PICALM,SEC23A,SEC24A,AP2A1,SEC23B,ADAM17,VPS29,SAR1A,PSEN1,MFN2,APBA1,RAB1B,PLG,SREBF2,SNX4,VPS26A,SEC13,SEC24C,AP3B2,SNX6,SEC24B,RAB1A,MIA3,AP2B1,COPB2,SAR1B,AP1G1,MAPKAPK2
17,ARF6,SORT1,GGA3,BACE1,ITPR1,RTN3,ECE1,AP4S1,SEC16A,PREB,MAP2K3,EIF2S1,CLU,COPA,APOE,COPG1,TMED9,TMED10,BIN1,VLDLR,COPB1,APP,ABCA7,SEC31A,IDE,GGA1,ADAM10,OSBP,SEC24D,GORASP1,HSPA9,AP4M1,COPG2,SYK,AP4E1,PLCG2,MAPK14,VPS35,COPE,TMED2,SEC24A,SEC24B,HSPA5,GGA2,PLG,AP1G1,AP4B1,NCSTN,APBA2,SIGMAR1,SAR1A,VPS29,ADAM17,ITPR2,VPS26A,RTN4,PSEN1,SAR1B,AP2B1,VDAC1,LRP1,SORL1,COPZ1,RAB1A,PICALM,MIA3,SEC23A,COPB2,APBA1,SEC24C,MFN2,MAPKAPK2,SNX4,RAB1B,SREBF2,SNX6,AP2A1,SEC13,SEC23B,AP3B2
18,ITPR1,ARF6,RTN3,BACE1,SORT1,BIN1,MAP2K3,ECE1,CLU,APOE,GGA3,SEC16A,PREB,AP4S1,ABCA7,GGA1,AP4M1,SYK,OSBP,PLCG2,TMED9,AP4E1,APP,TMED10,COPB1,COPE,COPA,HSPA5,APBA2,SEC24B,ADAM10,SEC31A,NCSTN,IDE,GGA2,SEC24A,SIGMAR1,GORASP1,VPS35,COPG1,VDAC1,VPS26A,EIF2S1,TMED2,RTN4,SEC24D,RAB1B,LRP1,MFN2,HSPA9,SORL1,SEC24C,AP2B1,PSEN1,VPS29,PLG,SAR1A,APBA1,AP4B1,COPZ1,ITPR2,VLDLR,COPG2,MAPK14,SNX4,SAR1B,AP1G1,SREBF2,PICALM,SEC13,MAPKAPK2,SEC23A,ADAM17,SEC23B,AP3B2,AP2A1,MIA3,RAB1A,COPB2,SNX6
19,RTN3,SORT1,ARF6,MAP2K3,ECE1,ITPR1,BIN1,BACE1,GGA3,PLCG2,AP4S1,SEC16A,SYK,PREB,APOE,EIF2S1,CLU,ADAM10,ABCA7,AP4M1,GGA1,APP,TMED9,COPG2,TMED2,TMED10,SIGMAR1,COPB1,NCSTN,COPA,AP4E1,HSPA9,VLDLR,MAPK14,SNX4,VPS35,AP4B1,RAB1B,VPS26A,GORASP1,COPB2,SEC24D,APBA2,IDE,COPG1,SEC24A,RTN4,SEC24B,VDAC1,OSBP,MFN2,SEC31A,PLG,GGA2,HSPA5,SEC24C,COPE,MIA3,SAR1A,AP2A1,AP1G1,PICALM,LRP1,SEC23A,SREBF2,PSEN1,VPS29,SEC13,COPZ1,SORL1,AP2B1,SAR1B,RAB1A,ITPR2,ADAM17,SEC23B,AP3B2,MAPKAPK2,SNX6,APBA1
