ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,VPS29,MIA3,TMED10,APBA1,HSPA5,SEC23B,ARF6,SEC31A,OSBP,NCSTN,BACE1,SORL1,ECE1,PICALM,RAB1B,MAP2K3,COPZ1,MAPK14,VPS35,TMED2,EIF2S1,SEC24B,VLDLR,AP2A1,PSEN1,AP4B1,SORT1,AP1G1,TMED9,LRP1,ITPR2,SEC24D,COPG2,ABCA7,RAB1A,SEC24C,AP2B1,SEC23A,SEC24A,GGA2,HSPA9,AP4M1,SNX4,SAR1B,IDE,PREB,ADAM10,RTN3,COPG1,SYK,COPE,SREBF2,COPB2,COPA,SAR1A,SEC13,PLG,COPB1,AP3B2,ADAM17,PLCG2,SIGMAR1,AP4E1,RTN4,MAPKAPK2,BIN1,GGA1,VDAC1,APP,AP4S1,MFN2,ITPR1,VPS26A,APBA2,APOE,GGA3,GORASP1,SNX6,CLU,SEC16A
1,SORT1,VPS35,COPA,COPZ1,COPB1,MFN2,VPS29,PICALM,SEC24B,RAB1B,SORL1,VDAC1,NCSTN,ADAM10,TMED10,SAR1A,MIA3,GGA2,SYK,MAPK14,RTN3,ADAM17,BIN1,IDE,MAP2K3,SEC31A,TMED9,SEC23A,HSPA9,AP2B1,TMED2,GGA1,SEC24A,SEC24D,GGA3,PSEN1,COPB2,AP4S1,ITPR1,AP4E1,HSPA5,SEC24C,RTN4,PREB,AP1G1,PLG,SEC23B,ECE1,ABCA7,ITPR2,AP2A1,SEC13,EIF2S1,APBA2,APBA1,OSBP,SNX4,COPG2,VLDLR,APP,AP4B1,LRP1,SREBF2,SIGMAR1,SEC16A,SAR1B,COPG1,SNX6,MAPKAPK2,AP3B2,PLCG2,COPE,BACE1,VPS26A,CLU,AP4M1,RAB1A,APOE,ARF6,GORASP1
2,SEC31A,COPB2,HSPA9,HSPA5,PREB,COPG1,ARF6,PLG,AP2A1,AP2B1,MAP2K3,BACE1,SEC16A,SORL1,RAB1B,PICALM,MAPK14,ITPR1,SEC24D,GGA3,COPB1,COPA,RTN3,SEC23B,ADAM10,SAR1A,TMED2,MIA3,APBA2,MFN2,SEC24B,SEC23A,APBA1,TMED9,COPZ1,OSBP,SNX4,AP1G1,RAB1A,SORT1,ADAM17,GGA1,SIGMAR1,ITPR2,IDE,ECE1,AP4M1,NCSTN,VDAC1,SEC24C,COPG2,LRP1,PSEN1,MAPKAPK2,EIF2S1,COPE,AP4S1,ABCA7,PLCG2,AP4B1,TMED10,AP3B2,SREBF2,SEC13,APP,SEC24A,BIN1,SYK,VPS26A,CLU,SAR1B,GGA2,VLDLR,AP4E1,RTN4,VPS29,APOE,GORASP1,SNX6,VPS35
3,AP2B1,VPS35,AP3B2,ABCA7,PLG,MAP2K3,SEC24D,HSPA9,COPG1,COPB2,RAB1B,AP4B1,MAPK14,COPB1,COPA,PICALM,IDE,VPS29,SORL1,NCSTN,VDAC1,SEC24A,SAR1A,PREB,RTN3,ECE1,SEC23A,BACE1,SYK,MAPKAPK2,MIA3,COPG2,SEC31A,TMED9,SEC23B,PSEN1,SEC24C,HSPA5,LRP1,APP,TMED10,VPS26A,ITPR1,SAR1B,COPZ1,VLDLR,SEC16A,SEC24B,GGA3,SORT1,TMED2,SEC13,AP2A1,AP4S1,EIF2S1,RAB1A,ARF6,SNX6,GGA1,MFN2,SREBF2,COPE,ADAM17,SNX4,APBA2,OSBP,AP4E1,RTN4,SIGMAR1,ADAM10,PLCG2,AP4M1,AP1G1,APBA1,ITPR2,GGA2,CLU,GORASP1,APOE,BIN1
4,VPS35,EIF2S1,SEC13,MAP2K3,BACE1,SEC23B,TMED9,TMED2,RAB1B,LRP1,SORL1,TMED10,APBA1,HSPA9,MAPK14,IDE,VDAC1,PSEN1,AP4S1,ITPR2,COPB1,AP2A1,SEC24D,VPS29,APBA2,ARF6,PREB,ITPR1,SEC24A,SNX4,SAR1A,AP4B1,AP2B1,COPG2,SEC24C,SEC24B,SEC23A,NCSTN,ECE1,RTN3,HSPA5,ADAM10,SEC31A,MIA3,PICALM,SORT1,SEC16A,MFN2,RAB1A,GGA1,COPB2,ADAM17,SYK,VPS26A,COPG1,PLG,OSBP,APP,GGA2,COPZ1,SREBF2,SIGMAR1,RTN4,GGA3,COPA,AP3B2,ABCA7,SAR1B,VLDLR,CLU,SNX6,COPE,AP4E1,AP1G1,BIN1,GORASP1,AP4M1,MAPKAPK2,PLCG2,APOE
5,SEC24B,HSPA5,MFN2,PREB,ADAM10,AP1G1,AP2B1,SEC23B,TMED2,SAR1A,SORL1,MAP2K3,MAPK14,SEC23A,APBA1,VDAC1,TMED9,HSPA9,BACE1,RTN3,PICALM,MAPKAPK2,RTN4,COPB2,RAB1B,SEC13,SEC16A,SEC31A,PLG,COPG2,COPB1,PSEN1,SEC24C,ECE1,VPS29,AP2A1,ARF6,SORT1,SYK,OSBP,GGA1,IDE,VPS35,AP4M1,SEC24A,TMED10,ABCA7,NCSTN,EIF2S1,SEC24D,COPA,MIA3,COPZ1,PLCG2,AP4E1,RAB1A,COPE,ITPR2,ADAM17,AP4S1,BIN1,SIGMAR1,APBA2,GGA2,SNX4,SREBF2,LRP1,APP,SAR1B,COPG1,GGA3,GORASP1,ITPR1,VPS26A,VLDLR,AP3B2,SNX6,AP4B1,CLU,APOE
6,ABCA7,COPB1,SAR1B,VDAC1,TMED9,TMED2,SYK,COPB2,ARF6,NCSTN,BACE1,SEC23A,RTN3,MAP2K3,COPG2,SEC24A,PICALM,EIF2S1,IDE,SEC24C,SEC31A,RAB1B,SEC24D,HSPA5,APBA1,COPZ1,VPS26A,SEC16A,SNX4,AP4S1,PLCG2,SEC23B,AP4B1,ECE1,ITPR1,SORT1,COPE,MAPK14,HSPA9,PLG,ADAM10,AP2B1,SORL1,MFN2,TMED10,OSBP,SAR1A,MIA3,PSEN1,LRP1,SREBF2,SIGMAR1,APP,GGA2,SEC24B,GGA3,GGA1,VPS35,ADAM17,AP1G1,AP3B2,MAPKAPK2,COPA,ITPR2,AP2A1,RAB1A,BIN1,APBA2,GORASP1,AP4M1,PREB,VLDLR,VPS29,RTN4,AP4E1,SNX6,COPG1,SEC13,APOE,CLU
7,PLG,SEC23A,MAPK14,EIF2S1,TMED2,COPB2,SEC24B,COPG2,SEC24C,RAB1B,ADAM17,SNX4,CLU,TMED10,BACE1,AP4B1,HSPA5,RTN3,HSPA9,GGA3,VPS35,MAP2K3,COPE,ECE1,IDE,COPG1,COPB1,SYK,ITPR2,PREB,ITPR1,OSBP,MIA3,NCSTN,VPS26A,TMED9,COPA,ABCA7,SEC23B,SORT1,SEC24D,VLDLR,VDAC1,AP4S1,ADAM10,SEC16A,SORL1,SEC31A,ARF6,SEC24A,COPZ1,GGA1,MFN2,MAPKAPK2,PICALM,SAR1A,PLCG2,SNX6,RAB1A,AP4E1,VPS29,AP4M1,AP1G1,PSEN1,APBA1,RTN4,SEC13,SAR1B,SIGMAR1,SREBF2,GORASP1,APP,APBA2,AP3B2,GGA2,AP2B1,BIN1,LRP1,APOE,AP2A1
8,SAR1A,SEC23B,AP1G1,SYK,AP2A1,HSPA5,TMED9,ITPR1,RTN3,ECE1,PSEN1,MAP2K3,MAPK14,APBA1,TMED10,PLCG2,SEC31A,MFN2,LRP1,COPB2,AP2B1,TMED2,PLG,SORL1,COPB1,VPS29,BACE1,AP4B1,RAB1B,NCSTN,PICALM,SEC24A,SEC24D,VDAC1,ADAM10,HSPA9,VPS35,COPA,COPE,SEC16A,SEC24C,SIGMAR1,SEC13,AP4S1,MAPKAPK2,COPG1,SORT1,APP,MIA3,COPG2,COPZ1,SREBF2,SNX4,IDE,APBA2,PREB,SEC24B,SEC23A,RTN4,EIF2S1,AP4E1,ABCA7,SNX6,VLDLR,RAB1A,ARF6,GGA1,VPS26A,ADAM17,BIN1,ITPR2,GGA2,GGA3,SAR1B,AP4M1,CLU,OSBP,APOE,GORASP1,AP3B2
9,ADAM10,COPB1,PLG,SEC23B,SNX4,EIF2S1,RAB1A,APBA1,IDE,SEC24B,PREB,SEC23A,TMED9,TMED2,SYK,ARF6,AP2B1,OSBP,AP4S1,BACE1,MAPK14,TMED10,HSPA9,NCSTN,COPA,SEC24D,COPB2,SEC24C,LRP1,PSEN1,SEC16A,APP,SORT1,VDAC1,ITPR2,RTN3,ABCA7,HSPA5,PICALM,VPS29,ECE1,MAP2K3,SEC24A,SORL1,SIGMAR1,AP4B1,COPE,PLCG2,MFN2,RAB1B,VPS35,AP1G1,VPS26A,VLDLR,RTN4,GGA3,SEC31A,SAR1A,COPG2,CLU,ADAM17,AP3B2,AP2A1,COPG1,SREBF2,SAR1B,MIA3,BIN1,ITPR1,AP4M1,MAPKAPK2,GGA2,AP4E1,GORASP1,COPZ1,GGA1,APBA2,SEC13,APOE,SNX6
