ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,BACE1,OSBP,NCSTN,TMED2,SEC23B,APP,RAB1A,MFN2,VDAC1,SEC16A,SEC31A,GGA1,ITPR2,VPS35,RTN3,VPS26A,SAR1A,EIF2S1,TMED10,PICALM,HSPA9,COPE,PLCG2,APBA2,COPB1,SEC24D,SORT1,AP2B1,SYK,RAB1B,ADAM10,COPG2,MIA3,GGA2,VPS29,CLU,SEC13,LRP1,SORL1,IDE,BIN1,COPG1,APOE,ARF6,MAP2K3,AP4B1,SEC24A,SNX6,COPZ1,RTN4,MAPKAPK2,PREB,AP4E1,SNX4,SEC23A,ITPR1,AP1G1,VLDLR,ABCA7,TMED9,PLG,ADAM17,AP4S1,SAR1B,GGA3,APBA1,COPA,SEC24B,GORASP1,PSEN1,SIGMAR1,SEC24C,COPB2,ECE1,AP3B2,SREBF2,MAPK14,AP4M1,AP2A1,HSPA5
1,OSBP,AP1G1,SNX6,AP4E1,SEC24B,VLDLR,RAB1B,MFN2,PLG,AP2B1,SEC23A,SNX4,APP,APOE,RTN3,ITPR2,RTN4,MAP2K3,VPS29,ITPR1,AP2A1,COPG1,GGA2,SEC23B,APBA1,ADAM10,LRP1,HSPA9,GGA3,MIA3,BIN1,VPS26A,VDAC1,SEC31A,CLU,SEC24C,COPA,APBA2,RAB1A,ABCA7,GGA1,AP4S1,TMED10,VPS35,ECE1,IDE,SAR1B,SAR1A,HSPA5,SORT1,COPE,SEC24A,AP4B1,SYK,PICALM,COPG2,SEC13,MAPKAPK2,ADAM17,COPB1,PSEN1,PREB,COPB2,AP3B2,COPZ1,ARF6,PLCG2,NCSTN,SEC24D,AP4M1,EIF2S1,SEC16A,SIGMAR1,SREBF2,TMED2,SORL1,TMED9,BACE1,GORASP1,MAPK14
2,COPE,OSBP,SEC31A,APOE,GGA3,AP1G1,RTN3,COPG1,SAR1B,SEC23B,SAR1A,PICALM,NCSTN,SIGMAR1,SORT1,VPS26A,GGA2,VDAC1,SEC23A,SEC16A,ABCA7,BIN1,TMED9,VPS29,APP,SNX6,LRP1,TMED2,APBA2,MAP2K3,CLU,COPG2,COPB1,MFN2,SNX4,SORL1,AP4E1,ADAM17,VLDLR,SEC13,IDE,TMED10,SEC24B,MAPKAPK2,AP4B1,COPZ1,PSEN1,ADAM10,ITPR1,SEC24D,AP2B1,ITPR2,HSPA9,SYK,RAB1A,ECE1,APBA1,RAB1B,GGA1,SEC24A,MAPK14,MIA3,GORASP1,BACE1,HSPA5,VPS35,COPB2,PLG,AP3B2,ARF6,COPA,SEC24C,RTN4,SREBF2,PREB,AP4S1,AP2A1,EIF2S1,AP4M1,PLCG2
3,APOE,MAPK14,PLG,SEC23A,SORT1,COPB2,OSBP,CLU,APBA1,VPS26A,ABCA7,SEC31A,APBA2,SNX4,COPG1,ADAM10,COPG2,VLDLR,COPB1,AP4E1,SEC23B,BACE1,VPS35,ADAM17,MFN2,ITPR2,RAB1A,VDAC1,NCSTN,HSPA9,SEC24B,BIN1,ECE1,GGA3,COPE,MAP2K3,PICALM,RTN4,COPZ1,AP2A1,SAR1A,RTN3,EIF2S1,VPS29,AP2B1,COPA,GGA2,LRP1,MIA3,ARF6,SEC16A,AP4S1,TMED2,APP,AP4B1,SYK,SORL1,IDE,SEC24C,TMED10,RAB1B,PLCG2,SNX6,SEC13,SEC24D,SAR1B,PREB,PSEN1,SREBF2,MAPKAPK2,GGA1,SIGMAR1,GORASP1,AP1G1,AP4M1,HSPA5,AP3B2,SEC24A,ITPR1,TMED9
4,PLG,SEC24C,EIF2S1,SEC23A,RAB1A,SORL1,AP2A1,COPG1,VPS29,COPB1,SEC31A,SNX6,SEC23B,MAP2K3,PICALM,APOE,RTN3,SIGMAR1,COPG2,SAR1B,TMED10,ADAM10,AP2B1,ADAM17,VLDLR,ABCA7,RAB1B,GGA3,ITPR2,AP4B1,BIN1,MFN2,APP,NCSTN,VDAC1,SEC24A,MAPKAPK2,COPA,OSBP,SORT1,SAR1A,TMED2,IDE,VPS26A,SEC24D,COPZ1,PSEN1,HSPA9,SYK,AP4S1,RTN4,AP1G1,BACE1,CLU,GGA2,MAPK14,VPS35,SEC24B,SEC13,PLCG2,SNX4,APBA2,COPE,MIA3,PREB,ARF6,AP4E1,APBA1,TMED9,GGA1,AP4M1,LRP1,ITPR1,HSPA5,SEC16A,COPB2,GORASP1,AP3B2,ECE1,SREBF2
5,AP2B1,VDAC1,VLDLR,AP1G1,AP4E1,SEC23A,ABCA7,PICALM,PLG,HSPA5,SEC13,SAR1B,SORT1,AP2A1,SAR1A,ITPR2,SNX4,COPB1,VPS29,APP,ADAM10,SNX6,SEC24D,HSPA9,CLU,COPG2,OSBP,PLCG2,VPS26A,GGA1,ITPR1,BACE1,RAB1A,SEC31A,COPE,COPG1,EIF2S1,VPS35,SEC16A,APBA2,RTN3,BIN1,SEC24B,MAPK14,NCSTN,MFN2,ECE1,GGA3,SYK,ADAM17,COPA,LRP1,TMED9,APOE,TMED2,SEC24C,COPZ1,AP4B1,RTN4,AP4S1,SEC23B,SORL1,PREB,MAPKAPK2,ARF6,PSEN1,TMED10,MIA3,RAB1B,IDE,APBA1,GGA2,GORASP1,SEC24A,MAP2K3,AP3B2,COPB2,SREBF2,AP4M1,SIGMAR1
6,APP,SEC23B,SEC23A,BACE1,TMED9,SORT1,AP4B1,CLU,VDAC1,SEC13,APBA1,GGA2,EIF2S1,SORL1,SNX6,VPS35,MAP2K3,TMED2,OSBP,HSPA9,SEC24C,ABCA7,BIN1,RTN3,AP2A1,ITPR1,PICALM,NCSTN,GGA1,MAPKAPK2,COPB1,ITPR2,LRP1,PSEN1,ADAM10,PLG,RAB1A,MIA3,RAB1B,TMED10,GORASP1,COPA,AP2B1,VPS26A,SNX4,COPZ1,AP4E1,MFN2,AP1G1,GGA3,SAR1A,SIGMAR1,MAPK14,ECE1,APOE,AP4S1,SEC24B,VLDLR,SEC24D,SEC24A,COPG2,COPE,COPG1,SEC31A,SAR1B,AP3B2,ARF6,SEC16A,PLCG2,RTN4,SYK,AP4M1,APBA2,IDE,HSPA5,ADAM17,VPS29,PREB,COPB2,SREBF2
7,SYK,IDE,AP3B2,CLU,SORL1,COPE,VDAC1,COPA,ADAM17,VPS26A,AP2B1,AP1G1,EIF2S1,COPG1,APBA1,MFN2,TMED2,LRP1,APP,SAR1B,GGA2,SEC24A,SNX6,PICALM,ADAM10,VPS35,COPZ1,PLG,RAB1B,TMED10,SEC24B,RTN3,SORT1,AP4S1,OSBP,APOE,NCSTN,SEC23A,GGA3,SEC24C,VPS29,APBA2,AP2A1,ABCA7,COPB1,GORASP1,MIA3,BIN1,HSPA9,SEC13,ITPR2,ITPR1,PLCG2,AP4B1,MAPKAPK2,PSEN1,SEC31A,SAR1A,GGA1,SIGMAR1,BACE1,SNX4,HSPA5,PREB,AP4E1,SEC23B,SEC24D,VLDLR,COPB2,SREBF2,COPG2,RTN4,SEC16A,MAPK14,MAP2K3,ARF6,TMED9,RAB1A,AP4M1,ECE1
8,BIN1,ADAM10,CLU,APOE,SNX6,PICALM,BACE1,OSBP,SORT1,VDAC1,COPG1,COPA,SEC24C,COPE,AP4B1,LRP1,AP1G1,SEC23B,ADAM17,NCSTN,APBA1,MIA3,SEC16A,ABCA7,IDE,VPS26A,ITPR2,SEC31A,TMED10,TMED9,PREB,PLG,MFN2,AP3B2,EIF2S1,APP,AP2B1,GGA2,MAPKAPK2,SEC23A,SEC24B,COPZ1,ITPR1,APBA2,SNX4,AP4M1,HSPA9,GORASP1,SIGMAR1,ARF6,GGA1,SORL1,SEC24A,SEC24D,RTN3,VPS29,RAB1A,MAP2K3,GGA3,AP4S1,AP4E1,MAPK14,SAR1A,VLDLR,SYK,SEC13,SAR1B,COPB2,TMED2,VPS35,ECE1,RTN4,RAB1B,PLCG2,PSEN1,COPB1,COPG2,SREBF2,AP2A1,HSPA5
9,OSBP,TMED2,SAR1A,PICALM,SEC13,COPE,SNX6,ADAM10,CLU,RAB1B,AP2B1,APOE,EIF2S1,HSPA9,RAB1A,ITPR2,PREB,SEC31A,BACE1,VPS26A,VPS35,APBA2,TMED10,GGA3,MFN2,COPZ1,APP,COPG2,MAP2K3,MIA3,SEC16A,AP2A1,COPG1,SEC24B,COPB1,SEC24C,SEC24D,VPS29,IDE,ADAM17,NCSTN,ABCA7,APBA1,PSEN1,MAPKAPK2,LRP1,PLG,SNX4,ECE1,SEC23A,SEC23B,SORT1,BIN1,ITPR1,VDAC1,GORASP1,SYK,HSPA5,GGA1,MAPK14,AP1G1,AP4S1,GGA2,COPA,SAR1B,TMED9,SEC24A,AP4B1,VLDLR,ARF6,SORL1,AP4E1,RTN4,PLCG2,AP4M1,SIGMAR1,AP3B2,SREBF2,COPB2,RTN3
