ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,SEC13,SEC24B,RAB1A,VPS29,VPS26A,GGA2,SEC24C,PICALM,HSPA5,COPZ1,SEC23B,BIN1,SEC31A,OSBP,COPG2,HSPA9,TMED10,COPG1,COPB2,AP1G1,ITPR2,BACE1,MFN2,SEC24A,COPB1,TMED2,SNX6,MAP2K3,EIF2S1,VDAC1,RAB1B,RTN4,PLCG2,RTN3,SEC16A,AP4S1,MAPKAPK2,PREB,COPE,AP4E1,SAR1A,SAR1B,SEC23A,IDE,APOE,CLU,AP2B1,SYK,APP,LRP1,SORT1,COPA,SEC24D,MIA3,ADAM17,GGA1,MAPK14,PLG,AP4M1,GGA3,ECE1,ADAM10,ARF6,NCSTN,AP2A1,APBA2,TMED9,SORL1,SREBF2,APBA1,ITPR1,AP4B1,SNX4,SIGMAR1,VPS35,GORASP1,PSEN1,ABCA7,VLDLR,AP3B2
1,MAPK14,OSBP,APP,CLU,COPG2,APBA2,SNX6,MFN2,RAB1B,LRP1,BIN1,RAB1A,COPG1,VPS26A,SEC13,VPS35,TMED10,AP2A1,MIA3,SEC31A,SEC24C,COPB1,PLG,TMED2,SEC24B,SORT1,GGA1,RTN4,SEC23A,GGA3,PREB,PICALM,ECE1,HSPA9,MAP2K3,ARF6,APOE,TMED9,ADAM17,COPB2,SAR1B,PLCG2,VPS29,GGA2,SYK,VLDLR,COPA,AP2B1,IDE,BACE1,COPZ1,SNX4,NCSTN,SEC24D,ADAM10,COPE,APBA1,ITPR2,GORASP1,SREBF2,AP4M1,AP4S1,SAR1A,SEC16A,HSPA5,SIGMAR1,EIF2S1,AP4E1,MAPKAPK2,AP4B1,SEC23B,RTN3,SEC24A,AP1G1,VDAC1,PSEN1,ABCA7,ITPR1,SORL1,AP3B2
2,VPS29,RAB1A,SEC23A,COPG1,PICALM,COPZ1,SORL1,LRP1,TMED10,RAB1B,AP2B1,SEC24B,MAP2K3,AP4S1,VPS26A,CLU,OSBP,MAPKAPK2,AP4E1,APBA1,COPB1,AP3B2,BACE1,RTN4,MAPK14,SNX6,HSPA5,BIN1,AP1G1,SORT1,SEC24A,NCSTN,TMED2,SEC13,SEC24C,TMED9,EIF2S1,VDAC1,VPS35,HSPA9,SEC31A,PLCG2,IDE,SYK,GGA3,COPB2,MIA3,COPG2,ITPR1,APOE,ADAM10,ADAM17,SEC24D,RTN3,SAR1A,COPA,SEC23B,ARF6,AP4M1,SREBF2,SAR1B,GGA2,ITPR2,GGA1,SEC16A,AP4B1,PREB,AP2A1,VLDLR,MFN2,PSEN1,COPE,ECE1,ABCA7,SNX4,APBA2,APP,PLG,SIGMAR1,GORASP1
3,TMED10,EIF2S1,SNX4,AP2A1,SEC13,COPZ1,SEC23B,ITPR2,PICALM,AP4S1,VPS26A,MAPKAPK2,MAPK14,GGA2,BACE1,ADAM17,APBA1,HSPA5,SORT1,ADAM10,AP2B1,SEC24B,APBA2,AP1G1,SYK,SEC23A,PLCG2,SEC16A,MAP2K3,BIN1,SEC31A,SEC24A,COPA,COPG2,SAR1B,COPG1,PREB,VPS29,SNX6,OSBP,RAB1A,VPS35,SAR1A,COPB1,APP,RAB1B,SORL1,CLU,GGA3,ARF6,SEC24D,NCSTN,IDE,PSEN1,TMED9,TMED2,APOE,AP4M1,ECE1,MIA3,COPE,HSPA9,AP4E1,VLDLR,GGA1,SEC24C,COPB2,RTN3,RTN4,ABCA7,SREBF2,VDAC1,SIGMAR1,MFN2,LRP1,AP4B1,PLG,GORASP1,ITPR1,AP3B2
4,SEC16A,VPS35,MIA3,COPG1,LRP1,IDE,ADAM17,COPB2,AP4E1,SEC24B,COPA,MAP2K3,GGA3,MFN2,SEC23A,MAPKAPK2,AP2B1,VPS26A,ITPR1,PICALM,TMED2,ITPR2,RAB1A,EIF2S1,SORL1,HSPA5,ARF6,APOE,TMED9,VPS29,CLU,OSBP,COPG2,RAB1B,SEC31A,AP2A1,ECE1,SORT1,SYK,RTN3,TMED10,BACE1,GGA2,SNX4,RTN4,SEC24C,AP1G1,ADAM10,PREB,SEC13,COPE,SEC24A,PLCG2,SEC24D,SEC23B,GGA1,APP,APBA1,COPB1,SREBF2,AP4M1,APBA2,PLG,SNX6,VLDLR,VDAC1,SAR1A,SAR1B,BIN1,COPZ1,AP4B1,SIGMAR1,GORASP1,ABCA7,PSEN1,AP4S1,MAPK14,NCSTN,AP3B2,HSPA9
5,SEC16A,AP1G1,MIA3,APBA1,GGA2,COPA,PLCG2,GGA3,VDAC1,MFN2,SORT1,SEC23A,OSBP,COPG1,AP2B1,AP4S1,APOE,APP,AP4E1,ADAM10,EIF2S1,SNX4,VPS29,BACE1,PICALM,SEC24C,SEC24D,TMED10,AP4M1,COPZ1,COPB1,BIN1,AP2A1,LRP1,CLU,COPB2,VPS35,SEC31A,MAPK14,SEC13,ITPR2,APBA2,ARF6,SYK,RAB1A,MAP2K3,GGA1,TMED9,SAR1B,VPS26A,RTN4,SAR1A,SEC24A,SNX6,COPG2,HSPA5,SEC24B,RAB1B,SEC23B,IDE,TMED2,SREBF2,PREB,VLDLR,ITPR1,COPE,MAPKAPK2,RTN3,HSPA9,ADAM17,ECE1,NCSTN,GORASP1,SORL1,PSEN1,AP3B2,PLG,AP4B1,SIGMAR1,ABCA7
6,PREB,AP4S1,SORT1,ADAM10,ITPR1,MFN2,AP1G1,EIF2S1,ADAM17,BIN1,SEC23B,SEC31A,SEC24A,CLU,TMED2,COPB1,SEC16A,VPS35,SNX4,MAP2K3,ITPR2,TMED9,SORL1,MIA3,PICALM,LRP1,ARF6,OSBP,HSPA5,MAPK14,AP4E1,VPS26A,SEC24D,APP,PLCG2,COPG1,VPS29,SEC24B,GGA2,RAB1B,SYK,RAB1A,COPG2,MAPKAPK2,APBA2,NCSTN,VDAC1,IDE,PSEN1,RTN3,APOE,SNX6,GGA1,SEC24C,AP2B1,GORASP1,VLDLR,COPB2,AP4M1,PLG,TMED10,AP3B2,SEC13,COPE,ECE1,SAR1A,COPA,AP2A1,SREBF2,SAR1B,BACE1,GGA3,APBA1,SEC23A,AP4B1,ABCA7,RTN4,HSPA9,SIGMAR1,COPZ1
7,VPS29,RTN3,SORT1,ITPR1,AP1G1,SEC24A,APBA2,AP2A1,GGA2,SEC23B,MIA3,SEC13,MAPK14,GGA3,COPA,LRP1,PLCG2,MAP2K3,TMED2,VPS35,APBA1,APOE,CLU,SYK,OSBP,RTN4,COPG2,APP,ARF6,SORL1,TMED10,SEC24B,RAB1B,IDE,NCSTN,COPG1,ADAM10,AP4M1,PICALM,MFN2,COPB2,VDAC1,AP2B1,ECE1,AP4E1,BACE1,VPS26A,MAPKAPK2,SNX6,SEC16A,EIF2S1,COPZ1,AP4S1,SEC23A,RAB1A,ADAM17,BIN1,COPE,SEC24C,SREBF2,SAR1B,PREB,AP3B2,TMED9,SNX4,PSEN1,SEC24D,ITPR2,GGA1,SEC31A,COPB1,GORASP1,HSPA9,AP4B1,HSPA5,SAR1A,VLDLR,PLG,SIGMAR1,ABCA7
8,TMED2,SEC24B,ITPR2,GGA1,CLU,TMED9,VPS26A,APOE,AP2B1,APBA1,ADAM10,VPS29,AP2A1,COPE,MAPKAPK2,LRP1,ITPR1,SEC24A,GGA3,RTN3,SNX6,SEC23B,VPS35,APBA2,MFN2,RTN4,VDAC1,PLCG2,OSBP,GGA2,SYK,ARF6,AP4E1,SEC31A,IDE,SEC13,HSPA5,APP,RAB1A,SNX4,SEC24D,MAPK14,SAR1B,COPB1,COPG1,MIA3,EIF2S1,BIN1,COPA,COPB2,ADAM17,AP1G1,SEC16A,PICALM,HSPA9,GORASP1,VLDLR,AP4S1,SORL1,RAB1B,PLG,SAR1A,TMED10,COPG2,SORT1,SEC23A,ECE1,BACE1,SEC24C,SREBF2,NCSTN,AP4M1,COPZ1,PREB,AP3B2,PSEN1,ABCA7,SIGMAR1,AP4B1,MAP2K3
9,EIF2S1,SEC24B,HSPA5,RTN4,COPE,PICALM,SORT1,ARF6,COPB2,ITPR1,BACE1,CLU,NCSTN,VDAC1,APOE,RAB1A,AP2A1,ADAM10,SEC13,SEC23B,GGA2,SAR1A,AP1G1,SAR1B,SEC24D,AP2B1,RTN3,APBA2,COPA,GGA3,IDE,ADAM17,OSBP,TMED10,BIN1,AP4E1,COPG2,SEC24A,SNX6,TMED9,LRP1,COPG1,HSPA9,MAP2K3,SNX4,SEC31A,VPS35,MIA3,VPS26A,VPS29,GGA1,MFN2,ITPR2,APBA1,APP,MAPK14,COPB1,TMED2,PREB,SEC23A,RAB1B,AP3B2,MAPKAPK2,AP4M1,SEC24C,SEC16A,PLCG2,AP4S1,COPZ1,AP4B1,ECE1,GORASP1,PSEN1,SREBF2,ABCA7,SYK,VLDLR,PLG,SIGMAR1,SORL1
