ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,TMED9,COPA,RAB1B,SEC23A,SEC13,BIN1,PSEN1,RAB1A,NCSTN,IDE,MAPKAPK2,COPG1,LRP1,EIF2S1,ADAM10,MAPK14,VLDLR,SEC24B,VPS29,GGA1,SIGMAR1,SYK,SEC24D,SAR1B,VPS35,AP4M1,COPB1,APBA2,ITPR1,TMED2,SEC23B,COPB2,VDAC1,PICALM,APP,HSPA5,PLG,GGA3,OSBP,APOE,APBA1,SREBF2,AP4E1,ECE1,SEC31A,PLCG2,HSPA9,GGA2,COPE,SORT1,VPS26A,MFN2,SAR1A,BACE1,CLU,AP4S1,ABCA7,AP4B1,ITPR2,AP2A1,TMED10,MIA3,AP1G1,GORASP1,SORL1,SEC24C,SEC16A,MAP2K3,COPG2,RTN3,COPZ1,SNX4,SNX6,ARF6,PREB,SEC24A,RTN4,ADAM17,AP3B2,AP2B1
1,SEC24C,TMED9,AP4B1,MAPK14,APP,COPA,ADAM17,ARF6,VDAC1,TMED2,APOE,COPG1,PLG,SEC24B,GGA1,MAPKAPK2,SIGMAR1,ECE1,EIF2S1,SEC23A,SEC16A,AP4S1,PSEN1,AP2B1,CLU,ITPR1,SEC24A,SREBF2,AP4M1,SAR1B,APBA2,VPS35,SEC24D,COPB1,VPS26A,VLDLR,SORT1,SAR1A,SEC23B,OSBP,IDE,COPG2,PREB,RTN4,LRP1,TMED10,PICALM,HSPA5,PLCG2,SEC13,RTN3,BACE1,ADAM10,GGA2,RAB1B,COPB2,MAP2K3,AP4E1,MFN2,SYK,APBA1,HSPA9,AP2A1,GORASP1,COPE,SEC31A,RAB1A,SORL1,MIA3,ABCA7,GGA3,COPZ1,BIN1,VPS29,ITPR2,SNX4,NCSTN,SNX6,AP1G1,AP3B2
2,PSEN1,SEC13,SREBF2,RTN4,SEC23A,PLG,SIGMAR1,SYK,SORL1,SNX4,IDE,APBA1,VPS35,SEC24A,LRP1,AP4B1,GGA1,OSBP,SAR1A,ADAM17,RAB1B,HSPA5,ADAM10,SORT1,APBA2,COPA,COPG1,SEC16A,COPG2,TMED2,NCSTN,MIA3,MAP2K3,SEC24B,VPS26A,SNX6,AP4S1,SEC31A,SEC24C,APOE,EIF2S1,HSPA9,GGA2,MFN2,VLDLR,PLCG2,VDAC1,SAR1B,RAB1A,VPS29,ITPR2,GORASP1,CLU,TMED9,COPE,COPZ1,TMED10,APP,SEC24D,RTN3,BACE1,BIN1,ECE1,AP4E1,COPB1,MAPK14,PICALM,MAPKAPK2,ABCA7,ITPR1,AP1G1,ARF6,COPB2,AP4M1,SEC23B,PREB,GGA3,AP2A1,AP2B1,AP3B2
3,HSPA5,COPB1,SEC24D,APP,APOE,TMED9,AP4S1,APBA1,ADAM10,ITPR2,SEC24C,TMED10,LRP1,PLG,SIGMAR1,ECE1,GGA3,ITPR1,RTN4,IDE,TMED2,HSPA9,ABCA7,SEC24A,VPS35,GGA1,VPS26A,COPG2,COPG1,AP4B1,VLDLR,VDAC1,CLU,MAPKAPK2,PLCG2,AP4M1,SEC23B,SORT1,OSBP,SNX6,BIN1,RAB1B,APBA2,SEC24B,NCSTN,MIA3,SORL1,RTN3,SEC13,MFN2,SEC16A,COPB2,AP1G1,COPZ1,SEC23A,ADAM17,SNX4,MAPK14,SAR1B,AP2B1,COPE,SAR1A,SREBF2,GGA2,MAP2K3,AP4E1,AP2A1,BACE1,ARF6,PICALM,COPA,PSEN1,PREB,SEC31A,EIF2S1,SYK,VPS29,GORASP1,RAB1A,AP3B2
4,SEC23B,COPB1,ITPR1,HSPA9,TMED2,SORT1,MAP2K3,SYK,EIF2S1,MAPK14,LRP1,ADAM17,COPA,MIA3,CLU,BIN1,RAB1A,OSBP,TMED10,APBA2,SORL1,RAB1B,VPS26A,IDE,SIGMAR1,SEC24B,MFN2,APOE,PSEN1,NCSTN,VLDLR,SEC13,PICALM,COPG2,COPG1,SEC24D,COPE,ECE1,APBA1,AP2B1,AP4S1,APP,AP4B1,AP4M1,ARF6,VDAC1,SEC24A,SAR1B,AP4E1,SNX4,PLG,SEC23A,MAPKAPK2,SEC31A,TMED9,SAR1A,PLCG2,GGA3,GGA1,SREBF2,ITPR2,VPS29,COPB2,HSPA5,RTN4,GORASP1,RTN3,COPZ1,AP1G1,ABCA7,SEC16A,AP2A1,ADAM10,SEC24C,VPS35,PREB,BACE1,GGA2,AP3B2,SNX6
5,NCSTN,SIGMAR1,COPA,CLU,APOE,VPS26A,COPG1,IDE,GGA1,BIN1,SEC23B,SAR1B,PICALM,RAB1A,SEC24C,LRP1,TMED2,HSPA9,AP2B1,COPB2,GGA2,VDAC1,GGA3,HSPA5,TMED9,SNX4,SORT1,ECE1,VPS35,OSBP,SEC13,VPS29,APBA2,MAPKAPK2,COPB1,ITPR2,VLDLR,SREBF2,AP4M1,SEC24B,TMED10,RAB1B,RTN3,SAR1A,SYK,MIA3,PREB,APP,MFN2,MAP2K3,PSEN1,APBA1,AP4S1,SEC24D,COPE,SEC23A,ITPR1,ARF6,ADAM17,BACE1,SEC24A,SORL1,EIF2S1,PLCG2,AP4E1,ABCA7,MAPK14,COPG2,AP2A1,PLG,GORASP1,ADAM10,SEC31A,COPZ1,SEC16A,SNX6,AP4B1,AP1G1,RTN4,AP3B2
6,SAR1A,SEC23A,IDE,COPG1,APBA2,TMED9,COPG2,COPB1,SEC13,SEC24B,BIN1,SEC24C,TMED2,HSPA9,RTN4,PSEN1,MFN2,ITPR2,RAB1B,VLDLR,TMED10,COPA,GGA3,VPS26A,BACE1,MAPKAPK2,VPS29,HSPA5,MAPK14,NCSTN,LRP1,PICALM,OSBP,EIF2S1,ADAM10,SREBF2,ADAM17,ARF6,AP4S1,SORT1,SEC24A,ECE1,SEC24D,AP2B1,SAR1B,PLCG2,RAB1A,PLG,SEC31A,AP4M1,RTN3,APOE,SIGMAR1,AP4E1,GGA1,MIA3,COPB2,COPE,ABCA7,SORL1,MAP2K3,VDAC1,AP2A1,ITPR1,SNX6,GORASP1,SNX4,AP1G1,GGA2,SYK,AP4B1,SEC16A,COPZ1,APBA1,SEC23B,PREB,CLU,VPS35,AP3B2,APP
7,SNX4,VPS29,OSBP,IDE,SEC31A,AP2B1,GGA3,SEC23A,GGA2,VPS26A,ADAM17,ABCA7,HSPA9,SEC16A,PLCG2,HSPA5,SAR1B,AP2A1,ARF6,SORT1,COPG2,MIA3,COPB1,ADAM10,BIN1,RTN3,COPA,BACE1,LRP1,TMED10,VPS35,APBA2,ITPR2,MFN2,SEC24C,SEC23B,PLG,MAP2K3,COPG1,SIGMAR1,PSEN1,MAPK14,SEC24A,AP4E1,RAB1A,GGA1,AP4M1,AP4S1,SREBF2,TMED2,APOE,RAB1B,VDAC1,SEC24B,COPB2,NCSTN,ITPR1,AP1G1,VLDLR,MAPKAPK2,SYK,SEC13,EIF2S1,PICALM,SEC24D,CLU,GORASP1,COPE,TMED9,SORL1,ECE1,AP4B1,SAR1A,APBA1,SNX6,APP,COPZ1,RTN4,AP3B2,PREB
8,GGA3,SNX4,COPB2,COPG2,TMED10,TMED2,HSPA5,RAB1A,SEC24C,PICALM,RAB1B,COPA,AP1G1,VPS29,ARF6,EIF2S1,SEC24D,CLU,PREB,SEC31A,VLDLR,MAPK14,ABCA7,AP2A1,APOE,GGA2,IDE,VPS35,PSEN1,VDAC1,SEC23A,TMED9,SEC16A,SEC24A,ADAM17,SEC13,LRP1,ECE1,SIGMAR1,SEC24B,OSBP,MFN2,SREBF2,SEC23B,APBA2,HSPA9,SAR1B,MAP2K3,PLG,VPS26A,COPG1,ITPR1,BACE1,MAPKAPK2,NCSTN,SYK,AP4M1,APBA1,SORT1,ITPR2,ADAM10,GORASP1,SNX6,COPE,SAR1A,SORL1,RTN3,PLCG2,AP4B1,COPB1,AP4E1,BIN1,MIA3,AP2B1,RTN4,APP,AP4S1,GGA1,AP3B2,COPZ1
9,APBA1,VPS35,BIN1,SEC24C,GGA1,ECE1,SIGMAR1,AP2A1,GGA3,COPZ1,TMED10,COPB1,SEC23A,HSPA9,SAR1B,BACE1,APP,AP2B1,PICALM,VPS26A,RAB1B,SEC31A,CLU,SEC24A,APBA2,SNX4,SAR1A,ITPR2,LRP1,COPB2,SREBF2,COPG2,SORL1,PSEN1,RAB1A,HSPA5,ABCA7,RTN3,TMED9,MFN2,PLG,GGA2,SORT1,VLDLR,APOE,SYK,VDAC1,ADAM10,SEC13,COPG1,SEC16A,COPE,SEC24D,AP4B1,SNX6,PLCG2,EIF2S1,ARF6,SEC24B,COPA,OSBP,ITPR1,SEC23B,AP4S1,VPS29,MIA3,TMED2,MAP2K3,RTN4,NCSTN,ADAM17,AP1G1,AP3B2,IDE,AP4E1,MAPK14,PREB,GORASP1,AP4M1,MAPKAPK2
