ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,GGA1,SNX4,COPG1,APP,MAP2K3,LRP1,COPE,PLCG2,BACE1,PLG,VDAC1,SEC13,ADAM17,RAB1B,COPA,IDE,APOE,AP4B1,SEC24C,RAB1A,TMED2,SEC24B,MFN2,SEC16A,RTN4,TMED9,VPS29,ADAM10,SORL1,MIA3,GGA2,AP4S1,CLU,MAPKAPK2,SEC24D,SAR1A,APBA2,NCSTN,VPS26A,SEC23B,AP4E1,ITPR2,COPB2,AP2B1,GGA3,HSPA9,APBA1,ARF6,PSEN1,AP1G1,VPS35,EIF2S1,BIN1,SREBF2,TMED10,SEC23A,ECE1,SNX6,AP4M1,ABCA7,COPZ1,SIGMAR1,SYK,PICALM,SAR1B,RTN3,AP3B2,ITPR1,SEC31A,OSBP,GORASP1,COPB1,MAPK14,VLDLR,SORT1,COPG2,HSPA5,AP2A1,PREB,SEC24A
1,APP,SAR1A,GGA1,VDAC1,COPE,TMED9,BACE1,LRP1,RTN4,SEC24B,MAP2K3,COPG1,PLCG2,APOE,MIA3,ADAM17,AP4B1,NCSTN,SEC24C,RAB1B,IDE,SNX4,RAB1A,HSPA5,PLG,SEC16A,SEC13,MAPKAPK2,MFN2,CLU,SEC23B,SAR1B,ADAM10,TMED2,RTN3,SORL1,AP4S1,APBA2,PREB,AP1G1,SORT1,SYK,COPA,ITPR2,COPB2,ECE1,OSBP,VPS35,AP4E1,VPS26A,PSEN1,AP2B1,SREBF2,AP2A1,HSPA9,BIN1,COPB1,VPS29,EIF2S1,COPG2,SNX6,MAPK14,GGA2,ARF6,SEC23A,ITPR1,ABCA7,COPZ1,TMED10,GGA3,APBA1,SEC24A,SEC24D,GORASP1,VLDLR,AP3B2,AP4M1,SIGMAR1,SEC31A,PICALM
2,GGA1,AP4B1,COPA,HSPA5,MAP2K3,SEC24C,SNX4,APP,NCSTN,COPG1,SEC23B,APOE,PLCG2,MFN2,LRP1,CLU,VDAC1,COPE,BACE1,RTN4,SEC24B,PLG,MIA3,GGA2,SORL1,APBA2,RAB1A,TMED9,COPB2,VPS29,ADAM17,SORT1,RTN3,MAPKAPK2,SAR1A,AP4S1,IDE,TMED2,SAR1B,ADAM10,RAB1B,SEC13,HSPA9,PSEN1,SEC16A,SNX6,SYK,EIF2S1,AP1G1,SREBF2,AP4E1,OSBP,VPS26A,ABCA7,COPB1,PICALM,AP2A1,COPZ1,SEC24D,COPG2,ARF6,AP4M1,AP2B1,GGA3,BIN1,SIGMAR1,SEC23A,ITPR1,VLDLR,APBA1,ECE1,VPS35,SEC24A,AP3B2,PREB,MAPK14,SEC31A,GORASP1,TMED10,ITPR2
3,COPA,COPG1,APP,SNX4,BACE1,SEC23B,CLU,IDE,PLCG2,LRP1,ADAM17,COPE,MAP2K3,RAB1A,APOE,GGA2,APBA2,RAB1B,SEC24C,TMED2,VDAC1,SEC13,GGA1,NCSTN,HSPA5,SAR1A,AP4B1,PLG,RTN4,TMED9,MAPKAPK2,SORL1,COPZ1,COPB2,SEC16A,ITPR2,COPG2,PREB,MFN2,SNX6,OSBP,SIGMAR1,MIA3,AP1G1,ECE1,AP4S1,SEC24B,SEC24A,APBA1,AP4E1,ARF6,ADAM10,EIF2S1,ABCA7,COPB1,PSEN1,VPS29,SYK,SAR1B,MAPK14,BIN1,ITPR1,VPS26A,RTN3,VPS35,GGA3,AP4M1,SORT1,SEC23A,SEC31A,AP2A1,PICALM,TMED10,GORASP1,SEC24D,VLDLR,HSPA9,SREBF2,AP2B1,AP3B2
4,SNX4,GGA1,PLCG2,APOE,COPG1,NCSTN,SEC23B,COPA,SEC24C,ADAM10,MAP2K3,COPE,LRP1,APP,SEC13,AP4B1,PLG,VDAC1,APBA2,CLU,RTN4,TMED9,RAB1B,MFN2,SEC16A,ADAM17,EIF2S1,GGA2,VPS29,RAB1A,SAR1A,SORL1,HSPA5,SIGMAR1,COPZ1,MIA3,AP4S1,SEC24D,IDE,ITPR2,ABCA7,PSEN1,SAR1B,MAPKAPK2,AP1G1,SEC31A,RTN3,SEC24B,SNX6,SEC23A,APBA1,COPG2,ECE1,AP4E1,GGA3,COPB1,HSPA9,VLDLR,SYK,GORASP1,VPS26A,BIN1,VPS35,BACE1,TMED10,PREB,MAPK14,SREBF2,COPB2,AP2A1,SEC24A,AP2B1,OSBP,ITPR1,SORT1,ARF6,PICALM,AP3B2,AP4M1,TMED2
5,APP,MAP2K3,COPA,SEC24B,GGA1,COPG1,SEC23B,SAR1A,RAB1A,SEC24C,PLCG2,NCSTN,LRP1,COPE,APOE,BACE1,VDAC1,SNX4,AP4B1,IDE,SEC13,RTN4,TMED9,VPS29,CLU,MIA3,APBA2,SORT1,PLG,AP4E1,TMED2,MFN2,ADAM10,SORL1,GGA2,ADAM17,SEC24D,COPZ1,AP1G1,ITPR2,SEC16A,MAPKAPK2,RTN3,MAPK14,AP4S1,OSBP,PREB,EIF2S1,APBA1,BIN1,ARF6,PSEN1,VLDLR,VPS35,SIGMAR1,COPB2,SNX6,TMED10,HSPA5,GGA3,COPG2,VPS26A,AP2B1,SYK,COPB1,PICALM,ABCA7,GORASP1,AP4M1,SEC23A,SREBF2,AP2A1,SEC31A,RAB1B,HSPA9,SAR1B,ITPR1,AP3B2,ECE1,SEC24A
6,APP,APOE,SEC24C,PLCG2,GGA1,SEC23B,SEC13,COPA,PLG,VDAC1,SEC24B,BACE1,RAB1A,COPE,RTN4,LRP1,MAP2K3,TMED9,NCSTN,AP4B1,SAR1A,COPG1,CLU,SNX4,ADAM10,TMED2,RAB1B,ADAM17,SEC16A,MAPKAPK2,MFN2,COPB2,ITPR2,GGA2,SORL1,VPS29,APBA2,PREB,IDE,SNX6,HSPA9,AP4E1,MAPK14,SYK,PSEN1,SORT1,VPS26A,OSBP,ABCA7,SEC31A,APBA1,AP4S1,HSPA5,RTN3,EIF2S1,AP2B1,PICALM,BIN1,SIGMAR1,AP1G1,ECE1,ARF6,ITPR1,GORASP1,COPG2,AP4M1,SEC23A,AP3B2,GGA3,VLDLR,MIA3,COPZ1,SEC24A,VPS35,AP2A1,SREBF2,SEC24D,COPB1,TMED10,SAR1B
7,PLCG2,SEC24C,CLU,SNX4,PLG,GGA1,RTN4,VDAC1,NCSTN,APOE,COPG1,SEC13,MAP2K3,COPA,COPE,AP4B1,ADAM17,LRP1,APP,GGA2,BACE1,SEC24B,RAB1B,SEC23B,ADAM10,MIA3,APBA2,ITPR2,RAB1A,COPB2,HSPA5,MAPKAPK2,SAR1A,VPS29,SORL1,SEC24D,APBA1,SEC16A,COPZ1,SNX6,ABCA7,PICALM,TMED9,IDE,AP4E1,SORT1,VPS26A,PREB,SIGMAR1,EIF2S1,TMED2,AP4M1,PSEN1,MFN2,COPG2,AP1G1,ARF6,AP2B1,TMED10,SAR1B,COPB1,SEC31A,SEC23A,AP2A1,AP3B2,RTN3,MAPK14,VPS35,HSPA9,AP4S1,GORASP1,VLDLR,SYK,SEC24A,SREBF2,BIN1,ITPR1,GGA3,OSBP,ECE1
8,COPA,MAP2K3,GGA1,BACE1,SEC24C,APOE,CLU,SEC23B,PLCG2,SNX4,SEC13,NCSTN,AP4B1,HSPA5,RTN4,APP,SAR1A,COPG1,SEC24B,ADAM10,MIA3,COPE,PLG,LRP1,RAB1B,TMED9,APBA2,RAB1A,VDAC1,COPB2,MFN2,SORT1,ITPR2,SAR1B,SEC16A,GGA2,SYK,VPS26A,TMED2,ADAM17,EIF2S1,SEC24D,HSPA9,PREB,SREBF2,TMED10,COPZ1,MAPKAPK2,AP4S1,ABCA7,VPS29,PSEN1,SORL1,OSBP,COPG2,SEC23A,MAPK14,SEC24A,SNX6,AP4E1,AP1G1,GGA3,BIN1,RTN3,IDE,ITPR1,ARF6,VPS35,AP2A1,SEC31A,VLDLR,AP2B1,COPB1,SIGMAR1,GORASP1,AP4M1,PICALM,ECE1,APBA1,AP3B2
9,GGA1,APOE,MAP2K3,SEC23B,SNX4,SEC13,SEC24B,COPG1,BACE1,PLCG2,APP,COPA,NCSTN,LRP1,VDAC1,COPE,RTN4,AP4B1,CLU,SEC24C,SAR1A,RAB1B,HSPA5,RAB1A,MIA3,IDE,ADAM17,TMED9,ADAM10,SORT1,PLG,MFN2,EIF2S1,SAR1B,SEC16A,TMED2,ABCA7,MAPKAPK2,SNX6,SORL1,HSPA9,COPG2,TMED10,MAPK14,PREB,VPS29,ITPR2,PSEN1,APBA2,GGA2,VPS26A,AP4S1,APBA1,AP4E1,SEC24D,SEC31A,GGA3,BIN1,SEC24A,OSBP,PICALM,COPB2,AP1G1,ECE1,AP3B2,COPB1,AP2A1,COPZ1,ARF6,AP2B1,VLDLR,SIGMAR1,SREBF2,VPS35,GORASP1,SEC23A,AP4M1,ITPR1,RTN3,SYK
