ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,RTN3,EIF2S1,AP4M1,COPG1,HSPA5,GGA3,SAR1A,APBA2,SNX4,PLG,CLU,ITPR2,AP2A1,SREBF2,ABCA7,SYK,GORASP1,RTN4,NCSTN,LRP1,VDAC1,SEC16A,ITPR1,SEC23B,VPS26A,SAR1B,SEC31A,AP4B1,MFN2,SEC13,COPB1,AP4S1,PICALM,TMED10,SNX6,TMED2,SIGMAR1,SEC24B,ARF6,TMED9,APP,VPS29,BIN1,COPA,APOE,HSPA9,ADAM10,AP2B1,COPZ1,MIA3,SEC24D,RAB1B,OSBP,VLDLR,RAB1A,APBA1,MAPKAPK2,SORT1,BACE1,SEC23A,IDE,COPG2,COPB2,MAPK14,MAP2K3,AP4E1,SEC24C,SEC24A,AP1G1,PREB,VPS35,GGA2,COPE,ADAM17,SORL1,PLCG2,PSEN1,GGA1,ECE1,AP3B2
1,BIN1,AP2A1,VDAC1,AP1G1,GGA1,SEC24B,ITPR2,RAB1A,ARF6,PSEN1,LRP1,SNX6,IDE,HSPA5,PREB,AP4M1,RTN4,APBA1,COPG2,TMED10,COPB2,SEC24A,APBA2,ABCA7,PICALM,EIF2S1,OSBP,SAR1B,ADAM10,SEC31A,GGA2,CLU,PLCG2,SEC23B,SEC23A,APOE,SEC24D,MAPKAPK2,NCSTN,SEC24C,SAR1A,GORASP1,VPS35,AP4S1,SNX4,SEC13,HSPA9,VLDLR,SREBF2,SEC16A,MFN2,COPE,COPZ1,MAPK14,SIGMAR1,COPG1,PLG,COPA,AP4E1,MAP2K3,VPS26A,ECE1,SYK,TMED9,VPS29,COPB1,AP4B1,SORL1,BACE1,RAB1B,ADAM17,APP,SORT1,RTN3,ITPR1,GGA3,AP2B1,MIA3,AP3B2,TMED2
2,SEC24C,TMED10,SAR1A,SNX6,SEC16A,APBA2,ITPR2,SAR1B,ARF6,SYK,PLCG2,PREB,SEC24D,APOE,GGA1,PLG,ITPR1,COPG2,AP4B1,HSPA5,ADAM10,EIF2S1,COPB2,VLDLR,MIA3,MAPK14,COPA,RTN3,GGA2,GGA3,SNX4,GORASP1,CLU,TMED2,SORT1,HSPA9,AP2A1,COPE,TMED9,PICALM,MFN2,SEC13,SEC24B,APP,COPG1,IDE,AP4M1,VDAC1,SIGMAR1,APBA1,SORL1,SEC31A,AP4S1,RAB1B,VPS26A,AP1G1,MAPKAPK2,SEC23B,RTN4,SEC23A,SEC24A,AP4E1,COPZ1,MAP2K3,ADAM17,VPS35,NCSTN,COPB1,BIN1,ABCA7,OSBP,RAB1A,LRP1,BACE1,SREBF2,VPS29,PSEN1,AP3B2,AP2B1,ECE1
3,MAPKAPK2,PSEN1,SAR1A,COPG1,HSPA5,TMED10,PICALM,CLU,RTN4,GGA1,ARF6,TMED9,EIF2S1,SYK,VPS29,COPA,MAPK14,IDE,MIA3,GORASP1,COPZ1,VPS35,RAB1B,APOE,COPE,SEC23A,ADAM10,AP4E1,COPG2,SEC16A,VDAC1,SEC24B,COPB1,GGA2,AP4S1,ITPR2,APBA1,SORL1,RTN3,SEC23B,BIN1,SEC24A,SEC24D,COPB2,SORT1,SAR1B,MAP2K3,AP2A1,ITPR1,APP,PREB,PLG,SNX6,RAB1A,MFN2,SNX4,VPS26A,ABCA7,SREBF2,OSBP,BACE1,AP1G1,VLDLR,SIGMAR1,HSPA9,NCSTN,AP4B1,SEC24C,ADAM17,PLCG2,SEC31A,TMED2,LRP1,SEC13,AP2B1,ECE1,GGA3,APBA2,AP3B2,AP4M1
4,HSPA9,AP2A1,MIA3,SEC13,PICALM,OSBP,BIN1,COPE,RAB1A,SEC24B,EIF2S1,ARF6,SNX6,BACE1,SEC24C,VLDLR,IDE,COPB2,RTN3,RAB1B,SEC16A,ITPR2,VPS26A,SIGMAR1,CLU,ABCA7,SEC24D,SEC23A,NCSTN,GGA1,COPB1,MAPKAPK2,COPZ1,AP2B1,VPS29,COPG1,MFN2,SORT1,SEC24A,RTN4,SORL1,ADAM10,SEC31A,SAR1A,TMED10,GORASP1,PLCG2,MAPK14,PLG,AP4E1,AP4M1,COPG2,HSPA5,SAR1B,TMED9,GGA3,APBA2,SEC23B,VDAC1,APOE,COPA,AP4B1,SYK,PREB,AP1G1,MAP2K3,ADAM17,APP,LRP1,GGA2,SREBF2,SNX4,ITPR1,APBA1,AP4S1,VPS35,ECE1,PSEN1,TMED2,AP3B2
5,ADAM10,GGA2,ARF6,RTN4,GORASP1,APP,MAPKAPK2,BIN1,SEC24C,SAR1B,ADAM17,SYK,LRP1,AP4E1,SEC23A,SEC24D,RAB1A,HSPA9,MAPK14,SEC24B,RTN3,VPS29,SNX4,SIGMAR1,AP1G1,SEC24A,APBA1,PSEN1,MIA3,TMED9,NCSTN,MAP2K3,SNX6,SEC16A,RAB1B,EIF2S1,COPE,CLU,MFN2,SORT1,HSPA5,COPG2,COPZ1,VPS35,PICALM,SORL1,SAR1A,TMED2,ABCA7,GGA3,APOE,COPB2,PLG,COPG1,VDAC1,PLCG2,VPS26A,GGA1,COPB1,SEC31A,VLDLR,AP2A1,BACE1,AP4B1,ITPR2,TMED10,SREBF2,AP4S1,IDE,SEC23B,OSBP,ITPR1,ECE1,AP4M1,APBA2,AP2B1,SEC13,COPA,PREB,AP3B2
6,VPS35,SEC13,COPZ1,SREBF2,COPB2,MAPKAPK2,CLU,OSBP,AP1G1,SEC24D,APP,SEC31A,NCSTN,APOE,SNX6,ARF6,VLDLR,COPG1,AP4B1,HSPA5,COPE,TMED10,MIA3,SORL1,PREB,MAP2K3,ADAM17,MAPK14,GGA2,SIGMAR1,SEC23B,SEC16A,MFN2,LRP1,AP4M1,HSPA9,AP4E1,SEC23A,APBA2,RAB1B,SEC24A,VPS26A,APBA1,TMED9,RAB1A,AP2A1,TMED2,ITPR1,IDE,SYK,AP4S1,PLG,SEC24B,SORT1,SAR1B,BIN1,RTN4,COPB1,COPG2,ABCA7,AP2B1,VPS29,PICALM,GORASP1,PLCG2,SNX4,EIF2S1,BACE1,SEC24C,ITPR2,ADAM10,SAR1A,GGA3,VDAC1,GGA1,ECE1,PSEN1,COPA,RTN3,AP3B2
7,TMED10,COPA,ITPR1,SEC13,MIA3,RTN3,SEC23B,SEC24A,SEC24C,COPB1,TMED9,RTN4,PICALM,VPS35,APOE,ADAM10,EIF2S1,CLU,MAPKAPK2,GGA3,APBA2,SEC24D,RAB1A,AP4M1,APP,SREBF2,GORASP1,SNX4,GGA1,SEC23A,NCSTN,AP4B1,APBA1,ARF6,SAR1A,COPG1,AP4S1,PREB,VLDLR,ADAM17,VPS29,BIN1,COPE,PLCG2,AP4E1,RAB1B,PLG,AP2A1,COPG2,SIGMAR1,COPZ1,HSPA9,COPB2,VDAC1,AP2B1,OSBP,SORT1,MAP2K3,GGA2,HSPA5,SNX6,SAR1B,VPS26A,AP1G1,TMED2,IDE,SYK,LRP1,SEC16A,MAPK14,SEC24B,ECE1,ITPR2,SORL1,MFN2,SEC31A,PSEN1,ABCA7,BACE1,AP3B2
8,AP1G1,MAPKAPK2,GGA3,GGA2,APBA1,BIN1,TMED2,APP,TMED10,COPZ1,TMED9,AP4E1,VDAC1,ADAM17,SAR1A,COPB2,ADAM10,SAR1B,PREB,MFN2,SEC23A,RTN4,ABCA7,SYK,COPB1,PLCG2,SNX6,SEC24B,COPG2,VPS26A,HSPA9,PSEN1,EIF2S1,COPA,HSPA5,ARF6,RAB1B,VLDLR,LRP1,SEC16A,SEC24C,OSBP,AP4S1,SIGMAR1,VPS35,APOE,SEC23B,MAPK14,SREBF2,COPG1,AP2B1,PICALM,ITPR2,SORL1,VPS29,GGA1,GORASP1,MAP2K3,AP2A1,SEC31A,SEC13,AP4M1,ITPR1,RAB1A,SORT1,PLG,SEC24A,BACE1,COPE,MIA3,AP4B1,IDE,RTN3,NCSTN,SNX4,CLU,APBA2,ECE1,SEC24D,AP3B2
9,COPG2,SEC24C,SEC31A,APBA1,SEC23A,COPA,AP1G1,BACE1,APBA2,PLCG2,AP2A1,LRP1,SEC23B,COPZ1,APOE,SNX6,AP4M1,GGA3,TMED10,PREB,MFN2,MIA3,ARF6,GGA1,SEC24D,RTN4,AP4B1,SORT1,ABCA7,TMED9,MAPKAPK2,ADAM10,NCSTN,PSEN1,AP4E1,HSPA9,RAB1B,SEC24B,PLG,VPS35,SEC13,SAR1A,GORASP1,VPS29,SREBF2,AP4S1,PICALM,COPE,SNX4,GGA2,OSBP,APP,MAPK14,SIGMAR1,VPS26A,COPG1,VDAC1,IDE,EIF2S1,BIN1,SEC16A,RTN3,SEC24A,VLDLR,ADAM17,COPB1,CLU,ITPR1,HSPA5,ITPR2,SAR1B,MAP2K3,COPB2,TMED2,RAB1A,ECE1,AP2B1,SYK,SORL1,AP3B2
