ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,AP3B2,VPS29,ADAM10,SORT1,AP2B1,BIN1,SEC13,VPS26A,AP2A1,COPB1,COPA,COPZ1,SNX6,APBA1,SORL1,SAR1A,TMED9,LRP1,SAR1B,VDAC1,COPG2,SEC24C,PSEN1,NCSTN,TMED2,SEC31A,COPG1,APOE,GGA3,HSPA5,HSPA9,MAPK14,ITPR2,RAB1A,CLU,SEC23A,ADAM17,PICALM,BACE1,APP,MAPKAPK2,EIF2S1,ARF6,SNX4,SYK,MFN2,APBA2,SEC24B,IDE,AP1G1,PLCG2,PREB,MAP2K3,RTN4,SEC23B,OSBP,GGA2,SIGMAR1,GGA1,AP4B1,RTN3,TMED10,RAB1B,AP4S1,ECE1,SREBF2,COPE,MIA3,VLDLR,ITPR1,COPB2,SEC16A,AP4M1,PLG,VPS35,ABCA7,SEC24D,GORASP1,SEC24A,AP4E1
1,RAB1A,SORL1,LRP1,TMED10,TMED2,COPA,SEC13,ADAM17,RTN4,MAPKAPK2,VPS35,SEC23A,SORT1,AP3B2,SNX4,ITPR1,COPZ1,ARF6,CLU,NCSTN,APBA1,ITPR2,TMED9,GGA2,HSPA9,SEC24B,AP1G1,COPG1,PSEN1,OSBP,AP2B1,BACE1,MAPK14,HSPA5,AP2A1,COPB2,RTN3,SAR1B,EIF2S1,APOE,ADAM10,IDE,COPB1,SEC31A,VPS26A,GGA1,AP4S1,SAR1A,SEC24C,ECE1,MIA3,MFN2,VDAC1,SEC23B,RAB1B,GGA3,SEC16A,APBA2,VPS29,PREB,AP4B1,PICALM,SEC24D,MAP2K3,GORASP1,BIN1,PLCG2,AP4M1,SREBF2,SIGMAR1,APP,SEC24A,ABCA7,SYK,VLDLR,SNX6,COPG2,PLG,COPE,AP4E1
2,VPS35,AP1G1,LRP1,MFN2,COPB1,COPA,RTN4,AP2A1,SORL1,SEC24B,IDE,ARF6,COPG1,AP3B2,PLCG2,SYK,GGA2,VDAC1,RAB1B,NCSTN,APBA1,OSBP,MIA3,GGA3,MAPKAPK2,ADAM10,SNX4,VPS26A,SEC13,VPS29,SNX6,COPZ1,TMED2,HSPA5,COPB2,BIN1,TMED10,ADAM17,RAB1A,ITPR2,TMED9,COPE,HSPA9,SORT1,SEC31A,SEC16A,CLU,SAR1B,APOE,EIF2S1,ITPR1,SEC24A,GGA1,RTN3,SEC23A,ECE1,PICALM,AP2B1,PSEN1,APP,SEC24C,SEC24D,BACE1,SREBF2,MAP2K3,APBA2,AP4S1,PREB,SIGMAR1,MAPK14,SEC23B,ABCA7,COPG2,PLG,VLDLR,SAR1A,AP4B1,AP4M1,GORASP1,AP4E1
3,AP2A1,AP3B2,SNX4,SNX6,ADAM10,ADAM17,HSPA5,EIF2S1,MFN2,MAPKAPK2,COPB1,SORL1,RTN3,COPG1,SEC24B,PICALM,APP,CLU,COPA,TMED9,TMED10,ITPR1,LRP1,SORT1,AP1G1,VPS26A,ARF6,VDAC1,NCSTN,TMED2,ITPR2,ECE1,SEC23B,APOE,GGA2,BIN1,SEC24C,OSBP,RTN4,SEC23A,APBA2,SEC31A,SAR1B,GGA3,VPS35,SAR1A,PSEN1,APBA1,IDE,COPB2,SEC24A,SEC16A,PLCG2,SYK,AP2B1,AP4S1,RAB1A,HSPA9,COPG2,MAPK14,PREB,MIA3,COPZ1,SEC13,VPS29,SEC24D,ABCA7,BACE1,PLG,RAB1B,GORASP1,SIGMAR1,COPE,MAP2K3,AP4B1,AP4E1,SREBF2,GGA1,AP4M1,VLDLR
4,SEC13,VPS29,RTN4,PREB,ADAM10,SNX6,AP1G1,LRP1,AP2B1,COPA,BIN1,GGA2,IDE,SEC16A,MAPKAPK2,APP,RTN3,MFN2,RAB1B,ADAM17,AP4S1,VPS35,NCSTN,OSBP,RAB1A,COPB1,TMED2,HSPA9,PSEN1,SNX4,ITPR1,AP2A1,ECE1,TMED9,APBA1,HSPA5,SYK,BACE1,COPB2,SAR1A,VPS26A,ITPR2,COPZ1,SORT1,AP4B1,SEC23A,SORL1,COPG1,PICALM,SIGMAR1,SEC24B,GGA1,SEC24C,MIA3,EIF2S1,APOE,CLU,APBA2,PLCG2,COPE,SEC23B,MAP2K3,SEC24D,VDAC1,GORASP1,COPG2,SAR1B,AP4E1,SEC31A,SEC24A,SREBF2,AP3B2,PLG,GGA3,ARF6,TMED10,MAPK14,ABCA7,AP4M1,VLDLR
5,SNX6,SAR1B,IDE,SEC31A,TMED2,COPA,VPS26A,LRP1,NCSTN,ARF6,TMED9,AP1G1,VDAC1,OSBP,TMED10,MFN2,SEC23A,RTN4,APOE,APP,AP3B2,HSPA5,RTN3,HSPA9,CLU,SEC24B,BIN1,AP2B1,GGA2,RAB1A,SEC24C,COPB1,GGA1,VPS35,MAPK14,MAPKAPK2,PLCG2,COPE,SORT1,SYK,EIF2S1,COPG1,PICALM,RAB1B,ADAM17,ITPR2,MAP2K3,SEC16A,PREB,SIGMAR1,AP2A1,SNX4,ECE1,COPZ1,VPS29,GGA3,AP4S1,MIA3,ADAM10,SEC24D,SEC24A,SAR1A,APBA1,AP4B1,ITPR1,COPG2,PSEN1,PLG,SORL1,VLDLR,SEC23B,COPB2,APBA2,SEC13,AP4E1,GORASP1,SREBF2,AP4M1,BACE1,ABCA7
6,MAPK14,MAPKAPK2,COPA,COPB2,CLU,ADAM10,HSPA5,SAR1B,VDAC1,NCSTN,SEC31A,ITPR1,AP3B2,AP2B1,SORL1,VPS29,SORT1,COPG1,RTN3,SAR1A,APOE,RTN4,LRP1,SEC16A,COPZ1,GGA2,VPS26A,MFN2,VPS35,PSEN1,HSPA9,SEC23A,SNX6,COPB1,ADAM17,GGA3,SEC24C,AP2A1,SYK,BIN1,SEC24A,SEC24B,EIF2S1,APBA2,PLCG2,RAB1A,RAB1B,APP,TMED10,VLDLR,PICALM,AP4S1,ITPR2,GGA1,SNX4,SEC13,SIGMAR1,ARF6,SEC23B,APBA1,OSBP,TMED2,PREB,SEC24D,MAP2K3,ABCA7,AP4B1,TMED9,GORASP1,MIA3,AP4E1,COPG2,COPE,SREBF2,PLG,AP1G1,ECE1,BACE1,IDE,AP4M1
7,MFN2,COPG1,TMED10,VPS35,SAR1A,GGA3,VPS29,VDAC1,SYK,PLCG2,COPB2,COPB1,SNX6,TMED9,GGA1,AP1G1,VPS26A,RAB1B,ITPR1,BIN1,SEC24B,COPZ1,APBA2,SORT1,AP2B1,COPA,SEC24C,HSPA9,ADAM17,SEC23A,OSBP,ADAM10,SORL1,PSEN1,MAPKAPK2,NCSTN,SEC23B,SAR1B,RTN4,APP,GGA2,LRP1,RAB1A,MIA3,COPE,ARF6,PICALM,AP2A1,TMED2,APOE,SEC31A,SNX4,AP4S1,EIF2S1,APBA1,SEC16A,ECE1,ITPR2,CLU,HSPA5,MAPK14,IDE,AP4B1,BACE1,AP3B2,PREB,SEC13,SREBF2,AP4E1,ABCA7,MAP2K3,SIGMAR1,SEC24D,RTN3,SEC24A,COPG2,PLG,VLDLR,AP4M1,GORASP1
8,VPS26A,HSPA5,SORT1,SAR1B,MFN2,RTN4,ITPR2,ARF6,OSBP,AP2A1,GGA2,COPB1,SEC23A,SNX6,EIF2S1,MIA3,TMED10,MAPKAPK2,GGA1,SEC24B,SEC13,RAB1B,AP4S1,NCSTN,RTN3,VPS29,ADAM10,GGA3,MAP2K3,BIN1,COPA,TMED2,PICALM,HSPA9,AP2B1,SIGMAR1,SYK,COPZ1,TMED9,APBA2,SEC31A,AP1G1,SNX4,MAPK14,SREBF2,AP4M1,CLU,PLCG2,APBA1,SORL1,SEC16A,PSEN1,RAB1A,SEC24D,COPE,ITPR1,SEC24C,APOE,PREB,AP3B2,VDAC1,COPB2,COPG2,ABCA7,APP,ECE1,SEC24A,SAR1A,IDE,ADAM17,BACE1,VPS35,AP4B1,SEC23B,LRP1,GORASP1,COPG1,PLG,VLDLR,AP4E1
9,AP3B2,VPS35,CLU,IDE,COPB2,BIN1,SEC13,SNX6,AP2A1,SEC16A,ADAM10,AP4S1,SEC24C,MFN2,NCSTN,ITPR2,MAPKAPK2,RTN4,APOE,GGA2,SNX4,VPS29,RAB1B,PREB,VPS26A,ADAM17,SAR1A,SYK,HSPA5,SAR1B,PLCG2,MIA3,RTN3,SORL1,GGA1,VDAC1,SEC23A,COPE,GGA3,SORT1,PICALM,COPA,PSEN1,OSBP,COPB1,ECE1,COPG1,ITPR1,ARF6,APP,APBA2,SEC23B,AP1G1,APBA1,TMED9,ABCA7,MAP2K3,HSPA9,SEC24A,AP4B1,LRP1,EIF2S1,COPG2,TMED2,AP2B1,SREBF2,SIGMAR1,TMED10,MAPK14,SEC24B,PLG,SEC24D,COPZ1,BACE1,AP4M1,AP4E1,GORASP1,VLDLR,RAB1A,SEC31A
10,ADAM10,VPS26A,SORT1,SAR1B,MFN2,COPB2,VPS35,SNX6,CLU,AP2A1,SEC31A,COPE,SORL1,VDAC1,COPB1,COPA,SIGMAR1,SNX4,SAR1A,SEC24C,NCSTN,SEC23A,RTN3,APOE,GGA1,APBA1,LRP1,TMED2,TMED9,SEC13,BACE1,PICALM,ITPR1,APP,RTN4,RAB1A,HSPA9,HSPA5,GGA3,MIA3,ADAM17,PLCG2,SYK,MAPKAPK2,ARF6,SEC23B,AP3B2,SEC16A,IDE,BIN1,SEC24D,TMED10,ITPR2,AP2B1,COPG1,OSBP,MAPK14,ABCA7,APBA2,AP4S1,VPS29,AP1G1,EIF2S1,COPG2,SEC24A,COPZ1,SEC24B,RAB1B,GGA2,SREBF2,MAP2K3,PLG,PSEN1,ECE1,AP4B1,AP4E1,PREB,GORASP1,VLDLR,AP4M1
