ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,ABCA7,GGA2,SNX6,RTN3,GGA3,CLU,BIN1,SEC31A,AP3B2,SEC13,TMED10,VDAC1,VPS35,OSBP,GGA1,TMED2,APOE,SORT1,VPS29,HSPA5,COPA,SEC24D,MFN2,AP1G1,MIA3,COPG1,SNX4,SEC24A,SORL1,AP4S1,ITPR2,ITPR1,RAB1A,PICALM,AP4M1,TMED9,SEC24B,SEC23A,PLG,BACE1,COPG2,NCSTN,SAR1B,ADAM17,SAR1A,MAPK14,APBA2,RTN4,PLCG2,IDE,PSEN1,ADAM10,HSPA9,SEC16A,APBA1,SREBF2,COPB2,SEC24C,EIF2S1,APP,SYK,SIGMAR1,MAPKAPK2,AP2A1,MAP2K3,ARF6,RAB1B,GORASP1,LRP1,SEC23B,AP4E1,AP4B1,COPZ1,COPB1,PREB,VLDLR,AP2B1,VPS26A,ECE1,COPE
1,LRP1,GGA2,EIF2S1,APBA1,PICALM,SNX6,SEC23B,RAB1A,HSPA9,MFN2,GORASP1,RTN4,SEC24A,MAPKAPK2,RTN3,COPB1,SEC24D,SEC24C,APOE,COPG1,ABCA7,SEC13,BIN1,BACE1,COPG2,PLCG2,NCSTN,SAR1B,APP,SORL1,PLG,SEC31A,VPS29,SEC24B,GGA1,OSBP,VPS26A,APBA2,AP2A1,VDAC1,TMED2,HSPA5,SIGMAR1,SORT1,ARF6,MAPK14,MAP2K3,TMED10,AP1G1,ADAM10,ITPR2,SREBF2,SAR1A,COPA,GGA3,ITPR1,AP4M1,SNX4,CLU,PREB,AP2B1,COPE,MIA3,COPB2,IDE,ECE1,AP4S1,VPS35,RAB1B,ADAM17,PSEN1,SEC23A,SEC16A,AP3B2,AP4E1,VLDLR,TMED9,COPZ1,SYK,AP4B1
2,VPS35,AP3B2,CLU,SEC24C,SEC23B,SAR1B,GGA1,APBA2,SEC24D,PREB,COPB1,MAPK14,ADAM10,COPB2,MIA3,SIGMAR1,HSPA9,SEC23A,ITPR1,RAB1B,NCSTN,PLG,EIF2S1,SNX6,AP2B1,ARF6,HSPA5,GGA2,MAP2K3,COPG2,OSBP,COPG1,RTN4,LRP1,RTN3,AP2A1,SAR1A,SORL1,COPZ1,COPA,TMED2,PSEN1,SEC31A,AP1G1,TMED10,SYK,PLCG2,AP4M1,VDAC1,AP4S1,SEC13,GORASP1,AP4B1,SEC24A,SEC16A,VPS26A,SNX4,ITPR2,SREBF2,ECE1,AP4E1,APOE,APP,IDE,SORT1,RAB1A,PICALM,APBA1,ABCA7,TMED9,GGA3,MFN2,SEC24B,ADAM17,VPS29,COPE,BIN1,MAPKAPK2,VLDLR,BACE1
3,RTN3,TMED9,SEC24B,SAR1B,ITPR1,SEC31A,SEC13,RTN4,AP2A1,TMED10,SEC23A,SAR1A,APP,TMED2,SORL1,AP2B1,CLU,SORT1,PLCG2,IDE,NCSTN,SEC24C,VPS26A,ITPR2,BACE1,VPS29,COPG1,EIF2S1,SNX4,APBA2,COPB1,MAPKAPK2,AP1G1,HSPA5,GGA3,RAB1B,BIN1,SREBF2,ARF6,AP4M1,MAP2K3,COPZ1,VDAC1,MAPK14,COPB2,PLG,SNX6,LRP1,GGA1,SEC24A,SIGMAR1,ECE1,AP4S1,COPG2,GGA2,SYK,SEC23B,HSPA9,PREB,AP4E1,GORASP1,SEC16A,COPA,MFN2,APBA1,ABCA7,ADAM17,PICALM,APOE,PSEN1,OSBP,COPE,AP3B2,RAB1A,VPS35,SEC24D,AP4B1,VLDLR,ADAM10,MIA3
4,BIN1,MAPKAPK2,COPG1,SYK,COPB1,RTN4,VPS26A,GGA3,HSPA9,ITPR1,HSPA5,PLCG2,ECE1,APBA1,COPZ1,COPA,GGA1,SORT1,APBA2,LRP1,GGA2,MAP2K3,APOE,SORL1,SEC16A,AP4B1,CLU,IDE,SNX6,AP3B2,COPB2,SIGMAR1,ITPR2,ABCA7,SNX4,VPS35,MIA3,OSBP,RAB1B,PREB,VPS29,AP2A1,APP,SAR1B,VDAC1,RAB1A,RTN3,TMED9,SEC24D,BACE1,PSEN1,NCSTN,AP4M1,TMED2,AP4S1,AP1G1,SEC23A,SEC31A,SEC23B,SEC13,EIF2S1,COPG2,SAR1A,SREBF2,TMED10,COPE,SEC24B,ADAM17,ARF6,SEC24A,AP2B1,AP4E1,PLG,SEC24C,PICALM,GORASP1,ADAM10,VLDLR,MAPK14,MFN2
5,COPA,BIN1,PICALM,ADAM10,HSPA5,APBA2,CLU,SYK,SREBF2,MAPKAPK2,SNX4,COPB2,SEC16A,MAP2K3,HSPA9,SORL1,SIGMAR1,OSBP,AP2B1,GGA1,ITPR1,SEC23A,SEC24D,PLG,SEC31A,GGA2,ARF6,VPS35,GGA3,RTN4,TMED10,COPG1,PSEN1,NCSTN,AP2A1,SAR1A,APBA1,COPZ1,RAB1A,SEC23B,SEC24A,MIA3,ITPR2,MAPK14,EIF2S1,APP,RAB1B,AP4M1,TMED9,SAR1B,PREB,ADAM17,LRP1,BACE1,AP1G1,AP4S1,IDE,SEC24B,COPB1,COPG2,ECE1,VPS29,VPS26A,AP4E1,ABCA7,GORASP1,SEC24C,VDAC1,TMED2,MFN2,AP4B1,PLCG2,COPE,APOE,SEC13,AP3B2,RTN3,SORT1,VLDLR,SNX6
6,MFN2,SNX6,SEC16A,OSBP,SORT1,RAB1A,GGA1,AP3B2,COPA,HSPA9,SEC23A,TMED9,COPZ1,TMED2,SAR1A,AP1G1,TMED10,PICALM,CLU,GGA2,SEC24B,ECE1,AP2A1,RTN4,SAR1B,SEC13,SEC24C,COPB2,AP2B1,COPB1,SEC23B,ADAM10,COPG2,PSEN1,MAPKAPK2,NCSTN,ADAM17,APBA2,RAB1B,AP4M1,SEC24A,PLG,BACE1,MIA3,MAP2K3,ARF6,IDE,VDAC1,PLCG2,AP4S1,EIF2S1,RTN3,GORASP1,SNX4,SIGMAR1,VPS26A,VPS29,MAPK14,BIN1,ITPR2,VPS35,SEC31A,SEC24D,SYK,ITPR1,PREB,GGA3,APBA1,APOE,COPG1,COPE,AP4B1,ABCA7,AP4E1,SORL1,SREBF2,LRP1,APP,VLDLR,HSPA5
7,TMED9,SEC16A,VPS26A,MIA3,TMED10,VPS35,SEC31A,SORT1,SEC23B,SEC24B,AP4S1,LRP1,MAP2K3,PREB,COPB1,NCSTN,ADAM10,RTN4,VPS29,AP3B2,SEC24C,VDAC1,IDE,HSPA9,SEC13,MAPKAPK2,RAB1A,GGA2,SREBF2,AP2B1,MAPK14,BIN1,APBA1,EIF2S1,SIGMAR1,BACE1,SAR1A,PICALM,GORASP1,ITPR2,PLG,COPA,OSBP,AP1G1,PSEN1,COPB2,PLCG2,SNX6,GGA3,SEC24D,AP4E1,COPG1,APOE,SORL1,RAB1B,AP2A1,RTN3,AP4M1,ARF6,MFN2,SYK,SNX4,COPZ1,SAR1B,ECE1,GGA1,APP,CLU,SEC23A,ABCA7,COPG2,ITPR1,SEC24A,TMED2,AP4B1,ADAM17,VLDLR,COPE,HSPA5,APBA2
8,ITPR2,MFN2,GGA1,LRP1,SORT1,MAPKAPK2,ARF6,COPB2,SAR1B,BIN1,SNX4,VPS35,RAB1B,EIF2S1,SEC16A,PICALM,HSPA9,SEC24B,COPB1,HSPA5,SEC23B,COPG1,AP4M1,VPS26A,AP4S1,SNX6,COPG2,MIA3,GGA3,ADAM10,TMED9,ABCA7,SEC24A,SEC24C,RTN4,SEC24D,CLU,AP2A1,NCSTN,BACE1,SREBF2,PSEN1,PLCG2,ITPR1,RTN3,SIGMAR1,VPS29,IDE,COPE,GGA2,AP1G1,SAR1A,MAP2K3,VDAC1,TMED2,APBA1,PLG,APBA2,APOE,ECE1,PREB,OSBP,MAPK14,COPZ1,COPA,ADAM17,SYK,RAB1A,TMED10,GORASP1,SORL1,AP4B1,SEC23A,AP4E1,SEC31A,SEC13,APP,AP3B2,VLDLR,AP2B1
9,MFN2,VPS29,MIA3,RTN3,SEC13,SEC24D,GORASP1,SNX6,SORL1,NCSTN,HSPA9,APOE,ITPR2,PREB,RTN4,COPB1,APP,HSPA5,COPA,CLU,MAPK14,VDAC1,RAB1A,AP3B2,GGA1,SREBF2,AP4M1,TMED9,MAP2K3,TMED10,ABCA7,GGA2,SEC23A,MAPKAPK2,SIGMAR1,PLG,AP4S1,VPS26A,SORT1,SAR1A,APBA1,SEC16A,SAR1B,AP1G1,BIN1,SEC23B,SEC24A,AP2A1,AP2B1,COPB2,ADAM10,COPG2,SEC24B,VPS35,RAB1B,COPG1,APBA2,ARF6,GGA3,TMED2,LRP1,SEC24C,BACE1,COPZ1,SYK,COPE,IDE,OSBP,AP4E1,EIF2S1,ITPR1,PSEN1,ECE1,ADAM17,AP4B1,PLCG2,VLDLR,SEC31A,PICALM,SNX4
