ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,VPS35,COPB1,AP2A1,SEC31A,SEC23A,ECE1,ITPR2,BIN1,SNX6,COPB2,SEC24A,GGA1,TMED9,SNX4,CLU,MFN2,COPE,SORL1,APOE,NCSTN,SAR1B,VDAC1,APP,HSPA5,AP3B2,AP2B1,SORT1,PICALM,COPG2,COPG1,AP4E1,GGA2,MAPK14,SYK,APBA1,ITPR1,ARF6,GGA3,TMED10,VPS29,PSEN1,RAB1A,VPS26A,IDE,AP1G1,SEC24D,APBA2,OSBP,SEC24C,SEC16A,RTN4,RTN3,RAB1B,ADAM10,COPA,GORASP1,ADAM17,EIF2S1,TMED2,SEC24B,ABCA7,BACE1,PREB,SAR1A,PLG,AP4S1,PLCG2,AP4B1,HSPA9,MIA3,LRP1,SEC13,VLDLR,MAPKAPK2,MAP2K3,SIGMAR1,COPZ1,SEC23B,AP4M1,SREBF2
1,HSPA9,AP2B1,HSPA5,COPG1,COPB1,GGA3,BIN1,PICALM,EIF2S1,SAR1A,APBA1,COPA,AP3B2,COPB2,SEC23A,VPS26A,LRP1,VPS29,SEC16A,ARF6,APOE,TMED10,AP2A1,TMED9,SEC13,COPG2,ADAM10,SEC31A,SORL1,ADAM17,CLU,TMED2,APP,PSEN1,GGA2,GGA1,RAB1B,RTN4,IDE,RTN3,SORT1,BACE1,VLDLR,COPZ1,SEC24C,MAPK14,COPE,MFN2,GORASP1,SAR1B,VDAC1,SEC24A,MIA3,ITPR2,ABCA7,AP4S1,AP4B1,AP1G1,PLCG2,NCSTN,SEC24B,VPS35,SNX6,PLG,APBA2,OSBP,RAB1A,SYK,SEC23B,PREB,MAP2K3,SNX4,AP4M1,AP4E1,SREBF2,ITPR1,ECE1,SIGMAR1,SEC24D,MAPKAPK2
2,SAR1A,TMED10,GORASP1,SEC24B,ITPR2,ADAM10,AP2B1,MAPK14,OSBP,HSPA5,SEC24D,SEC24C,SEC16A,PSEN1,APP,APOE,SORT1,LRP1,VPS29,GGA1,MFN2,HSPA9,RAB1B,SAR1B,CLU,TMED2,RAB1A,GGA2,COPB1,VDAC1,COPZ1,ECE1,SNX6,BIN1,SORL1,COPG2,COPG1,SYK,VPS26A,APBA1,AP2A1,AP1G1,COPB2,NCSTN,PLG,AP3B2,EIF2S1,SEC23A,AP4S1,RTN4,AP4E1,SNX4,RTN3,TMED9,VPS35,SEC31A,ITPR1,VLDLR,COPE,AP4B1,MAP2K3,PLCG2,PICALM,MIA3,ARF6,ADAM17,BACE1,SIGMAR1,SEC24A,MAPKAPK2,GGA3,COPA,ABCA7,IDE,APBA2,SEC23B,SREBF2,PREB,SEC13,AP4M1
3,AP1G1,AP2B1,AP2A1,COPZ1,EIF2S1,ARF6,RTN3,VDAC1,COPB1,COPB2,COPE,NCSTN,RTN4,SAR1A,SORL1,RAB1A,LRP1,SNX6,OSBP,SAR1B,COPA,SEC24C,PICALM,MFN2,APOE,SEC16A,TMED10,SNX4,SEC24D,ECE1,CLU,SEC13,RAB1B,TMED2,MAP2K3,SEC24B,VPS26A,GGA2,TMED9,SEC23A,BIN1,MAPK14,GORASP1,MIA3,PSEN1,SEC31A,HSPA5,VPS35,SYK,ADAM10,VPS29,GGA3,GGA1,PLCG2,IDE,COPG1,ITPR2,HSPA9,ABCA7,AP4B1,AP4S1,AP3B2,APBA2,COPG2,PLG,APP,ADAM17,MAPKAPK2,AP4E1,ITPR1,VLDLR,APBA1,PREB,BACE1,SORT1,SREBF2,SEC24A,SEC23B,AP4M1,SIGMAR1
4,COPA,COPB1,HSPA5,EIF2S1,VDAC1,MFN2,PICALM,PSEN1,SEC24B,COPE,SAR1A,SEC23A,MIA3,GORASP1,TMED2,GGA2,LRP1,TMED10,COPG1,PLCG2,SORT1,SEC13,ADAM10,HSPA9,SAR1B,NCSTN,APBA2,SYK,APBA1,ITPR2,COPZ1,MAPK14,BIN1,AP2B1,SEC31A,APP,AP2A1,VPS29,SEC16A,IDE,APOE,COPG2,ARF6,AP1G1,RAB1B,ABCA7,TMED9,SEC24C,SNX6,GGA1,CLU,GGA3,SORL1,AP3B2,AP4B1,ECE1,SNX4,ITPR1,RTN4,COPB2,ADAM17,RAB1A,VPS35,BACE1,RTN3,OSBP,SEC24D,SREBF2,VPS26A,AP4S1,VLDLR,PLG,AP4E1,MAP2K3,SEC24A,SIGMAR1,MAPKAPK2,AP4M1,SEC23B,PREB
5,ITPR2,ADAM17,AP2A1,SEC23A,VPS35,COPG1,SEC13,ADAM10,COPE,TMED9,COPB1,SEC24D,COPG2,COPA,OSBP,VPS26A,COPB2,SEC24C,GGA2,SEC31A,HSPA9,MFN2,SEC24A,TMED2,RTN3,SNX6,ABCA7,IDE,RAB1B,PICALM,RTN4,AP1G1,VPS29,SEC16A,LRP1,SEC24B,EIF2S1,NCSTN,MAPK14,BIN1,APBA2,COPZ1,GGA1,PSEN1,RAB1A,SYK,MAP2K3,VDAC1,AP4B1,PLCG2,SAR1B,PLG,ITPR1,CLU,SORT1,APBA1,MIA3,AP4E1,TMED10,AP2B1,SORL1,SNX4,AP3B2,GGA3,GORASP1,ECE1,SAR1A,ARF6,SREBF2,HSPA5,APOE,MAPKAPK2,VLDLR,PREB,BACE1,AP4M1,SIGMAR1,SEC23B,AP4S1,APP
6,VDAC1,HSPA9,IDE,LRP1,RTN4,SORL1,RTN3,SEC23A,AP3B2,AP2B1,COPE,VPS35,SAR1A,SYK,HSPA5,VPS26A,SORT1,ADAM10,APOE,COPZ1,PLCG2,GORASP1,MAPK14,SEC24C,COPB2,PICALM,CLU,GGA1,COPG1,ABCA7,SAR1B,BIN1,SEC16A,ECE1,SEC24D,PSEN1,SEC13,COPA,RAB1B,VPS29,NCSTN,AP2A1,COPB1,COPG2,TMED9,MIA3,TMED2,MFN2,RAB1A,AP4E1,TMED10,GGA2,SEC24A,APP,SNX6,OSBP,PLG,GGA3,APBA1,AP4S1,APBA2,VLDLR,ARF6,ITPR1,SNX4,SIGMAR1,MAPKAPK2,BACE1,AP1G1,MAP2K3,SEC31A,PREB,ITPR2,SREBF2,AP4B1,ADAM17,SEC24B,EIF2S1,AP4M1,SEC23B
7,SAR1A,RAB1B,SORL1,LRP1,SYK,MFN2,GGA3,APBA2,TMED9,TMED10,HSPA5,RTN4,RTN3,COPG1,OSBP,COPA,AP4S1,AP2A1,GGA1,SEC24D,GGA2,PSEN1,NCSTN,PLCG2,COPZ1,SEC24C,COPE,COPB2,SEC31A,SNX6,GORASP1,SEC23A,SEC16A,SAR1B,HSPA9,MAPK14,SEC24B,AP4B1,EIF2S1,ITPR2,SNX4,AP3B2,BACE1,RAB1A,AP1G1,APBA1,VDAC1,SORT1,MIA3,ADAM10,COPB1,VPS29,SREBF2,TMED2,VPS35,ECE1,COPG2,ITPR1,VPS26A,SEC13,PICALM,AP2B1,ADAM17,APP,ABCA7,ARF6,IDE,MAPKAPK2,APOE,BIN1,MAP2K3,CLU,AP4E1,SIGMAR1,VLDLR,SEC24A,PREB,SEC23B,PLG,AP4M1
8,SORT1,AP3B2,VPS35,ADAM10,COPE,SEC13,VPS29,COPB1,VDAC1,RAB1B,AP2B1,GGA1,COPA,BIN1,SAR1A,AP2A1,VPS26A,COPZ1,SAR1B,ECE1,SEC16A,GGA2,SEC24C,RTN3,SEC24B,COPG2,COPG1,CLU,AP1G1,PICALM,MIA3,ITPR2,SNX6,EIF2S1,ADAM17,APBA2,HSPA5,GORASP1,SORL1,TMED2,RAB1A,COPB2,PLCG2,SYK,TMED10,SEC31A,GGA3,PSEN1,TMED9,AP4E1,SEC24D,ARF6,APBA1,RTN4,SEC24A,SEC23A,IDE,MAPK14,APP,AP4B1,NCSTN,MAP2K3,APOE,OSBP,ITPR1,BACE1,SNX4,ABCA7,HSPA9,AP4S1,PLG,MFN2,SIGMAR1,LRP1,SEC23B,SREBF2,AP4M1,MAPKAPK2,VLDLR,PREB
9,RTN4,COPA,CLU,AP3B2,AP1G1,LRP1,HSPA9,HSPA5,SAR1B,VPS35,COPG1,APOE,RTN3,APP,PSEN1,BIN1,PICALM,GGA2,OSBP,AP2A1,VPS26A,SORL1,SAR1A,ITPR2,GGA1,SNX6,RAB1A,SORT1,COPB2,SEC23A,VDAC1,ECE1,SEC24A,MIA3,COPE,COPB1,SEC24B,RAB1B,MAPKAPK2,BACE1,SEC24D,ARF6,GORASP1,ADAM17,TMED10,NCSTN,TMED9,PLCG2,ADAM10,ABCA7,MAPK14,SEC31A,COPZ1,IDE,APBA1,SYK,SEC24C,VLDLR,MFN2,SEC13,AP4S1,SEC16A,SIGMAR1,TMED2,GGA3,EIF2S1,AP4E1,VPS29,SREBF2,APBA2,AP2B1,PLG,SNX4,PREB,MAP2K3,AP4B1,COPG2,ITPR1,SEC23B,AP4M1
